timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698419347.118,False,0.0,0,0,1174
1698419348.105,False,0.0,0,0,1174
1698419349.095,False,0.0,0,0,1174
1698419350.082,False,0.0,0,0,1174
1698419352.064,False,0.0,0,0,1174
1698419353.051,False,0.0,0,0,1174
1698419354.039,False,0.0,0,0,1174
1698419355.033,False,0.0,0,0,1174
1698419357.015,False,0.0,0,0,1174
1698419357.016,False,1.3046875,14,137,1198
1698419358.007,False,1.359375,29,176,1211
1698419358.995,False,1.5,60,227,1242
1698419359.981,False,1.52734375,61,230,1258
1698419361.463,False,1.58203125,62,195,1274
1698419361.966,False,1.609375,61,161,1291
1698419362.956,False,1.58203125,60,153,1308
1698419363.942,False,1.58203125,60,153,1308
1698419364.93,False,1.52734375,59,155,1324
1698419366.419,False,1.46875,57,157,1338
1698419366.914,False,1.46875,57,157,1338
1698419368.895,False,0.0,0,0,1338
1698419369.881,False,1.13671875,13,158,1364
1698419371.368,False,1.19140625,27,185,1377
1698419371.863,False,1.25,41,212,1391
1698419372.857,False,1.33203125,56,220,1405
1698419374.339,False,1.359375,57,218,1421
1698419374.833,False,1.38671875,59,187,1436
1698419375.825,False,1.4140625,58,156,1451
1698419377.309,False,1.44140625,58,145,1467
1698419378.797,False,1.44140625,58,144,1482
1698419379.795,False,1.4140625,57,145,1498
1698419380.777,False,0.0,0,0,1498
1698419381.773,False,0.0,0,0,1498
1698419383.246,False,0.0,0,0,1498
1698419383.745,False,0.0,0,0,1498
1698419384.732,False,0.0,10,0,1498
