timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698745468.006,False,0.0,0,0,5815
1698745468.987,False,0.0,0,0,5815
1698745469.976,False,0.0,0,0,5815
1698745471.464,False,0.0,0,0,5815
1698745472.453,False,0.0,0,0,5815
1698745472.949,False,0.0,0,0,5815
1698745473.937,False,0.0,0,0,5815
1698745475.424,False,0.0,0,0,5815
1698745476.909,False,0.0,0,0,5815
1698745477.9,False,0.46875,14,97,5815
1698745479.378,False,1.0546875,49,139,5835
1698745479.886,False,1.0546875,49,139,5835
1698745480.881,False,1.08203125,61,150,5853
1698745482.36,False,1.109375,61,151,5865
1698745482.854,False,1.08203125,62,133,5876
1698745483.833,False,1.08203125,62,133,5876
1698745485.318,False,0.0,0,0,5876
1698745485.814,False,0.0,0,0,5876
