timestamp,accGGx,accGGy,accGGz
1698672816.011,-0.334,0.782,0.583
1698672816.092,-0.333,0.781,0.585
1698672816.171,-0.333,0.775,0.584
1698672816.251,-0.328,0.77,0.592
1698672816.332,-0.325,0.766,0.597
1698672816.411,-0.32,0.768,0.601
1698672816.491,-0.312,0.774,0.605
1698672816.571,-0.309,0.771,0.606
1698672816.651,-0.31,0.764,0.609
1698672816.731,-0.317,0.76,0.612
1698672816.812,-0.318,0.755,0.614
1698672816.891,-0.317,0.757,0.608
1698672816.971,-0.318,0.76,0.598
1698672817.051,-0.318,0.76,0.601
1698672817.131,-0.321,0.761,0.611
1698672817.211,-0.324,0.759,0.609
1698672817.291,-0.327,0.758,0.604
1698672817.372,-0.326,0.767,0.599
1698672817.451,-0.327,0.769,0.599
1698672817.531,-0.331,0.772,0.603
1698672817.611,-0.324,0.805,0.638
1698672817.691,-0.316,0.818,0.655
1698672817.773,-0.316,0.788,0.635
1698672817.851,-0.318,0.772,0.621
1698672817.931,-0.316,0.764,0.618
1698672818.011,-0.318,0.762,0.625
1698672818.091,-0.318,0.762,0.625
1698672818.171,-0.216,0.761,0.574
1698672818.251,-0.169,0.759,0.549
1698672818.331,-0.241,0.762,0.579
1698672818.411,-0.28,0.766,0.595
1698672818.491,-0.305,0.765,0.601
1698672818.571,-0.316,0.761,0.606
1698672818.651,-0.323,0.759,0.616
1698672818.731,-0.318,0.75,0.621
1698672818.811,-0.315,0.747,0.63
1698672818.891,-0.326,0.754,0.625
1698672818.971,-0.324,0.757,0.617
1698672819.051,-0.317,0.757,0.616
1698672819.211,-0.351,0.743,0.593
1698672819.291,-0.352,0.748,0.598
1698672819.371,-0.341,0.745,0.6
1698672819.451,-0.329,0.75,0.606
1698672819.532,-0.354,0.753,0.601
1698672819.611,-0.38,0.739,0.604
1698672819.691,-0.39,0.727,0.62
1698672819.771,-0.403,0.717,0.628
1698672819.851,-0.403,0.716,0.632
1698672819.931,-0.373,0.78,0.65
1698672820.013,-0.273,0.863,0.75
1698672820.091,-0.105,0.887,0.775
1698672820.173,-0.021,0.884,0.698
1698672820.251,-0.122,0.853,0.703
1698672820.331,-0.296,0.808,0.799
1698672820.411,-0.391,0.839,0.902
1698672820.491,-0.402,0.911,0.902
1698672820.571,-0.336,0.874,0.815
1698672820.651,-0.263,0.786,0.71
1698672820.731,-0.217,0.683,0.601
1698672820.811,-0.149,0.583,0.52
1698672820.891,-0.099,0.562,0.508
1698672820.971,-0.13,0.632,0.588
1698672821.051,-0.189,0.681,0.647
1698672821.131,-0.201,0.719,0.665
1698672821.211,-0.19,0.745,0.64
1698672821.291,-0.166,0.757,0.632
1698672821.371,-0.135,0.759,0.647
1698672821.45,-0.11,0.751,0.666
1698672821.53,-0.078,0.744,0.677
1698672821.611,-0.054,0.75,0.676
1698672821.69,-0.034,0.752,0.675
1698672821.77,-0.011,0.765,0.694
1698672821.851,0.013,0.777,0.708
1698672821.93,0.009,0.805,0.719
1698672822.013,-0.053,0.843,0.747
1698672822.091,-0.149,0.852,0.724
1698672822.17,-0.217,0.804,0.666
1698672822.252,-0.241,0.756,0.648
1698672822.331,-0.236,0.767,0.636
1698672822.414,-0.188,0.738,0.594
1698672822.49,-0.116,0.7,0.574
1698672822.571,-0.068,0.746,0.584
1698672822.653,-0.038,0.781,0.583
1698672822.811,0.078,0.838,0.6
1698672822.89,0.03,0.85,0.599
1698672822.97,-0.048,0.853,0.596
1698672823.05,-0.085,0.82,0.644
1698672823.13,-0.098,0.769,0.682
1698672823.21,-0.113,0.73,0.71
1698672823.291,-0.132,0.686,0.705
1698672823.37,-0.123,0.67,0.688
1698672823.45,-0.091,0.686,0.678
1698672823.53,-0.059,0.704,0.677
1698672823.61,-0.033,0.703,0.673
1698672823.69,0.002,0.715,0.69
1698672823.77,0.049,0.748,0.716
1698672823.85,0.114,0.772,0.715
1698672823.93,0.154,0.773,0.718
1698672824.01,0.113,0.777,0.734
1698672824.09,0.0,0.788,0.732
1698672824.17,-0.111,0.776,0.712
1698672824.25,-0.193,0.728,0.675
1698672824.33,-0.222,0.698,0.634
1698672824.41,-0.191,0.712,0.608
1698672824.491,-0.086,0.762,0.624
1698672824.57,-0.058,0.784,0.641
1698672824.652,-0.022,0.774,0.634
1698672824.731,-0.01,0.784,0.578
1698672824.81,-0.009,0.802,0.58
1698672824.892,-0.001,0.83,0.653
1698672824.97,-0.036,0.861,0.681
1698672825.05,-0.087,0.857,0.676
1698672825.13,-0.116,0.816,0.676
1698672825.21,-0.144,0.774,0.681
1698672825.29,-0.165,0.723,0.685
1698672825.37,-0.175,0.682,0.69
1698672825.45,-0.162,0.681,0.677
1698672825.53,-0.135,0.687,0.666
1698672825.611,-0.114,0.704,0.678
1698672825.69,-0.092,0.73,0.697
1698672825.77,-0.049,0.744,0.712
1698672825.85,-0.01,0.75,0.721
1698672825.93,0.012,0.778,0.718
1698672826.01,0.022,0.791,0.716
1698672826.09,-0.058,0.8,0.746
1698672826.17,-0.164,0.815,0.751
1698672826.25,-0.209,0.768,0.696
1698672826.33,-0.25,0.733,0.607
1698672826.41,-0.228,0.749,0.589
1698672826.49,-0.204,0.761,0.592
1698672826.57,-0.21,0.718,0.583
1698672826.65,-0.196,0.703,0.574
1698672826.731,-0.164,0.768,0.608
1698672826.81,-0.17,0.796,0.625
1698672826.892,-0.18,0.799,0.624
1698672826.97,-0.175,0.801,0.625
1698672827.05,-0.183,0.793,0.634
1698672827.132,-0.189,0.754,0.614
1698672827.21,-0.201,0.735,0.627
1698672827.29,-0.208,0.742,0.659
1698672827.37,-0.21,0.715,0.664
1698672827.449,-0.227,0.675,0.691
1698672827.529,-0.238,0.649,0.722
1698672827.61,-0.217,0.646,0.737
1698672827.689,-0.196,0.658,0.742
1698672827.769,-0.186,0.662,0.752
1698672827.85,-0.177,0.651,0.776
1698672827.929,-0.17,0.631,0.796
1698672828.009,-0.159,0.607,0.804
1698672828.09,-0.149,0.601,0.782
1698672828.169,-0.131,0.697,0.769
1698672828.249,-0.13,0.719,0.76
1698672828.33,-0.135,0.715,0.741
1698672828.409,-0.145,0.695,0.757
1698672828.49,-0.161,0.691,0.772
1698672828.57,-0.156,0.704,0.74
1698672828.649,-0.15,0.725,0.713
1698672828.729,-0.155,0.743,0.706
1698672828.81,-0.143,0.736,0.699
1698672828.889,-0.132,0.729,0.705
1698672828.97,-0.139,0.732,0.715
1698672829.05,-0.14,0.731,0.708
