ts,ppg
1698415496014.5342,21145.0
1698415496034.964,21151.0
1698415496055.394,21145.0
1698415496075.824,21152.0
1698415496096.254,21151.0
1698415496116.6836,21154.0
1698415496137.1135,21156.0
1698415496157.5437,21155.0
1698415496177.9734,21161.0
1698415496198.4033,21165.0
1698415496218.8333,21163.0
1698415496239.2632,21168.0
1698415496259.693,21168.0
1698415496280.123,21169.0
1698415496300.553,21177.0
1698415496320.983,21170.0
1698415496341.4128,21171.0
1698415496361.8428,21176.0
1698415496382.2727,21167.0
1698415496402.7026,21173.0
1698415496423.1326,21177.0
1698415496443.5625,21179.0
1698415496463.9924,21179.0
1698415496484.4224,21188.0
1698415496504.8523,21184.0
1698415496525.2822,21191.0
1698415496545.7122,21199.0
1698415496566.142,21198.0
1698415496586.572,21195.0
1698415496607.002,21202.0
1698415496627.432,21216.0
1698415496647.8618,21220.0
1698415496668.2915,21218.0
1698415496688.7217,21225.0
1698415496709.1516,21231.0
1698415496729.5815,21231.0
1698415496750.0117,21240.0
1698415496770.4414,21245.0
1698415496790.871,21249.0
1698415496811.301,21256.0
1698415496831.731,21266.0
1698415496852.161,21270.0
1698415496872.5908,21278.0
1698415496893.0208,21279.0
1698415496913.4507,21291.0
1698415496933.8806,21287.0
1698415496954.3103,21297.0
1698415496974.7405,21299.0
1698415496995.1704,21310.0
1698415497015.6003,21311.0
1698415497036.0305,21312.0
1698415497056.4602,21317.0
1698415497076.89,21326.0
1698415497097.32,21324.0
1698415497117.75,21327.0
1698415497138.18,21327.0
1698415497158.61,21333.0
1698415497179.0398,21332.0
1698415497199.4695,21332.0
1698415497219.8997,21333.0
1698415497240.3296,21338.0
1698415497260.7595,21338.0
1698415497281.1897,21335.0
1698415497301.6194,21339.0
1698415497322.0493,21335.0
1698415497342.4792,21337.0
1698415497362.9092,21336.0
1698415497383.339,21353.0
1698415497403.769,21346.0
1698415497424.199,21352.0
1698415497444.629,21355.0
1698415497465.0586,21357.0
1698415497485.4883,21359.0
1698415497505.9185,21364.0
1698415497526.3484,21368.0
1698415497546.7783,21370.0
1698415497567.2085,21379.0
1698415497587.6382,21379.0
1698415497608.068,21382.0
1698415497628.498,21387.0
1698415497648.928,21388.0
1698415497669.358,21394.0
1698415497689.7878,21396.0
1698415497710.2178,21396.0
1698415497730.6477,21408.0
1698415497751.0776,21408.0
1698415497771.5076,21411.0
1698415497791.9375,21413.0
1698415497812.3674,21412.0
1698415497832.7974,21415.0
1698415497853.2273,21422.0
1698415497873.6572,21423.0
1698415497894.0872,21433.0
1698415497914.517,21432.0
1698415497934.947,21433.0
1698415497955.377,21433.0
1698415497975.807,21434.0
1698415497996.2368,21431.0
1698415498016.6667,21433.0
1698415498037.0967,21429.0
1698415498057.5266,21425.0
1698415498077.9563,21425.0
1698415498098.3865,21423.0
1698415498118.8164,21427.0
1698415498139.246,21419.0
1698415498159.676,21426.0
1698415498180.106,21421.0
1698415498200.536,21419.0
1698415498220.9658,21425.0
1698415498241.3958,21430.0
1698415498261.8257,21433.0
1698415498282.2556,21432.0
1698415498302.6855,21433.0
1698415498323.1155,21435.0
1698415498343.5454,21436.0
1698415498363.975,21438.0
1698415498384.4053,21441.0
1698415498404.8352,21444.0
1698415498425.2651,21442.0
1698415498445.695,21443.0
1698415498466.125,21447.0
1698415498486.555,21453.0
1698415498506.9849,21450.0
1698415498527.4148,21453.0
1698415498547.8447,21451.0
1698415498568.275,21455.0
1698415498588.7046,21460.0
1698415498609.1345,21460.0
1698415498629.5645,21462.0
1698415498649.9944,21464.0
1698415498670.4243,21468.0
1698415498690.8542,21471.0
1698415498711.2842,21470.0
1698415498731.714,21468.0
1698415498752.144,21468.0
1698415498772.574,21466.0
1698415498793.004,21457.0
1698415498813.4336,21461.0
1698415498833.8635,21463.0
1698415498854.2937,21456.0
1698415498874.7234,21450.0
1698415498895.1533,21451.0
1698415498915.5833,21445.0
1698415498936.0132,21451.0
1698415498956.443,21451.0
1698415498976.873,21446.0
1698415498997.303,21441.0
1698415499017.733,21448.0
1698415499038.1628,21448.0
1698415499058.5928,21447.0
1698415499079.0227,21449.0
1698415499099.4526,21447.0
1698415499119.8826,21452.0
1698415499140.3125,21457.0
1698415499160.7424,21450.0
1698415499181.1724,21453.0
1698415499201.6023,21456.0
1698415499222.0322,21459.0
1698415499242.4622,21465.0
1698415499262.892,21461.0
1698415499283.322,21466.0
1698415499303.752,21467.0
1698415499324.182,21472.0
1698415499344.6118,21468.0
1698415499365.0415,21474.0
1698415499385.4717,21479.0
1698415499405.9016,21477.0
1698415499426.3315,21485.0
1698415499446.7617,21486.0
1698415499467.1914,21490.0
1698415499487.621,21488.0
1698415499508.051,21486.0
1698415499528.481,21490.0
1698415499548.911,21494.0
1698415499569.3408,21493.0
1698415499589.7708,21505.0
1698415499610.2007,21500.0
1698415499630.6306,21494.0
1698415499651.0603,21494.0
1698415499671.4905,21489.0
1698415499691.9204,21486.0
1698415499712.3503,21485.0
1698415499732.7805,21477.0
1698415499753.2102,21466.0
1698415499773.64,21461.0
1698415499794.07,21443.0
1698415499814.5,21443.0
1698415499834.93,21428.0
1698415499855.36,21419.0
1698415499875.7898,21409.0
1698415499896.2195,21401.0
1698415499916.6497,21389.0
1698415499937.0796,21393.0
1698415499957.5095,21374.0
1698415499977.9397,21362.0
1698415499998.3694,21365.0
1698415500018.7993,21349.0
1698415500039.2292,21336.0
1698415500059.6592,21331.0
1698415500080.089,21321.0
1698415500100.519,21307.0
1698415500120.949,21299.0
1698415500141.379,21298.0
1698415500161.8086,21308.0
1698415500182.2383,21307.0
1698415500202.6685,21306.0
1698415500223.0984,21318.0
1698415500243.5283,21325.0
1698415500263.9585,21328.0
1698415500284.3882,21343.0
1698415500304.818,21354.0
1698415500325.248,21361.0
1698415500345.678,21369.0
1698415500366.108,21372.0
1698415500386.5378,21385.0
1698415500406.9678,21391.0
1698415500427.3977,21401.0
1698415500447.8276,21409.0
1698415500468.2576,21424.0
1698415500488.6875,21427.0
1698415500509.1174,21432.0
1698415500529.5474,21439.0
1698415500549.9773,21445.0
1698415500570.4072,21434.0
1698415500590.8372,21437.0
1698415500611.267,21438.0
1698415500631.697,21437.0
1698415500652.127,21437.0
1698415500672.557,21441.0
1698415500692.9868,21440.0
1698415500713.4167,21436.0
1698415500733.8467,21437.0
1698415500754.2766,21438.0
1698415500774.7063,21440.0
1698415500795.1365,21439.0
1698415500815.5664,21426.0
1698415500835.996,21432.0
1698415500856.426,21433.0
1698415500876.856,21430.0
1698415500897.286,21429.0
1698415500917.7158,21423.0
1698415500938.1458,21429.0
1698415500958.5757,21425.0
1698415500979.0056,21421.0
1698415500999.4355,21421.0
1698415501019.8655,21423.0
1698415501040.2954,21426.0
1698415501060.725,21424.0
1698415501081.1553,21422.0
1698415501101.5852,21425.0
1698415501122.0151,21424.0
1698415501142.445,21422.0
1698415501162.875,21429.0
1698415501183.305,21424.0
1698415501203.7349,21416.0
1698415501224.1648,21416.0
1698415501244.5947,21429.0
1698415501265.025,21428.0
1698415501285.4546,21429.0
1698415501305.8845,21429.0
1698415501326.3145,21438.0
1698415501346.7444,21434.0
1698415501367.1743,21434.0
1698415501387.6042,21425.0
1698415501408.0342,21422.0
1698415501428.464,21423.0
1698415501448.894,21419.0
1698415501469.324,21412.0
1698415501489.754,21416.0
1698415501510.1836,21410.0
1698415501530.6135,21416.0
1698415501551.0437,21409.0
1698415501571.4734,21407.0
1698415501591.9033,21412.0
1698415501612.3333,21417.0
1698415501632.7632,21407.0
1698415501653.193,21412.0
1698415501673.623,21417.0
1698415501694.053,21416.0
1698415501714.483,21418.0
1698415501734.9128,21417.0
1698415501755.3428,21425.0
1698415501775.7727,21429.0
1698415501796.2026,21431.0
1698415501816.6326,21442.0
1698415501837.0625,21439.0
1698415501857.4924,21443.0
1698415501877.9224,21451.0
1698415501898.3523,21453.0
1698415501918.7822,21456.0
1698415501939.2122,21451.0
1698415501959.642,21461.0
1698415501980.072,21462.0
1698415502000.502,21463.0
1698415502020.932,21465.0
1698415502041.3618,21476.0
1698415502061.7915,21465.0
1698415502082.2217,21471.0
1698415502102.6516,21462.0
1698415502123.0815,21459.0
1698415502143.5117,21456.0
1698415502163.9414,21450.0
1698415502184.371,21445.0
1698415502204.801,21447.0
1698415502225.231,21442.0
1698415502245.661,21440.0
1698415502266.0908,21434.0
1698415502286.5208,21441.0
1698415502306.9507,21441.0
1698415502327.3806,21440.0
1698415502347.8103,21435.0
1698415502368.2405,21432.0
1698415502388.6704,21434.0
1698415502409.1003,21436.0
1698415502429.5305,21429.0
1698415502449.9602,21425.0
1698415502470.39,21419.0
1698415502490.82,21425.0
1698415502511.25,21425.0
1698415502531.68,21422.0
1698415502552.11,21426.0
1698415502572.5398,21425.0
1698415502592.9695,21424.0
1698415502613.3997,21420.0
1698415502633.8296,21415.0
1698415502654.2595,21424.0
1698415502674.6897,21421.0
1698415502695.1194,21420.0
1698415502715.5493,21421.0
1698415502735.9792,21420.0
1698415502756.4092,21414.0
1698415502776.839,21415.0
1698415502797.269,21415.0
1698415502817.699,21410.0
1698415502838.129,21401.0
1698415502858.5586,21399.0
1698415502878.9883,21383.0
1698415502899.4185,21378.0
1698415502919.8484,21371.0
1698415502940.2783,21364.0
1698415502960.7085,21366.0
1698415502981.1382,21352.0
1698415503001.568,21341.0
1698415503021.998,21340.0
1698415503042.428,21342.0
1698415503062.858,21333.0
1698415503083.2878,21326.0
1698415503103.7178,21324.0
1698415503124.1477,21314.0
1698415503144.5776,21311.0
1698415503165.0076,21299.0
1698415503185.4375,21301.0
1698415503205.8674,21293.0
1698415503226.2974,21288.0
1698415503246.7273,21291.0
1698415503267.1572,21288.0
1698415503287.5872,21289.0
1698415503308.017,21288.0
1698415503328.447,21287.0
1698415503348.877,21286.0
1698415503369.307,21290.0
1698415503389.7368,21294.0
1698415503410.1667,21295.0
1698415503430.5967,21296.0
1698415503451.0266,21298.0
1698415503471.4563,21297.0
1698415503491.8865,21293.0
1698415503512.3164,21300.0
1698415503532.746,21294.0
1698415503553.176,21298.0
1698415503573.606,21290.0
1698415503594.036,21295.0
1698415503614.4658,21280.0
1698415503634.8958,21277.0
1698415503655.3257,21278.0
1698415503675.7556,21269.0
1698415503696.1855,21266.0
1698415503716.6155,21263.0
1698415503737.0454,21255.0
1698415503757.475,21261.0
1698415503777.9053,21266.0
1698415503798.3352,21264.0
1698415503818.7651,21257.0
1698415503839.195,21265.0
1698415503859.625,21267.0
1698415503880.055,21264.0
1698415503900.4849,21261.0
1698415503920.9148,21265.0
1698415503941.3447,21267.0
1698415503961.775,21267.0
1698415503982.2046,21270.0
1698415504002.6345,21268.0
1698415504023.0645,21269.0
1698415504043.4944,21273.0
1698415504063.9243,21271.0
1698415504084.3542,21275.0
1698415504104.7842,21270.0
1698415504125.214,21269.0
1698415504145.644,21270.0
1698415504166.074,21264.0
1698415504186.504,21267.0
1698415504206.9336,21267.0
1698415504227.3635,21267.0
1698415504247.7937,21266.0
1698415504268.2234,21261.0
1698415504288.6533,21258.0
1698415504309.0833,21244.0
1698415504329.5132,21237.0
1698415504349.943,21239.0
1698415504370.373,21227.0
1698415504390.803,21222.0
1698415504411.233,21217.0
1698415504431.6628,21219.0
1698415504452.0928,21212.0
1698415504472.5227,21209.0
1698415504492.9526,21206.0
1698415504513.3826,21203.0
1698415504533.8125,21205.0
1698415504554.2424,21204.0
1698415504574.6724,21196.0
1698415504595.1023,21189.0
1698415504615.5322,21193.0
1698415504635.9622,21193.0
1698415504656.392,21194.0
1698415504676.822,21188.0
1698415504697.252,21193.0
1698415504717.682,21183.0
1698415504738.1118,21186.0
1698415504758.5415,21182.0
1698415504778.9717,21183.0
1698415504799.4016,21187.0
1698415504819.8315,21177.0
1698415504840.2617,21172.0
1698415504860.6914,21176.0
1698415504881.121,21169.0
1698415504901.551,21174.0
1698415504921.981,21170.0
1698415504942.411,21170.0
1698415504962.8408,21160.0
1698415504983.2708,21163.0
1698415505003.7007,21156.0
1698415505024.1306,21150.0
1698415505044.5603,21142.0
1698415505064.9905,21139.0
1698415505085.4204,21132.0
1698415505105.8503,21127.0
1698415505126.2805,21126.0
1698415505146.7102,21120.0
1698415505167.14,21118.0
1698415505187.57,21121.0
1698415505208.0,21119.0
1698415505228.43,21115.0
1698415505248.86,21115.0
1698415505269.2898,21112.0
1698415505289.7195,21112.0
1698415505310.1497,21111.0
1698415505330.5796,21112.0
1698415505351.0095,21114.0
1698415505371.4397,21121.0
1698415505391.8694,21113.0
1698415505412.2993,21115.0
1698415505432.7292,21115.0
1698415505453.1592,21108.0
1698415505473.589,21115.0
