timestamp,accGGx,accGGy,accGGz
1698415496.041,-0.606,0.448,-0.623
1698415496.121,-0.608,0.446,-0.619
1698415496.201,-0.61,0.454,-0.621
1698415496.281,-0.612,0.458,-0.626
1698415496.361,-0.612,0.451,-0.631
1698415496.441,-0.616,0.451,-0.632
1698415496.521,-0.612,0.454,-0.627
1698415496.601,-0.612,0.454,-0.626
1698415496.681,-0.636,0.461,-0.614
1698415496.761,-0.646,0.46,-0.609
1698415496.841,-0.619,0.451,-0.623
1698415496.921,-0.608,0.453,-0.623
1698415497.001,-0.605,0.457,-0.623
1698415497.081,-0.6,0.459,-0.626
1698415497.164,-0.598,0.464,-0.633
1698415497.241,-0.584,0.471,-0.63
1698415497.321,-0.574,0.472,-0.62
1698415497.403,-0.582,0.466,-0.62
1698415497.481,-0.591,0.463,-0.619
1698415497.564,-0.598,0.463,-0.62
1698415497.641,-0.6,0.463,-0.62
1698415497.721,-0.6,0.462,-0.619
1698415497.803,-0.586,0.47,-0.611
1698415497.881,-0.582,0.476,-0.605
1698415497.964,-0.595,0.464,-0.624
1698415498.041,-0.596,0.46,-0.622
1698415498.121,-0.6,0.461,-0.623
1698415498.202,-0.6,0.46,-0.624
1698415498.281,-0.592,0.475,-0.617
1698415498.364,-0.59,0.481,-0.612
1698415498.441,-0.597,0.464,-0.621
1698415498.521,-0.599,0.461,-0.623
1698415498.602,-0.602,0.467,-0.621
1698415498.681,-0.604,0.471,-0.623
1698415498.761,-0.602,0.475,-0.62
1698415498.841,-0.628,0.488,-0.629
1698415498.921,-0.639,0.485,-0.639
1698415499.002,-0.619,0.466,-0.637
1698415499.081,-0.613,0.465,-0.633
1698415499.161,-0.611,0.465,-0.626
1698415499.241,-0.607,0.461,-0.626
1698415499.321,-0.601,0.465,-0.625
1698415499.401,-0.597,0.467,-0.621
1698415499.481,-0.595,0.464,-0.616
1698415499.561,-0.599,0.464,-0.619
1698415499.641,-0.601,0.459,-0.626
1698415499.721,-0.6,0.451,-0.631
1698415499.801,-0.594,0.449,-0.627
1698415499.881,-0.589,0.463,-0.622
1698415499.961,-0.593,0.472,-0.618
1698415500.041,-0.6,0.469,-0.615
1698415500.121,-0.597,0.474,-0.601
1698415500.201,-0.566,0.485,-0.598
1698415500.281,-0.52,0.511,-0.626
1698415500.361,-0.51,0.556,-0.632
1698415500.441,-0.519,0.59,-0.608
1698415500.521,-0.505,0.609,-0.593
1698415500.602,-0.478,0.631,-0.59
1698415500.681,-0.449,0.667,-0.579
1698415500.761,-0.415,0.712,-0.567
1698415500.841,-0.391,0.746,-0.541
1698415500.921,-0.394,0.769,-0.487
1698415501.001,-0.389,0.826,-0.431
1698415501.08,-0.482,0.872,-0.324
1698415501.16,-0.557,0.851,-0.243
1698415501.241,-0.609,0.815,-0.18
1698415501.32,-0.679,0.768,-0.136
1698415501.4,-0.79,0.74,-0.119
1698415501.481,-0.888,0.727,-0.185
1698415501.56,-0.957,0.7,-0.17
1698415501.64,-0.963,0.616,-0.082
1698415501.721,-0.898,0.506,-0.071
1698415501.8,-0.843,0.458,-0.061
1698415501.88,-0.813,0.448,-0.06
1698415501.961,-0.8,0.455,-0.068
1698415502.04,-0.797,0.469,-0.067
1698415502.12,-0.785,0.468,-0.08
1698415502.2,-0.766,0.47,-0.115
1698415502.28,-0.772,0.475,-0.163
1698415502.36,-0.802,0.462,-0.216
1698415502.441,-0.831,0.441,-0.255
1698415502.52,-0.862,0.421,-0.291
1698415502.6,-0.805,0.389,-0.363
1698415502.68,-0.774,0.392,-0.375
1698415502.76,-0.78,0.421,-0.39
1698415502.84,-0.813,0.441,-0.409
1698415502.92,-0.869,0.451,-0.416
1698415503.0,-0.948,0.45,-0.411
1698415503.08,-0.996,0.431,-0.369
1698415503.16,-0.952,0.401,-0.305
1698415503.24,-0.895,0.379,-0.265
1698415503.32,-0.857,0.383,-0.235
1698415503.4,-0.828,0.408,-0.218
1698415503.48,-0.81,0.446,-0.209
1698415503.56,-0.801,0.482,-0.214
1698415503.64,-0.803,0.494,-0.229
1698415503.72,-0.817,0.492,-0.26
1698415503.8,-0.837,0.486,-0.309
1698415503.88,-0.877,0.481,-0.364
1698415503.962,-0.891,0.473,-0.405
1698415504.04,-0.933,0.462,-0.42
1698415504.123,-0.944,0.431,-0.391
1698415504.2,-0.834,0.347,-0.286
1698415504.28,-0.821,0.353,-0.283
1698415504.362,-0.803,0.35,-0.293
1698415504.44,-0.797,0.357,-0.312
1698415504.522,-0.801,0.374,-0.335
1698415504.6,-0.799,0.393,-0.367
1698415504.68,-0.804,0.41,-0.39
1698415504.761,-0.843,0.432,-0.394
1698415504.84,-0.9,0.461,-0.398
1698415504.922,-0.988,0.487,-0.406
1698415505.0,-0.98,0.484,-0.367
1698415505.08,-0.93,0.456,-0.307
1698415505.161,-0.959,0.428,-0.252
1698415505.24,-0.941,0.421,-0.196
1698415505.32,-0.884,0.417,-0.182
1698415505.4,-0.822,0.397,-0.204
1698415505.48,-0.768,0.395,-0.25
1698415505.561,-0.758,0.424,-0.305
1698415505.64,-0.778,0.455,-0.359
1698415505.72,-0.944,0.496,-0.429
1698415505.8,-0.972,0.499,-0.414
1698415505.88,-0.932,0.461,-0.381
1698415505.96,-0.854,0.411,-0.339
1698415506.04,-0.812,0.386,-0.323
1698415506.12,-0.772,0.367,-0.328
1698415506.2,-0.801,0.346,-0.337
1698415506.28,-0.843,0.346,-0.346
1698415506.36,-0.823,0.351,-0.357
1698415506.44,-0.807,0.359,-0.374
1698415506.52,-0.809,0.382,-0.386
1698415506.6,-0.755,0.413,-0.39
1698415506.68,-0.749,0.446,-0.391
1698415506.76,-0.837,0.467,-0.399
1698415506.84,-0.968,0.466,-0.399
1698415506.92,-0.988,0.438,-0.363
1698415507.0,-0.912,0.395,-0.308
1698415507.079,-0.916,0.346,-0.269
1698415507.159,-0.916,0.321,-0.259
1698415507.24,-0.85,0.334,-0.26
1698415507.319,-0.856,0.379,-0.271
1698415507.399,-0.859,0.433,-0.286
1698415507.48,-0.879,0.466,-0.304
1698415507.559,-0.895,0.479,-0.314
1698415507.639,-0.89,0.469,-0.33
1698415507.72,-0.903,0.462,-0.339
1698415507.799,-0.913,0.461,-0.341
1698415507.879,-0.876,0.43,-0.358
1698415507.96,-0.857,0.378,-0.364
1698415508.039,-0.881,0.344,-0.355
1698415508.119,-0.897,0.327,-0.34
1698415508.2,-0.893,0.262,-0.372
1698415508.279,-0.853,0.219,-0.393
1698415508.359,-0.847,0.253,-0.362
1698415508.44,-0.878,0.305,-0.345
1698415508.519,-0.889,0.347,-0.334
1698415508.599,-0.887,0.379,-0.329
1698415508.679,-0.86,0.406,-0.325
1698415508.759,-0.865,0.44,-0.269
1698415508.839,-0.897,0.438,-0.331
1698415508.919,-0.876,0.415,-0.35
1698415508.999,-0.883,0.39,-0.355
1698415509.079,-0.907,0.379,-0.342
1698415509.159,-0.906,0.373,-0.308
1698415509.239,-0.92,0.333,-0.264
1698415509.319,-0.927,0.333,-0.227
1698415509.399,-0.901,0.398,-0.214
1698415509.479,-0.894,0.44,-0.22
1698415509.559,-0.88,0.46,-0.24
1698415509.639,-0.873,0.467,-0.264
1698415509.719,-0.896,0.46,-0.275
1698415509.799,-0.839,0.463,-0.35
1698415509.879,-0.809,0.445,-0.405
1698415509.959,-0.847,0.401,-0.395
1698415510.039,-0.825,0.362,-0.396
1698415510.12,-0.814,0.333,-0.392
1698415510.199,-0.823,0.333,-0.397
1698415510.279,-0.814,0.338,-0.393
1698415510.359,-0.792,0.366,-0.408
1698415510.439,-0.78,0.378,-0.421
1698415510.521,-0.793,0.389,-0.437
1698415510.599,-0.815,0.406,-0.438
1698415510.679,-0.851,0.418,-0.44
1698415510.759,-0.887,0.423,-0.424
1698415510.839,-0.919,0.411,-0.4
1698415510.921,-0.925,0.391,-0.371
1698415510.999,-0.888,0.383,-0.328
1698415511.082,-0.856,0.396,-0.286
1698415511.159,-0.831,0.426,-0.261
1698415511.239,-0.832,0.447,-0.265
1698415511.321,-0.832,0.455,-0.291
