timestamp,magnRawx,magnRawy,magnRawz
1698415496.044,-137,443,622
1698415496.124,-137,440,632
1698415496.204,-134,457,635
1698415496.284,-126,454,621
1698415496.366,-138,447,616
1698415496.444,-133,450,624
1698415496.524,-132,438,623
1698415496.604,-120,443,625
1698415496.684,-125,447,639
1698415496.768,-133,454,635
1698415496.844,-126,443,633
1698415496.924,-132,449,625
1698415497.004,-128,454,623
1698415497.084,-139,450,627
1698415497.167,-132,450,626
1698415497.244,-146,455,619
1698415497.324,-133,449,632
1698415497.406,-133,456,624
1698415497.484,-126,446,621
1698415497.566,-130,445,629
1698415497.644,-122,448,625
1698415497.724,-128,453,628
1698415497.805,-138,445,625
1698415497.884,-132,461,622
1698415497.966,-127,446,622
1698415498.044,-139,455,627
1698415498.124,-134,451,635
1698415498.205,-131,440,628
1698415498.284,-135,450,625
1698415498.366,-138,451,621
1698415498.444,-145,450,627
1698415498.524,-139,465,625
1698415498.605,-128,449,631
1698415498.684,-135,463,629
1698415498.764,-126,456,623
1698415498.844,-140,458,637
1698415498.924,-138,448,629
1698415499.004,-140,447,627
1698415499.084,-127,440,624
1698415499.164,-134,446,628
1698415499.243,-134,455,629
1698415499.324,-125,453,628
1698415499.404,-146,444,632
1698415499.483,-128,453,621
1698415499.564,-123,454,616
1698415499.643,-140,448,629
1698415499.723,-139,438,621
1698415499.804,-137,449,630
1698415499.883,-126,447,624
1698415499.963,-137,461,624
1698415500.044,-142,459,628
1698415500.123,-139,455,629
1698415500.203,-151,460,618
1698415500.283,-168,458,615
1698415500.363,-178,469,609
1698415500.443,-177,461,627
1698415500.524,-198,471,613
1698415500.604,-192,477,601
1698415500.683,-212,477,594
1698415500.764,-222,478,593
1698415500.843,-222,488,592
1698415500.923,-228,493,589
1698415501.003,-210,494,575
1698415501.083,-198,509,578
1698415501.163,-174,503,565
1698415501.243,-172,509,562
1698415501.323,-132,504,551
1698415501.403,-102,501,559
1698415501.483,-70,494,544
1698415501.563,-47,484,551
1698415501.643,-45,493,533
1698415501.726,-28,478,536
1698415501.803,-33,482,528
1698415501.883,-37,492,530
1698415501.963,-30,483,540
1698415502.043,-23,474,535
1698415502.125,-14,474,537
1698415502.203,-4,489,541
1698415502.283,-14,475,533
1698415502.363,9,471,539
1698415502.443,-3,468,533
1698415502.526,9,465,532
1698415502.603,9,468,541
1698415502.683,35,456,529
1698415502.763,34,447,529
1698415502.843,54,439,515
1698415502.926,71,435,532
1698415503.003,55,426,521
1698415503.083,50,427,525
1698415503.163,38,437,532
1698415503.243,1,456,534
1698415503.325,-13,479,538
1698415503.403,-27,464,544
1698415503.483,-33,477,547
1698415503.563,-33,473,547
1698415503.643,-36,483,554
1698415503.725,-39,471,553
1698415503.803,-30,467,553
1698415503.883,-23,470,561
1698415503.965,-15,464,557
1698415504.043,-2,458,563
1698415504.126,4,446,552
1698415504.203,-7,464,561
1698415504.283,-13,463,547
1698415504.365,-5,469,533
1698415504.443,-2,455,542
1698415504.525,0,456,534
1698415504.603,19,441,535
1698415504.683,40,435,526
1698415504.764,51,419,535
1698415504.843,55,424,522
1698415504.925,55,412,533
1698415505.003,48,414,542
1698415505.083,25,431,538
1698415505.164,-3,451,546
1698415505.242,-21,469,551
1698415505.323,-52,476,551
1698415505.402,-62,467,562
1698415505.482,-69,477,572
1698415505.563,-47,482,561
1698415505.642,-28,460,552
1698415505.722,-1,453,559
1698415505.803,12,442,560
1698415505.882,30,429,553
1698415505.963,37,437,554
1698415506.043,23,430,549
1698415506.122,7,438,556
1698415506.202,0,445,554
1698415506.283,0,450,549
1698415506.362,-4,457,561
1698415506.442,10,448,549
1698415506.523,13,438,550
1698415506.602,12,434,551
1698415506.682,17,441,547
1698415506.762,23,437,551
1698415506.842,21,434,559
1698415506.922,3,440,553
1698415507.002,-23,451,558
1698415507.082,-24,447,559
1698415507.162,-50,460,557
1698415507.242,-37,464,556
1698415507.322,-19,459,544
1698415507.402,8,456,542
1698415507.482,14,429,543
1698415507.562,29,428,544
1698415507.642,37,409,541
1698415507.723,39,414,534
1698415507.802,37,418,538
1698415507.882,48,415,525
1698415507.962,36,419,516
1698415508.042,27,420,531
1698415508.122,14,416,535
1698415508.202,5,431,534
1698415508.285,22,432,531
1698415508.362,37,421,522
1698415508.442,58,398,525
1698415508.522,81,379,515
1698415508.602,78,370,513
1698415508.685,103,331,515
1698415508.762,99,328,509
1698415508.842,97,322,516
1698415508.922,106,311,491
1698415509.002,105,317,505
1698415509.084,105,321,495
1698415509.162,94,321,501
1698415509.242,107,334,500
1698415509.322,103,322,509
1698415509.402,103,312,512
1698415509.484,106,295,523
1698415509.562,109,275,530
1698415509.642,129,264,519
1698415509.722,128,252,521
1698415509.802,117,228,536
1698415509.884,121,208,537
1698415509.962,121,217,551
1698415510.042,109,212,556
1698415510.122,115,200,563
1698415510.202,106,204,566
1698415510.284,90,196,585
1698415510.362,84,194,584
1698415510.442,82,185,584
1698415510.524,81,181,583
1698415510.602,78,174,590
1698415510.684,74,171,592
1698415510.762,76,182,592
1698415510.842,80,180,596
1698415510.923,82,176,599
1698415511.002,75,201,595
1698415511.084,79,196,599
1698415511.161,79,214,607
1698415511.241,77,214,599
1698415511.324,82,214,602
1698415511.401,79,208,609
1698415511.484,79,221,590
1698415511.562,85,211,608
1698415511.641,88,212,606
1698415511.723,76,208,599
1698415511.802,87,192,596
1698415511.884,79,194,605
1698415511.961,79,214,601
1698415512.042,68,212,607
1698415512.122,63,216,610
1698415512.201,71,214,616
1698415512.282,64,209,616
1698415512.361,65,188,610
1698415512.441,75,185,608
