msFromStart,abs,alpha,beta,gamma
1698415496020.0,False,59.300000000000004,85.30000000000001,30.5
1698415496039.0,False,59.1,85.30000000000001,30.700000000000003
1698415496053.0,False,59.2,85.30000000000001,30.6
1698415496070.0,False,59.1,85.30000000000001,30.700000000000003
1698415496086.0,False,59.0,85.30000000000001,30.8
1698415496119.0,False,59.1,85.30000000000001,30.700000000000003
1698415496136.0,False,59.2,85.30000000000001,30.6
1698415496153.0,False,59.300000000000004,85.30000000000001,30.6
1698415496170.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415496186.0,False,59.300000000000004,85.30000000000001,30.5
1698415496220.0,False,59.2,85.30000000000001,30.6
1698415496253.0,False,59.300000000000004,85.30000000000001,30.5
1698415496286.0,False,59.2,85.30000000000001,30.6
1698415496303.0,False,59.1,85.30000000000001,30.700000000000003
1698415496320.0,False,59.2,85.30000000000001,30.700000000000003
1698415496336.0,False,59.2,85.30000000000001,30.6
1698415496353.0,False,59.300000000000004,85.30000000000001,30.5
1698415496403.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415496453.0,False,59.5,85.30000000000001,30.3
1698415496469.0,False,59.6,85.30000000000001,30.200000000000003
1698415496503.0,False,59.5,85.30000000000001,30.3
1698415496519.0,False,59.6,85.30000000000001,30.3
1698415496553.0,False,59.7,85.30000000000001,30.200000000000003
1698415496570.0,False,59.6,85.30000000000001,30.200000000000003
1698415496686.0,False,59.5,85.30000000000001,30.3
1698415496736.0,False,59.6,85.30000000000001,30.3
1698415496786.0,False,59.5,85.30000000000001,30.3
1698415496819.0,False,59.6,85.30000000000001,30.200000000000003
1698415496836.0,False,59.7,85.30000000000001,30.1
1698415496903.0,False,59.800000000000004,85.30000000000001,30.0
1698415496953.0,False,59.7,85.30000000000001,30.1
1698415496970.0,False,59.6,85.30000000000001,30.200000000000003
1698415496986.0,False,59.5,85.30000000000001,30.3
1698415497019.0,False,59.6,85.30000000000001,30.200000000000003
1698415497036.0,False,59.7,85.30000000000001,30.1
1698415497086.0,False,59.800000000000004,85.30000000000001,30.1
1698415497103.0,False,59.800000000000004,85.2,30.0
1698415497119.0,False,59.7,85.2,30.1
1698415497137.0,False,59.6,85.2,30.200000000000003
1698415497169.0,False,59.5,85.2,30.3
1698415497186.0,False,59.400000000000006,85.2,30.400000000000002
1698415497236.0,False,59.300000000000004,85.2,30.5
1698415497287.0,False,59.300000000000004,85.2,30.6
1698415497303.0,False,59.300000000000004,85.2,30.5
1698415497337.0,False,59.300000000000004,85.30000000000001,30.5
1698415497370.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415497403.0,False,59.5,85.30000000000001,30.3
1698415497502.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415497537.0,False,59.5,85.30000000000001,30.3
1698415497570.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415497586.0,False,59.5,85.30000000000001,30.3
1698415497619.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415497635.0,False,59.300000000000004,85.30000000000001,30.5
1698415497669.0,False,59.400000000000006,85.30000000000001,30.5
1698415497719.0,False,59.300000000000004,85.30000000000001,30.5
1698415497754.0,False,59.5,85.30000000000001,30.400000000000002
1698415497786.0,False,59.400000000000006,85.2,30.400000000000002
1698415497820.0,False,59.5,85.2,30.3
1698415497853.0,False,59.5,85.2,30.400000000000002
1698415497903.0,False,59.5,85.2,30.3
1698415497920.0,False,59.6,85.2,30.200000000000003
1698415497953.0,False,59.800000000000004,85.2,30.0
1698415498003.0,False,59.7,85.2,30.1
1698415498019.0,False,59.6,85.2,30.200000000000003
1698415498086.0,False,59.5,85.2,30.3
1698415498103.0,False,59.400000000000006,85.2,30.400000000000002
1698415498120.0,False,59.300000000000004,85.30000000000001,30.5
1698415498136.0,False,59.2,85.30000000000001,30.6
1698415498152.0,False,59.1,85.30000000000001,30.700000000000003
1698415498169.0,False,59.0,85.30000000000001,30.8
1698415498203.0,False,59.1,85.30000000000001,30.700000000000003
1698415498220.0,False,59.0,85.30000000000001,30.8
1698415498237.0,False,59.1,85.30000000000001,30.700000000000003
1698415498253.0,False,59.2,85.30000000000001,30.6
1698415498269.0,False,59.400000000000006,85.30000000000001,30.400000000000002
1698415498286.0,False,59.5,85.30000000000001,30.3
1698415498303.0,False,59.6,85.30000000000001,30.200000000000003
1698415498319.0,False,59.7,85.30000000000001,30.1
1698415498335.0,False,59.800000000000004,85.30000000000001,30.0
1698415498352.0,False,60.0,85.2,29.8
1698415498369.0,False,60.1,85.2,29.700000000000003
1698415498403.0,False,60.2,85.2,29.6
1698415498453.0,False,60.1,85.2,29.700000000000003
1698415498470.0,False,60.0,85.2,29.8
1698415498503.0,False,59.900000000000006,85.2,29.900000000000002
1698415498536.0,False,59.6,85.2,30.200000000000003
1698415498586.0,False,59.7,85.10000000000001,30.1
1698415498603.0,False,59.800000000000004,85.10000000000001,30.0
1698415498636.0,False,59.900000000000006,85.10000000000001,29.900000000000002
1698415498686.0,False,59.7,85.10000000000001,30.1
1698415498702.0,False,59.6,85.10000000000001,30.200000000000003
1698415498769.0,False,59.5,85.2,30.3
1698415498803.0,False,59.6,85.2,30.200000000000003
1698415498853.0,False,59.5,85.2,30.3
1698415498920.0,False,59.6,85.2,30.200000000000003
1698415498986.0,False,59.7,85.2,30.1
1698415499019.0,False,59.800000000000004,85.2,30.0
1698415499036.0,False,59.900000000000006,85.2,29.900000000000002
1698415499086.0,False,60.0,85.30000000000001,29.8
1698415499120.0,False,60.1,85.30000000000001,29.700000000000003
1698415499186.0,False,60.0,85.30000000000001,29.900000000000002
1698415499261.0,False,60.800000000000004,85.2,29.0
1698415499269.0,False,61.0,85.30000000000001,28.8
1698415499286.0,False,61.2,85.30000000000001,28.6
1698415499319.0,False,61.400000000000006,85.2,28.400000000000002
1698415499353.0,False,61.300000000000004,85.2,28.5
1698415499369.0,False,61.2,85.2,28.6
1698415499386.0,False,61.1,85.2,28.700000000000003
1698415499403.0,False,61.2,85.2,28.700000000000003
1698415499420.0,False,61.1,85.2,28.700000000000003
1698415499437.0,False,61.0,85.2,28.8
1698415499487.0,False,61.1,85.2,28.700000000000003
1698415499503.0,False,61.2,85.2,28.700000000000003
1698415499522.0,False,61.2,85.2,28.6
1698415499537.0,False,61.300000000000004,85.2,28.5
1698415499553.0,False,61.400000000000006,85.2,28.400000000000002
1698415499569.0,False,61.5,85.2,28.3
1698415499586.0,False,61.7,85.2,28.1
1698415499603.0,False,61.800000000000004,85.2,28.0
1698415499620.0,False,62.0,85.2,27.8
1698415499637.0,False,62.1,85.2,27.700000000000003
1698415499670.0,False,62.2,85.2,27.700000000000003
1698415499686.0,False,62.1,85.2,27.700000000000003
1698415499737.0,False,62.2,85.2,27.700000000000003
1698415499752.0,False,62.0,85.2,27.8
1698415499769.0,False,61.900000000000006,85.2,27.900000000000002
1698415499821.0,False,61.800000000000004,85.2,28.0
1698415499837.0,False,61.7,85.2,28.1
1698415499853.0,False,61.6,85.2,28.200000000000003
1698415499952.0,False,61.5,85.2,28.3
1698415499969.0,False,61.6,85.2,28.200000000000003
1698415500003.0,False,61.7,85.2,28.1
1698415500019.0,False,62.0,85.2,27.900000000000002
1698415500035.0,False,62.0,85.2,27.8
1698415500052.0,False,62.1,85.2,27.700000000000003
1698415500069.0,False,62.2,85.10000000000001,27.6
1698415500136.0,False,62.2,85.10000000000001,27.700000000000003
1698415500153.0,False,62.1,85.10000000000001,27.700000000000003
1698415500170.0,False,62.0,85.10000000000001,27.8
1698415500187.0,False,61.900000000000006,85.0,27.900000000000002
1698415500205.0,False,62.0,85.0,27.8
1698415500220.0,False,62.2,85.0,27.700000000000003
1698415500237.0,False,62.2,85.0,27.6
1698415500269.0,False,62.300000000000004,85.0,27.5
1698415500302.0,False,62.5,85.0,27.3
1698415500320.0,False,62.6,85.0,27.200000000000003
1698415500336.0,False,62.7,85.0,27.200000000000003
1698415500353.0,False,62.6,85.0,27.200000000000003
1698415500404.0,False,62.7,85.0,27.1
1698415500420.0,False,62.900000000000006,85.0,26.900000000000002
1698415500453.0,False,62.800000000000004,85.0,27.0
1698415500470.0,False,62.7,85.0,27.1
1698415500503.0,False,62.6,85.0,27.3
1698415500520.0,False,62.5,85.0,27.400000000000002
1698415500554.0,False,62.2,85.0,27.6
1698415500570.0,False,62.1,85.0,27.700000000000003
1698415500603.0,False,62.0,85.0,27.8
1698415500637.0,False,62.1,85.0,27.8
1698415500653.0,False,62.0,85.0,27.8
1698415500669.0,False,62.0,85.10000000000001,27.8
1698415500703.0,False,62.1,85.10000000000001,27.700000000000003
1698415500720.0,False,62.2,85.10000000000001,27.700000000000003
1698415500737.0,False,62.2,85.10000000000001,27.6
1698415500754.0,False,62.300000000000004,85.10000000000001,27.5
1698415500769.0,False,62.400000000000006,85.10000000000001,27.400000000000002
1698415500787.0,False,62.5,85.10000000000001,27.3
1698415500819.0,False,62.7,85.10000000000001,27.1
1698415500836.0,False,62.800000000000004,85.10000000000001,27.0
1698415500853.0,False,62.900000000000006,85.10000000000001,26.900000000000002
1698415500869.0,False,63.1,85.10000000000001,26.8
1698415500886.0,False,63.2,85.10000000000001,26.6
1698415500903.0,False,63.400000000000006,85.10000000000001,26.400000000000002
1698415500919.0,False,63.5,85.10000000000001,26.3
1698415500937.0,False,63.6,85.0,26.3
1698415500986.0,False,63.7,85.0,26.200000000000003
1698415501020.0,False,63.6,85.0,26.200000000000003
1698415501070.0,False,63.800000000000004,85.0,26.1
1698415501086.0,False,63.800000000000004,85.0,26.0
1698415501103.0,False,63.800000000000004,85.0,26.1
1698415501120.0,False,63.800000000000004,85.0,26.0
1698415501137.0,False,64.0,85.0,25.900000000000002
1698415501169.0,False,63.800000000000004,85.0,26.0
1698415501202.0,False,63.7,85.0,26.1
1698415501219.0,False,63.5,85.0,26.3
1698415501239.0,False,63.300000000000004,85.0,26.6
1698415501252.0,False,63.2,85.0,26.6
1698415501269.0,False,63.400000000000006,85.0,26.5
1698415501321.0,False,63.5,85.0,26.3
1698415501337.0,False,63.5,85.10000000000001,26.3
1698415501353.0,False,63.400000000000006,85.10000000000001,26.400000000000002
1698415501369.0,False,63.300000000000004,85.10000000000001,26.5
1698415501385.0,False,63.2,85.10000000000001,26.6
1698415501422.0,False,63.0,85.10000000000001,26.8
1698415501436.0,False,62.900000000000006,85.10000000000001,26.900000000000002
1698415501520.0,False,63.0,85.2,26.8
1698415501585.0,False,63.0,85.30000000000001,26.8
1698415501619.0,False,62.800000000000004,85.30000000000001,26.900000000000002
1698415501636.0,False,62.7,85.30000000000001,27.0
1698415501669.0,False,62.6,85.30000000000001,27.1
1698415501686.0,False,62.6,85.4,27.0
1698415501719.0,False,62.6,85.4,27.1
1698415501770.0,False,62.5,85.5,27.1
1698415501785.0,False,62.5,85.5,27.200000000000003
1698415501820.0,False,62.300000000000004,85.60000000000001,27.400000000000002
1698415501852.0,False,62.2,85.60000000000001,27.5
1698415501869.0,False,62.0,85.60000000000001,27.6
1698415501886.0,False,61.800000000000004,85.60000000000001,27.8
1698415501902.0,False,61.5,85.7,28.1
1698415501919.0,False,61.300000000000004,85.7,28.3
1698415501936.0,False,61.1,85.7,28.400000000000002
1698415501952.0,False,61.1,85.80000000000001,28.5
1698415501969.0,False,60.900000000000006,85.80000000000001,28.700000000000003
1698415501986.0,False,60.6,85.9,28.900000000000002
1698415502020.0,False,60.300000000000004,86.0,29.200000000000003
1698415502036.0,False,60.0,86.0,29.5
1698415502053.0,False,59.800000000000004,86.10000000000001,29.6
1698415502070.0,False,59.6,86.10000000000001,29.8
1698415502086.0,False,59.2,86.2,30.200000000000003
1698415502103.0,False,59.0,86.2,30.400000000000002
1698415502121.0,False,58.7,86.30000000000001,30.700000000000003
1698415502138.0,False,58.400000000000006,86.30000000000001,31.0
1698415502152.0,False,58.1,86.4,31.3
1698415502169.0,False,57.900000000000006,86.4,31.400000000000002
1698415502186.0,False,57.6,86.5,31.8
1698415502203.0,False,57.1,86.5,32.2
1698415502220.0,False,57.0,86.5,32.4
1698415502237.0,False,56.900000000000006,86.5,32.5
1698415502252.0,False,56.800000000000004,86.60000000000001,32.6
1698415502270.0,False,56.7,86.60000000000001,32.7
1698415502286.0,False,56.400000000000006,86.60000000000001,33.0
1698415502303.0,False,56.2,86.60000000000001,33.2
1698415502353.0,False,56.400000000000006,86.60000000000001,33.0
1698415502371.0,False,56.5,86.60000000000001,32.9
1698415502386.0,False,56.7,86.60000000000001,32.7
1698415502403.0,False,57.0,86.5,32.4
1698415502420.0,False,57.2,86.5,32.2
1698415502436.0,False,57.400000000000006,86.5,32.0
1698415502453.0,False,58.0,86.4,31.400000000000002
1698415502470.0,False,58.6,86.4,30.700000000000003
1698415502486.0,False,59.0,86.30000000000001,30.3
1698415502503.0,False,59.900000000000006,86.2,29.400000000000002
1698415502519.0,False,60.400000000000006,86.10000000000001,28.900000000000002
1698415502536.0,False,61.7,85.9,27.6
1698415502553.0,False,63.400000000000006,85.7,25.900000000000002
1698415502570.0,False,65.2,85.5,24.0
1698415502587.0,False,66.10000000000001,85.30000000000001,23.200000000000003
1698415502603.0,False,67.5,85.0,21.8
1698415502619.0,False,67.9,84.9,21.5
1698415502638.0,False,68.7,84.80000000000001,20.700000000000003
1698415502653.0,False,69.9,84.5,19.5
1698415502669.0,False,71.0,84.30000000000001,18.400000000000002
1698415502686.0,False,71.5,84.10000000000001,18.0
1698415502703.0,False,72.7,83.80000000000001,16.900000000000002
1698415502720.0,False,73.8,83.4,15.700000000000001
1698415502736.0,False,74.4,83.2,15.200000000000001
1698415502753.0,False,75.3,82.80000000000001,14.3
1698415502769.0,False,76.2,82.30000000000001,13.4
1698415502786.0,False,76.7,82.10000000000001,13.0
