timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698744356.714,False,0,0,0,5518
1698744358.198,False,0,0,0,5518
1698744358.691,False,0,0,0,5518
1698744359.683,False,0,0,0,5518
1698744361.662,False,0,0,0,5518
1698744363.149,False,0,0,0,5518
1698744364.136,False,0,0,0,5518
1698744365.127,False,0,0,0,5518
1698744366.617,False,0,0,0,5518
1698744367.114,False,0,0,0,5518
1698744368.103,False,0,0,0,5518
1698744369.096,False,0,8,0,5518
1698744370.082,False,0,19,0,5518
1698744371.075,False,0,19,0,5518
1698744372.557,False,0,0,0,5518
1698744373.056,False,0,0,0,5518
1698744374.044,False,0,0,0,5518
1698744375.023,False,0,0,0,5518
1698744376.516,False,0,0,0,5518
1698744377.004,False,0,0,0,5518
1698744378.491,False,0,0,0,5518
1698744378.986,False,0,0,0,5518
1698744380.47,False,0,0,0,5518
1698744381.961,False,0,0,0,5518
