isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance,msFromStart
False,0.0,0,0,3823,1698672747373.0
False,0.0,0,0,3823,1698672748361.0
False,0.0,0,0,3823,1698672749845.0
False,0.0,0,0,3823,1698672750341.0
False,0.0,0,0,3823,1698672751334.0
False,0.0,0,0,3823,1698672752322.0
False,0.0,0,0,3823,1698672753316.0
False,0.0,0,0,3823,1698672754800.0
False,0.0,0,0,3823,1698672755293.0
False,0.0,0,0,3823,1698672756282.0
False,0.4140625,0,183,3845,1698672757272.0
False,0.4140625,0,183,3845,1698672758262.0
False,0.0,0,0,3845,1698672759252.0
False,0.44140625,0,183,3862,1698672760250.0
False,0.44140625,0,183,3862,1698672761238.0
False,0.0,0,0,3862,1698672762229.0
False,0.0,0,0,3862,1698672763221.0
False,0.0,0,0,3862,1698672764211.0
False,0.0,0,0,3862,1698672765197.0
False,0.0,0,0,3862,1698672766193.0
False,0.0,0,0,3862,1698672767177.0
False,0.0,0,0,3862,1698672768160.0
False,0.0,0,0,3862,1698672769151.0
False,0.0,0,0,3862,1698672770144.0
False,0.0,0,0,3862,1698672771136.0
False,0.0,0,0,3862,1698672772619.0
False,0.0,0,0,3862,1698672773610.0
