timestamp,accGGx,accGGy,accGGz
1698672747.05,0.446,0.459,0.77
1698672747.132,0.447,0.442,0.763
1698672747.21,0.46,0.446,0.759
1698672747.29,0.477,0.425,0.717
1698672747.37,0.467,0.416,0.698
1698672747.45,0.46,0.43,0.73
1698672747.53,0.464,0.417,0.756
1698672747.61,0.462,0.428,0.79
1698672747.69,0.444,0.449,0.782
1698672747.771,0.384,0.474,0.796
1698672747.85,0.376,0.484,0.814
1698672747.93,0.385,0.481,0.83
1698672748.01,0.388,0.478,0.837
1698672748.09,0.366,0.481,0.842
1698672748.17,0.343,0.483,0.843
1698672748.25,0.332,0.479,0.837
1698672748.33,0.33,0.477,0.85
1698672748.41,0.341,0.479,0.863
1698672748.49,0.346,0.473,0.865
1698672748.57,0.346,0.365,0.854
1698672748.65,0.346,0.308,0.84
1698672748.73,0.343,0.385,0.838
1698672748.81,0.338,0.424,0.839
1698672748.89,0.336,0.443,0.844
1698672748.97,0.337,0.458,0.845
1698672749.049,0.344,0.455,0.843
1698672749.13,0.347,0.452,0.844
1698672749.211,0.349,0.451,0.85
1698672749.289,0.354,0.444,0.849
1698672749.372,0.353,0.439,0.84
1698672749.449,0.355,0.446,0.838
1698672749.529,0.355,0.451,0.836
1698672749.61,0.35,0.451,0.828
1698672749.689,0.352,0.451,0.823
1698672749.769,0.351,0.447,0.833
1698672749.85,0.349,0.446,0.839
1698672749.929,0.356,0.444,0.852
1698672750.009,0.367,0.439,0.856
1698672750.09,0.369,0.443,0.835
1698672750.169,0.375,0.453,0.821
1698672750.249,0.402,0.456,0.812
1698672750.329,0.438,0.442,0.795
1698672750.409,0.511,0.439,0.718
1698672750.489,0.553,0.453,0.673
1698672750.57,0.542,0.462,0.732
1698672750.649,0.528,0.48,0.789
1698672750.729,0.429,0.514,0.905
1698672750.81,0.261,0.547,1.061
1698672750.889,0.145,0.578,1.139
1698672750.969,0.131,0.59,1.136
1698672751.049,0.148,0.597,1.104
1698672751.129,0.134,0.577,1.054
1698672751.209,0.124,0.506,0.915
1698672751.289,0.129,0.443,0.736
1698672751.369,0.141,0.399,0.615
1698672751.45,0.215,0.425,0.692
1698672751.529,0.187,0.461,0.762
1698672751.612,0.183,0.474,0.786
1698672751.689,0.222,0.47,0.791
1698672751.769,0.272,0.475,0.813
1698672751.851,0.315,0.483,0.818
1698672751.929,0.332,0.483,0.819
1698672752.009,0.355,0.477,0.838
