msFromStart,abs,alpha,beta,gamma
1698745693024.0,False,82.5,65.3,10.200000000000001
1698745693040.0,False,82.60000000000001,65.3,10.200000000000001
1698745693074.0,False,82.7,65.4,10.3
1698745693107.0,False,82.80000000000001,65.5,10.3
1698745693124.0,False,83.0,65.60000000000001,10.3
1698745693140.0,False,83.10000000000001,65.7,10.3
1698745693190.0,False,83.2,65.9,10.5
1698745693207.0,False,83.30000000000001,65.9,10.600000000000001
1698745693257.0,False,83.4,66.10000000000001,10.700000000000001
1698745693291.0,False,83.30000000000001,66.2,10.9
1698745693307.0,False,83.2,66.2,10.9
1698745693357.0,False,83.0,66.4,11.100000000000001
1698745693407.0,False,82.80000000000001,66.5,11.0
1698745693440.0,False,82.9,66.5,10.8
1698745693458.0,False,83.0,66.5,10.5
1698745693474.0,False,83.0,66.5,10.3
1698745693491.0,False,83.10000000000001,66.60000000000001,10.200000000000001
1698745693524.0,False,83.10000000000001,66.7,10.0
1698745693557.0,False,83.2,66.8,9.8
1698745693574.0,False,83.2,66.9,9.700000000000001
1698745693608.0,False,83.2,67.0,9.5
1698745693640.0,False,83.2,67.10000000000001,9.3
1698745693674.0,False,83.30000000000001,67.10000000000001,9.200000000000001
1698745693691.0,False,83.30000000000001,67.10000000000001,9.0
1698745693740.0,False,83.4,67.10000000000001,8.8
1698745693758.0,False,83.5,67.0,8.8
1698745693808.0,False,83.5,66.8,8.8
1698745693840.0,False,83.60000000000001,66.60000000000001,8.9
1698745693874.0,False,83.7,66.5,9.0
1698745693909.0,False,83.80000000000001,66.3,9.1
1698745693924.0,False,83.80000000000001,66.2,9.200000000000001
1698745693957.0,False,83.80000000000001,66.10000000000001,9.4
1698745693974.0,False,83.80000000000001,66.0,9.5
1698745693990.0,False,83.80000000000001,65.9,9.600000000000001
1698745694024.0,False,83.80000000000001,65.8,9.8
1698745694040.0,False,83.7,65.8,9.8
1698745694057.0,False,83.80000000000001,65.7,9.8
1698745694124.0,False,83.7,65.5,9.9
1698745694157.0,False,83.80000000000001,65.4,9.700000000000001
1698745694174.0,False,83.9,65.3,9.600000000000001
1698745694224.0,False,83.80000000000001,65.10000000000001,9.600000000000001
1698745694240.0,False,83.7,65.0,9.700000000000001
1698745694290.0,False,83.7,64.8,9.700000000000001
1698745694340.0,False,83.7,64.60000000000001,9.8
1698745694357.0,False,83.80000000000001,64.60000000000001,9.700000000000001
1698745694373.0,False,83.9,64.60000000000001,9.5
1698745694408.0,False,83.9,64.60000000000001,9.600000000000001
1698745694440.0,False,83.9,64.5,9.600000000000001
1698745694507.0,False,83.80000000000001,64.5,9.8
1698745694524.0,False,83.7,64.4,9.8
1698745694557.0,False,83.60000000000001,64.4,10.0
1698745694574.0,False,83.5,64.4,10.100000000000001
1698745694607.0,False,83.2,64.5,10.3
1698745694624.0,False,83.10000000000001,64.5,10.5
1698745694640.0,False,83.0,64.5,10.5
1698745694657.0,False,82.7,64.4,10.600000000000001
1698745694674.0,False,82.5,64.4,10.700000000000001
1698745694690.0,False,82.0,64.3,10.9
1698745694707.0,False,81.5,64.2,11.100000000000001
1698745694724.0,False,81.30000000000001,64.10000000000001,11.100000000000001
1698745694740.0,False,81.10000000000001,63.900000000000006,11.0
1698745694757.0,False,81.10000000000001,63.5,10.8
1698745694774.0,False,81.2,63.300000000000004,10.600000000000001
1698745694791.0,False,81.5,62.900000000000006,10.100000000000001
1698745694807.0,False,81.80000000000001,62.5,9.700000000000001
1698745694824.0,False,81.9,62.400000000000006,9.5
1698745694840.0,False,82.10000000000001,62.1,9.200000000000001
1698745694856.0,False,82.2,62.0,9.0
1698745694873.0,False,82.30000000000001,61.900000000000006,8.9
1698745694957.0,False,82.4,62.1,8.700000000000001
1698745694974.0,False,82.5,62.1,8.6
1698745695007.0,False,82.60000000000001,62.2,8.5
1698745695024.0,False,82.60000000000001,62.300000000000004,8.4
1698745695057.0,False,82.60000000000001,62.400000000000006,8.3
1698745695090.0,False,82.7,62.400000000000006,8.1
1698745695107.0,False,82.9,62.5,8.0
1698745695141.0,False,83.10000000000001,62.5,7.800000000000001
1698745695157.0,False,83.2,62.5,7.7
1698745695174.0,False,83.30000000000001,62.400000000000006,7.6000000000000005
1698745695207.0,False,83.5,62.300000000000004,7.5
1698745695224.0,False,83.60000000000001,62.2,7.5
1698745695274.0,False,83.80000000000001,62.2,7.300000000000001
1698745695290.0,False,83.80000000000001,62.1,7.300000000000001
1698745695307.0,False,84.0,62.1,7.2
1698745695324.0,False,84.10000000000001,62.1,7.1000000000000005
1698745695357.0,False,84.2,62.0,7.1000000000000005
1698745695391.0,False,84.30000000000001,62.0,7.2
1698745695424.0,False,84.5,62.0,7.1000000000000005
1698745695457.0,False,84.7,61.900000000000006,7.1000000000000005
1698745695474.0,False,84.80000000000001,61.900000000000006,7.1000000000000005
1698745695525.0,False,84.9,61.800000000000004,7.4
1698745695557.0,False,84.9,61.800000000000004,7.6000000000000005
1698745695590.0,False,85.0,61.800000000000004,7.800000000000001
1698745695624.0,False,85.0,61.800000000000004,8.1
1698745695640.0,False,84.9,61.800000000000004,8.200000000000001
1698745695657.0,False,84.9,61.900000000000006,8.4
1698745695674.0,False,84.80000000000001,62.0,8.6
1698745695690.0,False,84.7,62.0,8.700000000000001
1698745695707.0,False,84.60000000000001,62.1,8.9
1698745695724.0,False,84.5,62.300000000000004,9.1
1698745695740.0,False,84.30000000000001,62.5,9.200000000000001
1698745695757.0,False,84.30000000000001,62.6,9.3
1698745695774.0,False,84.2,62.800000000000004,9.4
1698745695790.0,False,84.10000000000001,62.900000000000006,9.5
1698745695807.0,False,84.0,63.0,9.600000000000001
1698745695824.0,False,84.0,63.1,9.700000000000001
1698745695840.0,False,83.9,63.2,9.700000000000001
1698745695857.0,False,83.9,63.300000000000004,9.8
1698745695874.0,False,83.7,63.5,9.9
1698745695891.0,False,83.5,63.6,10.0
1698745695907.0,False,83.5,63.6,10.100000000000001
1698745695924.0,False,83.30000000000001,63.7,10.3
1698745695940.0,False,83.10000000000001,63.7,10.4
1698745695958.0,False,83.0,63.7,10.4
1698745695974.0,False,82.80000000000001,63.7,10.5
1698745695990.0,False,82.7,63.7,10.5
1698745696007.0,False,82.5,63.6,10.600000000000001
1698745696058.0,False,82.30000000000001,63.6,10.5
1698745696124.0,False,82.4,63.6,10.3
1698745696191.0,False,82.60000000000001,63.6,10.200000000000001
1698745696290.0,False,82.7,63.6,10.4
1698745696308.0,False,82.7,63.5,10.4
1698745696573.0,False,82.60000000000001,63.6,10.3
1698745696640.0,False,82.7,63.6,10.100000000000001
1698745696707.0,False,82.7,63.7,10.100000000000001
1698745696740.0,False,82.80000000000001,63.7,10.100000000000001
1698745696890.0,False,82.9,63.6,10.200000000000001
1698745696957.0,False,82.9,63.6,10.0
1698745697007.0,False,83.10000000000001,63.6,9.9
1698745697024.0,False,83.10000000000001,63.5,9.9
1698745697057.0,False,83.2,63.5,9.700000000000001
1698745697174.0,False,83.30000000000001,63.400000000000006,9.700000000000001
1698745697224.0,False,83.30000000000001,63.300000000000004,9.600000000000001
1698745697273.0,False,83.30000000000001,63.2,9.600000000000001
1698745697474.0,False,83.5,63.2,9.600000000000001
1698745697523.0,False,83.60000000000001,63.2,9.600000000000001
1698745697557.0,False,83.60000000000001,63.300000000000004,9.600000000000001
1698745697623.0,False,83.5,63.300000000000004,9.8
1698745697657.0,False,83.4,63.400000000000006,9.9
1698745697690.0,False,83.2,63.400000000000006,10.0
1698745697774.0,False,83.0,63.5,10.0
1698745697790.0,False,83.0,63.6,10.0
1698745697857.0,False,82.9,63.7,10.0
1698745697874.0,False,82.9,63.7,10.100000000000001
1698745697907.0,False,82.9,63.800000000000004,10.100000000000001
1698745697957.0,False,82.7,63.800000000000004,10.3
1698745697974.0,False,82.7,63.900000000000006,10.3
1698745698040.0,False,82.5,64.0,10.5
1698745698058.0,False,82.5,64.10000000000001,10.5
1698745698074.0,False,82.5,64.0,10.5
1698745698090.0,False,82.5,64.10000000000001,10.5
1698745698190.0,False,82.60000000000001,64.10000000000001,10.4
1698745698307.0,False,82.5,64.3,10.4
1698745698391.0,False,82.4,64.4,10.5
1698745698574.0,False,82.4,64.5,10.600000000000001
1698745698674.0,False,82.2,64.4,10.700000000000001
1698745698790.0,False,82.2,64.3,10.8
1698745698824.0,False,82.30000000000001,64.3,10.700000000000001
1698745698924.0,False,82.30000000000001,64.10000000000001,10.700000000000001
1698745698990.0,False,82.4,64.0,10.700000000000001
1698745699057.0,False,82.30000000000001,63.800000000000004,10.8
1698745699107.0,False,82.30000000000001,63.7,10.8
1698745699173.0,False,82.4,63.6,10.9
1698745699224.0,False,82.30000000000001,63.5,11.0
1698745699274.0,False,82.30000000000001,63.5,11.100000000000001
1698745699324.0,False,82.30000000000001,63.6,11.100000000000001
1698745699340.0,False,82.2,63.5,11.100000000000001
1698745699557.0,False,82.2,63.300000000000004,11.200000000000001
1698745699591.0,False,82.2,63.2,11.200000000000001
1698745699623.0,False,82.10000000000001,63.1,11.3
1698745699657.0,False,82.0,63.0,11.4
1698745699707.0,False,81.9,62.800000000000004,11.5
1698745699724.0,False,81.80000000000001,62.6,11.5
1698745699741.0,False,81.80000000000001,62.5,11.5
1698745699773.0,False,81.80000000000001,62.300000000000004,11.5
1698745699790.0,False,81.80000000000001,62.2,11.4
1698745699807.0,False,81.80000000000001,62.1,11.4
1698745699824.0,False,81.7,61.900000000000006,11.4
1698745699857.0,False,81.60000000000001,61.7,11.4
1698745699874.0,False,81.5,61.5,11.4
1698745699890.0,False,81.30000000000001,61.300000000000004,11.3
1698745699907.0,False,81.2,61.2,11.3
1698745699924.0,False,81.0,61.0,11.200000000000001
1698745699957.0,False,80.7,60.800000000000004,11.0
1698745699974.0,False,80.5,60.7,11.0
1698745699990.0,False,80.2,60.5,10.700000000000001
1698745700006.0,False,80.10000000000001,60.400000000000006,10.5
1698745700023.0,False,80.0,60.2,10.200000000000001
1698745700041.0,False,80.10000000000001,59.900000000000006,9.600000000000001
1698745700057.0,False,80.10000000000001,59.7,9.4
1698745700074.0,False,80.10000000000001,59.300000000000004,8.9
1698745700092.0,False,80.10000000000001,58.900000000000006,8.4
1698745700107.0,False,80.2,58.800000000000004,8.200000000000001
1698745700124.0,False,80.30000000000001,58.5,7.800000000000001
1698745700140.0,False,80.4,58.5,7.6000000000000005
1698745700157.0,False,80.80000000000001,58.300000000000004,7.1000000000000005
1698745700174.0,False,81.4,58.2,6.5
1698745700190.0,False,82.10000000000001,58.1,5.7
1698745700207.0,False,82.4,58.0,5.4
1698745700224.0,False,82.9,57.900000000000006,4.800000000000001
1698745700240.0,False,83.4,57.800000000000004,4.3
1698745700257.0,False,83.60000000000001,57.800000000000004,4.0
1698745700274.0,False,84.10000000000001,57.800000000000004,3.5
1698745700291.0,False,84.4,57.800000000000004,3.0
1698745700307.0,False,84.60000000000001,57.7,2.8000000000000003
1698745700324.0,False,85.0,57.7,2.4000000000000004
1698745700340.0,False,85.2,57.7,2.2
1698745700357.0,False,85.30000000000001,57.7,2.1
1698745700374.0,False,85.60000000000001,57.800000000000004,1.9000000000000001
1698745700390.0,False,85.7,57.800000000000004,1.8
1698745700407.0,False,86.0,57.900000000000006,1.7000000000000002
1698745700424.0,False,86.4,58.0,1.7000000000000002
1698745700440.0,False,86.9,58.6,1.4000000000000001
1698745700457.0,False,87.2,58.800000000000004,1.3
1698745700474.0,False,87.7,59.2,1.2000000000000002
1698745700490.0,False,88.0,59.300000000000004,1.2000000000000002
1698745700507.0,False,88.2,59.400000000000006,1.3
1698745700524.0,False,88.60000000000001,59.5,1.4000000000000001
1698745700540.0,False,88.9,59.6,1.7000000000000002
1698745700557.0,False,89.0,59.7,1.9000000000000001
1698745700574.0,False,89.2,59.7,2.2
1698745700590.0,False,89.60000000000001,59.7,2.4000000000000004
1698745700607.0,False,89.80000000000001,59.800000000000004,2.3000000000000003
1698745700623.0,False,90.30000000000001,60.1,1.9000000000000001
1698745700640.0,False,90.60000000000001,60.2,1.4000000000000001
1698745700656.0,False,90.5,60.2,1.1
1698745700674.0,False,90.5,60.2,1.0
1698745700690.0,False,90.30000000000001,60.300000000000004,0.6000000000000001
1698745700707.0,False,90.30000000000001,60.400000000000006,0.5
1698745700724.0,False,90.5,60.7,0.0
1698745700740.0,False,90.9,61.0,-0.5
1698745700757.0,False,91.30000000000001,61.1,-0.8
1698745700773.0,False,92.10000000000001,61.300000000000004,-1.4000000000000001
1698745700790.0,False,92.9,61.2,-1.7000000000000002
1698745700807.0,False,93.10000000000001,61.1,-1.8
1698745700824.0,False,93.5,60.800000000000004,-1.8
1698745700840.0,False,93.7,60.400000000000006,-1.7000000000000002
1698745700857.0,False,93.80000000000001,60.2,-1.6
1698745700874.0,False,93.9,60.1,-1.5
1698745700890.0,False,93.9,59.900000000000006,-1.2000000000000002
1698745700907.0,False,93.80000000000001,59.7,-0.8
1698745700923.0,False,93.60000000000001,59.5,-0.5
1698745700940.0,False,93.2,59.300000000000004,0.2
1698745700957.0,False,92.7,59.2,1.0
1698745700974.0,False,92.5,59.2,1.4000000000000001
1698745700990.0,False,91.9,59.300000000000004,2.2
1698745701007.0,False,91.5,59.400000000000006,2.8000000000000003
1698745701024.0,False,91.4,59.400000000000006,3.0
1698745701040.0,False,91.0,59.300000000000004,3.4000000000000004
1698745701056.0,False,90.60000000000001,59.1,3.6
1698745701074.0,False,90.30000000000001,58.900000000000006,3.6
1698745701090.0,False,89.80000000000001,58.6,3.7
1698745701107.0,False,89.10000000000001,58.2,3.7
1698745701124.0,False,88.60000000000001,58.1,3.8000000000000003
1698745701140.0,False,87.9,58.0,4.0
1698745701156.0,False,87.30000000000001,58.1,4.0
1698745701174.0,False,87.10000000000001,58.2,4.1000000000000005
1698745701190.0,False,86.9,58.400000000000006,4.3
1698745701207.0,False,86.9,58.7,4.6000000000000005
1698745701224.0,False,86.7,59.0,5.0
1698745701240.0,False,86.10000000000001,59.400000000000006,6.1000000000000005
1698745701257.0,False,85.4,60.0,7.6000000000000005
1698745701273.0,False,85.0,60.300000000000004,8.4
1698745701290.0,False,84.2,60.900000000000006,9.8
1698745701307.0,False,83.30000000000001,61.400000000000006,11.4
1698745701324.0,False,82.60000000000001,61.7,12.200000000000001
1698745701340.0,False,81.0,62.2,14.200000000000001
1698745701359.0,False,80.30000000000001,62.2,15.3
1698745701373.0,False,80.4,61.7,15.5
1698745701423.0,False,81.4,59.6,14.700000000000001
1698745701440.0,False,81.60000000000001,59.400000000000006,14.5
1698745701457.0,False,81.9,59.1,14.0
1698745701474.0,False,82.0,59.0,13.8
1698745701490.0,False,82.2,58.7,13.4
1698745701507.0,False,82.7,58.6,12.8
1698745701524.0,False,83.10000000000001,58.6,12.4
1698745701540.0,False,84.10000000000001,58.800000000000004,11.4
1698745701557.0,False,85.10000000000001,59.1,10.3
1698745701574.0,False,86.10000000000001,59.400000000000006,9.3
1698745701591.0,False,86.60000000000001,59.5,9.0
1698745701607.0,False,87.4,59.6,8.5
1698745701624.0,False,87.7,59.6,8.4
1698745701640.0,False,88.10000000000001,59.5,8.4
1698745701657.0,False,88.5,59.400000000000006,8.700000000000001
1698745701673.0,False,88.7,59.400000000000006,8.8
1698745701691.0,False,89.30000000000001,59.800000000000004,8.8
1698745701707.0,False,89.9,60.5,8.700000000000001
1698745701724.0,False,90.2,61.1,8.4
1698745701740.0,False,90.30000000000001,61.5,8.200000000000001
1698745701757.0,False,90.4,61.900000000000006,8.0
1698745701773.0,False,90.60000000000001,62.1,7.9
1698745701790.0,False,90.9,62.400000000000006,7.7
1698745701807.0,False,91.9,63.5,6.2
1698745701823.0,False,93.2,64.9,4.3
1698745701840.0,False,93.80000000000001,65.4,3.3000000000000003
1698745701857.0,False,95.30000000000001,65.60000000000001,1.3
1698745701873.0,False,96.60000000000001,64.7,-0.5
1698745701891.0,False,97.2,64.3,-1.3
1698745701907.0,False,98.4,63.800000000000004,-2.9000000000000004
1698745701924.0,False,99.2,63.5,-3.8000000000000003
1698745701940.0,False,99.4,63.300000000000004,-4.0
1698745701957.0,False,99.5,62.900000000000006,-3.9000000000000004
1698745701974.0,False,99.5,62.400000000000006,-3.5
1698745701990.0,False,99.5,62.1,-3.4000000000000004
1698745702007.0,False,99.5,61.5,-3.1
1698745702023.0,False,99.30000000000001,61.2,-2.6
1698745702041.0,False,98.60000000000001,61.1,-1.9000000000000001
1698745702057.0,False,98.10000000000001,61.1,-1.5
1698745702073.0,False,97.0,61.1,-0.5
1698745702090.0,False,96.4,61.1,0.0
1698745702107.0,False,95.10000000000001,60.900000000000006,1.0
1698745702126.0,False,94.0,60.5,1.7000000000000002
1698745702140.0,False,93.5,60.300000000000004,1.9000000000000001
1698745702157.0,False,92.7,59.7,2.0
1698745702174.0,False,91.9,59.300000000000004,1.8
1698745702190.0,False,91.60000000000001,59.2,1.6
1698745702207.0,False,90.7,59.2,1.5
1698745702224.0,False,89.60000000000001,59.5,1.8
1698745702241.0,False,89.10000000000001,59.800000000000004,2.1
1698745702257.0,False,88.7,60.6,2.5
1698745702274.0,False,88.60000000000001,61.400000000000006,2.7
1698745702290.0,False,88.10000000000001,61.900000000000006,3.0
1698745702308.0,False,87.60000000000001,62.2,3.4000000000000004
1698745702324.0,False,86.0,63.0,4.9
1698745702340.0,False,84.0,63.900000000000006,6.6000000000000005
1698745702357.0,False,83.0,64.2,7.5
1698745702374.0,False,80.60000000000001,64.7,9.8
1698745702390.0,False,79.4,64.8,11.100000000000001
1698745702408.0,False,78.10000000000001,64.4,12.8
1698745702424.0,False,78.2,63.6,13.200000000000001
1698745702440.0,False,78.80000000000001,62.800000000000004,13.0
1698745702456.0,False,79.10000000000001,62.5,12.9
1698745702474.0,False,79.30000000000001,62.400000000000006,12.700000000000001
1698745702489.0,False,79.80000000000001,62.300000000000004,12.3
1698745702523.0,False,80.2,62.400000000000006,12.0
1698745702540.0,False,80.80000000000001,62.300000000000004,11.600000000000001
1698745702557.0,False,81.2,62.300000000000004,11.3
1698745702573.0,False,82.30000000000001,62.400000000000006,10.5
1698745702590.0,False,83.80000000000001,62.5,9.3
1698745702608.0,False,84.7,62.7,8.5
1698745702624.0,False,86.7,62.900000000000006,7.0
1698745702640.0,False,88.5,63.1,5.7
1698745702657.0,False,89.30000000000001,63.1,5.300000000000001
1698745702674.0,False,90.4,62.900000000000006,4.800000000000001
1698745702690.0,False,91.30000000000001,62.5,4.6000000000000005
1698745702707.0,False,91.60000000000001,62.300000000000004,4.6000000000000005
1698745702724.0,False,92.30000000000001,62.1,4.800000000000001
1698745702740.0,False,93.10000000000001,62.2,4.800000000000001
1698745702757.0,False,93.5,62.400000000000006,4.7
1698745702774.0,False,94.0,62.900000000000006,4.5
1698745702790.0,False,93.9,63.6,4.3
1698745702807.0,False,93.7,63.800000000000004,4.4
1698745702824.0,False,93.30000000000001,64.0,4.9
1698745702840.0,False,93.5,64.60000000000001,4.800000000000001
1698745702857.0,False,94.0,65.2,4.1000000000000005
1698745702874.0,False,95.4,66.60000000000001,2.2
1698745702890.0,False,96.9,66.9,0.30000000000000004
1698745702907.0,False,97.5,66.4,-0.5
1698745702924.0,False,98.2,64.9,-1.5
1698745702940.0,False,98.80000000000001,63.900000000000006,-2.1
1698745702957.0,False,99.10000000000001,63.7,-2.4000000000000004
1698745702974.0,False,99.2,63.400000000000006,-2.4000000000000004
1698745702990.0,False,99.0,63.0,-1.9000000000000001
1698745703007.0,False,98.80000000000001,62.7,-1.6
1698745703025.0,False,98.80000000000001,61.800000000000004,-1.2000000000000002
1698745703040.0,False,98.7,61.0,-1.0
1698745703057.0,False,98.30000000000001,60.400000000000006,-0.5
1698745703074.0,False,97.80000000000001,60.2,-0.2
1698745703090.0,False,96.5,60.0,0.7000000000000001
1698745703107.0,False,94.80000000000001,59.900000000000006,1.8
1698745703124.0,False,93.9,59.7,2.3000000000000003
1698745703153.0,False,91.2,59.2,3.9000000000000004
1698745703156.0,False,90.4,58.900000000000006,4.3
1698745703173.0,False,89.7,58.7,4.4
1698745703190.0,False,88.7,58.2,4.4
1698745703207.0,False,88.0,57.800000000000004,3.9000000000000004
1698745703223.0,False,87.60000000000001,57.7,3.7
1698745703240.0,False,86.9,57.6,3.4000000000000004
1698745703257.0,False,86.2,57.6,3.4000000000000004
1698745703274.0,False,85.80000000000001,57.7,3.5
1698745703290.0,False,85.4,58.0,3.9000000000000004
1698745703306.0,False,85.30000000000001,58.7,4.3
1698745703324.0,False,85.30000000000001,59.1,4.5
1698745703340.0,False,84.80000000000001,60.0,4.9
1698745703356.0,False,83.2,61.300000000000004,6.5
1698745703374.0,False,82.10000000000001,62.0,7.9
1698745703391.0,False,79.7,63.400000000000006,10.5
1698745703407.0,False,77.7,63.800000000000004,13.0
1698745703424.0,False,76.9,63.6,14.3
1698745703440.0,False,76.4,62.7,15.600000000000001
1698745703457.0,False,76.60000000000001,61.800000000000004,16.0
1698745703474.0,False,76.7,61.5,16.2
1698745703490.0,False,76.9,61.2,16.400000000000002
1698745703507.0,False,76.80000000000001,61.0,16.6
1698745703540.0,False,77.10000000000001,60.800000000000004,16.400000000000002
1698745703556.0,False,77.4,60.5,16.1
1698745703573.0,False,77.60000000000001,60.400000000000006,16.0
1698745703591.0,False,78.0,60.300000000000004,15.600000000000001
1698745703607.0,False,78.9,60.5,14.8
1698745703624.0,False,79.60000000000001,60.7,14.100000000000001
1698745703640.0,False,81.4,61.2,12.600000000000001
1698745703657.0,False,83.10000000000001,61.6,11.100000000000001
1698745703673.0,False,83.9,61.7,10.5
1698745703690.0,False,85.10000000000001,61.800000000000004,9.700000000000001
1698745703706.0,False,86.0,61.7,9.200000000000001
1698745703723.0,False,86.4,61.6,9.0
1698745703740.0,False,87.2,61.400000000000006,8.9
1698745703757.0,False,87.9,61.2,9.1
1698745703773.0,False,88.7,61.300000000000004,9.1
