ms,hr,conf
1698744203106.0,0,50
1698744203940.0,0,27
1698744204841.0,0,44
1698744207543.0,0,45
1698744208454.0,0,27
1698744209311.0,0,0
1698744211045.0,89,0
1698744212880.0,91,71
1698744213748.0,91,48
1698744214648.0,91,50
1698744215549.0,91,36
