timestamp,magnRawx,magnRawy,magnRawz
1698921734.061,301,821,369
1698921734.141,306,815,366
1698921734.221,308,807,373
1698921734.301,308,819,368
1698921734.381,309,799,376
1698921734.461,314,795,371
1698921734.541,302,805,367
1698921734.621,317,807,365
1698921734.701,313,820,370
1698921734.781,318,819,367
1698921734.861,309,809,359
1698921734.941,317,812,364
1698921735.021,299,831,375
1698921735.101,264,849,387
1698921735.181,187,876,408
1698921735.261,45,880,427
1698921735.341,-104,828,417
1698921735.421,-226,747,386
1698921735.501,-280,618,374
1698921735.606,-278,476,345
1698921735.661,-253,380,342
1698921735.966,-295,529,398
1698921735.981,-229,663,451
1698921736.146,-28,841,452
1698921736.221,90,872,407
1698921736.301,186,862,376
1698921736.381,268,829,327
1698921736.461,334,751,319
1698921736.541,376,740,315
1698921736.623,394,732,334
1698921736.701,383,745,340
1698921736.781,388,743,340
1698921736.863,400,715,316
1698921736.941,417,697,318
1698921737.023,412,653,322
1698921737.101,437,627,303
1698921737.181,434,612,298
1698921737.261,444,645,309
1698921737.341,409,710,353
1698921737.42,373,762,413
1698921737.501,292,798,428
1698921737.581,232,831,435
1698921737.66,157,851,450
1698921737.741,170,837,452
1698921737.82,247,822,435
1698921737.901,351,791,416
1698921737.981,430,716,378
1698921738.064,447,631,350
1698921738.14,456,596,323
1698921738.221,480,578,329
1698921738.3,471,614,346
1698921738.38,456,693,390
1698921738.463,370,784,430
1698921738.54,239,868,448
1698921738.62,132,865,459
1698921738.701,55,851,458
1698921738.78,135,854,449
1698921738.86,288,813,438
1698921738.941,418,747,407
1698921739.02,461,652,367
1698921739.1,473,601,346
1698921739.18,451,584,358
1698921739.26,438,578,366
1698921739.342,460,652,389
1698921739.421,376,778,438
1698921739.503,239,868,474
1698921739.58,86,874,473
1698921739.66,-3,884,467
1698921739.74,102,901,459
1698921739.82,273,866,463
1698921739.903,460,767,405
1698921739.98,522,647,354
1698921740.061,511,574,315
1698921740.14,512,558,315
1698921740.22,519,612,339
1698921740.3,477,677,391
1698921740.38,394,778,456
1698921740.46,244,830,470
1698921740.54,113,832,482
1698921740.62,28,809,487
1698921740.7,16,807,483
1698921740.782,108,828,466
1698921740.86,313,810,431
1698921740.943,429,711,392
1698921741.02,476,608,366
1698921741.1,463,594,360
1698921741.18,455,617,359
1698921741.26,431,652,391
1698921741.34,370,705,449
1698921741.42,261,773,459
1698921741.5,151,794,472
1698921741.58,36,779,470
1698921741.66,51,820,429
1698921741.74,166,816,419
1698921741.821,341,755,425
1698921741.9,399,629,396
1698921741.982,427,572,367
1698921742.061,419,559,339
1698921742.14,411,586,336
1698921742.22,404,621,371
1698921742.3,372,648,433
1698921742.383,277,733,428
1698921742.46,171,797,419
