ts,steps
1698921742142.0,4042
1698921742462.0,4043
1698921743263.0,4044
1698921743582.0,4045
1698921744141.0,4046
1698921745181.0,4047
1698921747981.0,4053
1698921748461.0,4054
1698921748941.0,4055
1698921749501.0,4056
1698921750064.0,4057
1698921750540.0,4058
1698921751263.0,4059
1698921751663.0,4060
1698921758466.0,4066
1698921759019.0,4067
