timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698745575.409,False,0.0,0,0,6058
1698745575.908,False,0.0,10,0,6058
1698745576.895,False,0.0,10,0,6058
1698745577.914,False,0.0,0,0,6058
1698745578.876,False,0.0,0,0,6058
1698745579.868,False,0.0,0,0,6058
1698745580.853,False,0.0,0,0,6058
1698745581.846,False,0.0,0,0,6058
1698745583.329,False,0.0,0,0,6058
1698745583.826,False,0.0,0,0,6058
1698745584.817,False,0.0,0,0,6058
1698745586.298,False,0.52734375,14,112,6058
1698745586.799,False,0.859375,29,130,6070
1698745587.788,False,0.94140625,43,149,6082
1698745589.275,False,1.02734375,57,152,6094
1698745589.766,False,1.08203125,58,153,6107
1698745590.757,False,1.109375,58,135,6119
1698745592.242,False,1.13671875,58,117,6132
1698745593.234,False,1.1640625,58,114,6145
1698745593.728,False,1.1640625,58,116,6157
1698745594.721,False,1.19140625,58,119,6169
1698745595.707,False,1.19140625,58,119,6169
1698745596.701,False,1.19140625,57,122,6183
1698745597.687,False,1.19140625,57,125,6196
1698745598.677,False,1.19140625,57,125,6196
1698745600.157,False,0.0,0,0,6196
1698745600.657,False,0.44140625,14,125,6218
1698745602.139,False,0.58203125,31,126,6226
1698745603.132,False,0.859375,43,126,6238
1698745604.117,False,0.96875,57,124,6250
1698745605.113,False,1.02734375,60,118,6262
1698745606.103,False,1.08203125,56,113,6276
1698745607.092,False,1.109375,58,110,6288
1698745608.08,False,1.109375,58,110,6288
1698745609.072,False,1.13671875,58,109,6300
1698745610.07,False,1.1640625,56,112,6314
1698745611.056,False,1.1640625,58,116,6326
1698745612.042,False,1.13671875,59,119,6337
1698745613.044,False,1.13671875,58,119,6349
1698745614.023,False,1.109375,57,119,6362
1698745615.01,False,1.109375,57,119,6362
1698745615.997,False,0.0,0,0,6362
1698745616.987,False,0.0,0,0,6362
