ts,abs,alpha,beta,gamma
1698745575015.0,False,125.9,60.800000000000004,-6.2
1698745575032.0,False,125.0,60.800000000000004,-5.4
1698745575048.0,False,124.60000000000001,60.7,-5.0
1698745575066.0,False,123.80000000000001,60.5,-4.3
1698745575081.0,False,123.10000000000001,60.300000000000004,-3.6
1698745575098.0,False,122.80000000000001,60.2,-3.3000000000000003
1698745575115.0,False,122.30000000000001,60.0,-2.8000000000000003
1698745575131.0,False,121.7,59.800000000000004,-2.1
1698745575149.0,False,121.5,59.7,-1.8
1698745575166.0,False,120.9,59.6,-1.2000000000000002
1698745575182.0,False,120.5,59.5,-0.8
1698745575198.0,False,120.30000000000001,59.5,-0.6000000000000001
1698745575215.0,False,119.9,59.5,-0.4
1698745575231.0,False,119.5,59.6,-0.30000000000000004
1698745575248.0,False,119.30000000000001,59.7,-0.4
1698745575265.0,False,118.80000000000001,60.1,-0.4
1698745575281.0,False,117.9,60.400000000000006,-0.2
1698745575298.0,False,117.4,60.5,0.1
1698745575314.0,False,116.30000000000001,60.5,1.1
1698745575331.0,False,115.30000000000001,60.6,2.1
1698745575348.0,False,114.5,60.7,2.8000000000000003
1698745575364.0,False,114.2,60.800000000000004,3.1
1698745575381.0,False,113.60000000000001,61.0,3.5
1698745575398.0,False,112.9,61.2,3.8000000000000003
1698745575414.0,False,112.60000000000001,61.2,3.9000000000000004
1698745575431.0,False,112.10000000000001,61.300000000000004,4.0
1698745575449.0,False,112.0,61.300000000000004,3.8000000000000003
1698745575465.0,False,112.10000000000001,61.2,3.6
1698745575481.0,False,112.2,61.1,3.1
1698745575498.0,False,112.30000000000001,61.0,2.7
1698745575515.0,False,112.30000000000001,61.1,2.5
1698745575532.0,False,112.10000000000001,61.300000000000004,2.4000000000000004
1698745575549.0,False,111.9,61.5,2.5
1698745575565.0,False,111.5,62.0,2.5
1698745575581.0,False,111.30000000000001,62.400000000000006,2.4000000000000004
1698745575615.0,False,111.4,62.7,2.3000000000000003
1698745575632.0,False,111.4,62.900000000000006,2.2
1698745575665.0,False,111.30000000000001,63.1,2.2
1698745575681.0,False,111.10000000000001,63.2,2.4000000000000004
1698745575697.0,False,110.9,63.300000000000004,2.6
1698745575715.0,False,110.80000000000001,63.300000000000004,2.7
1698745575731.0,False,110.60000000000001,63.400000000000006,2.9000000000000004
1698745575748.0,False,110.4,63.400000000000006,3.0
1698745575765.0,False,110.4,63.5,3.2
1698745575782.0,False,110.2,63.400000000000006,3.4000000000000004
1698745575798.0,False,110.0,63.2,3.8000000000000003
1698745575815.0,False,109.80000000000001,63.1,4.0
1698745575832.0,False,109.4,62.800000000000004,4.5
1698745575848.0,False,109.2,62.6,4.800000000000001
1698745575865.0,False,109.0,62.300000000000004,5.300000000000001
1698745575881.0,False,109.0,62.0,5.4
1698745575899.0,False,109.5,61.900000000000006,5.0
1698745575915.0,False,109.80000000000001,61.900000000000006,4.6000000000000005
1698745575944.0,False,110.80000000000001,62.300000000000004,3.8000000000000003
1698745575948.0,False,110.9,62.400000000000006,3.8000000000000003
1698745575964.0,False,111.0,62.5,3.9000000000000004
1698745575981.0,False,111.30000000000001,62.6,4.2
1698745575997.0,False,111.7,62.6,4.4
1698745576014.0,False,112.0,62.7,4.3
1698745576032.0,False,112.7,62.900000000000006,4.2
1698745576048.0,False,113.4,63.1,3.9000000000000004
1698745576065.0,False,113.7,63.2,3.9000000000000004
1698745576082.0,False,114.0,63.300000000000004,3.8000000000000003
1698745576098.0,False,114.10000000000001,63.400000000000006,4.0
1698745576115.0,False,114.10000000000001,63.5,4.1000000000000005
1698745576131.0,False,114.0,63.7,4.3
1698745576150.0,False,113.9,63.900000000000006,4.5
1698745576165.0,False,113.80000000000001,64.0,4.6000000000000005
1698745576182.0,False,113.7,64.0,4.800000000000001
1698745576198.0,False,113.60000000000001,64.10000000000001,4.9
1698745576231.0,False,113.4,64.10000000000001,5.1000000000000005
1698745576247.0,False,113.30000000000001,64.10000000000001,5.300000000000001
1698745576264.0,False,113.10000000000001,64.10000000000001,5.4
1698745576282.0,False,113.0,64.0,5.4
1698745576298.0,False,112.7,63.900000000000006,5.7
1698745576314.0,False,112.60000000000001,63.900000000000006,5.9
1698745576331.0,False,112.5,63.800000000000004,6.0
1698745576348.0,False,112.30000000000001,63.800000000000004,6.300000000000001
1698745576365.0,False,112.0,63.7,6.6000000000000005
1698745576382.0,False,111.9,63.7,6.800000000000001
1698745576398.0,False,111.7,63.6,7.0
1698745576415.0,False,111.60000000000001,63.6,7.2
1698745576431.0,False,111.5,63.5,7.300000000000001
1698745576465.0,False,111.30000000000001,63.400000000000006,7.5
1698745576481.0,False,111.10000000000001,63.400000000000006,7.6000000000000005
1698745576498.0,False,111.0,63.300000000000004,7.7
1698745576531.0,False,110.80000000000001,63.300000000000004,7.7
1698745576548.0,False,110.7,63.2,7.7
1698745576581.0,False,110.60000000000001,63.1,7.6000000000000005
1698745576598.0,False,110.5,63.1,7.6000000000000005
1698745576631.0,False,110.4,63.1,7.5
1698745576665.0,False,110.30000000000001,63.2,7.4
1698745576682.0,False,110.2,63.2,7.5
1698745576700.0,False,109.9,63.2,7.5
1698745576715.0,False,109.60000000000001,63.300000000000004,7.7
1698745576733.0,False,109.30000000000001,63.400000000000006,7.800000000000001
1698745576748.0,False,109.2,63.400000000000006,7.800000000000001
1698745576766.0,False,109.0,63.5,7.800000000000001
1698745576782.0,False,109.0,63.6,7.800000000000001
1698745576798.0,False,108.80000000000001,63.7,7.800000000000001
1698745576815.0,False,108.7,63.900000000000006,7.800000000000001
1698745576832.0,False,108.60000000000001,64.10000000000001,7.800000000000001
1698745576881.0,False,108.5,64.3,7.9
1698745576897.0,False,108.4,64.4,8.0
1698745576932.0,False,108.4,64.60000000000001,8.0
1698745576966.0,False,108.60000000000001,64.60000000000001,8.1
1698745576999.0,False,108.60000000000001,64.8,8.200000000000001
1698745577015.0,False,108.60000000000001,64.9,8.3
1698745577031.0,False,108.5,64.9,8.4
1698745577065.0,False,108.4,65.0,8.6
1698745577082.0,False,108.2,65.0,8.8
1698745577098.0,False,108.0,65.0,8.9
1698745577115.0,False,107.9,65.10000000000001,9.1
