isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance,msFromStart
False,0.0,0,0,1810,1698419978741.0
False,0.0,0,0,1810,1698419979734.0
False,0.0,0,0,1810,1698419980858.0
False,0.0,0,0,1810,1698419981757.0
False,0.0,0,0,1810,1698419982747.0
False,0.0,0,0,1810,1698419983739.0
False,0.0,0,0,1810,1698419984730.0
False,0.0,0,0,1810,1698419986167.0
False,0.5546875,21,223,1810,1698419987660.0
False,1.71875,39,240,1819,1698419988148.0
False,1.83203125,72,203,1852,1698419989141.0
False,1.8046875,71,188,1867,1698419990128.0
False,1.69140625,66,172,1887,1698419991117.0
False,1.69140625,66,172,1887,1698419992105.0
False,0.0,0,0,1887,1698419993098.0
False,0.0,0,0,1887,1698419994088.0
False,0.0,0,0,1887,1698419995078.0
False,0.0,0,0,1887,1698419996067.0
