timestamp,alpha,beta,gamma,heading,acc
1698924433.133,346.73557368201557,19.252177461942555,7.442170458166242,132.9409637451172,25.322370529174805
1698924433.15,346.74563712412646,19.31535185072002,7.551705066523814,132.9409637451172,25.322370529174805
1698924433.167,346.7212295984522,19.350002422407897,7.787137610092865,132.9409637451172,25.322370529174805
1698924433.183,346.68136605610243,19.315325080345175,7.967479282635668,132.9409637451172,25.322370529174805
1698924433.2,346.64656922015416,19.262926931038336,8.101972246561308,132.9409637451172,25.322370529174805
1698924433.217,346.6012721506752,19.281897301742486,8.258417918565934,132.9409637451172,25.322370529174805
1698924433.233,346.54113204217754,19.186873705258435,8.449369677885818,132.9409637451172,25.322370529174805
1698924433.25,346.50066686349743,18.757637210684145,8.626310147180082,132.9409637451172,25.322370529174805
1698924433.267,346.54318141680125,17.702857547901242,8.640706015737067,132.9409637451172,25.322370529174805
1698924433.283,346.6056427236502,16.93161339842274,8.536258837017726,132.9409637451172,25.322370529174805
1698924433.3,346.5991206639566,16.546697589142994,8.437308164817427,132.9409637451172,25.322370529174805
1698924433.317,346.34019531546045,16.755381420685634,8.51839867801309,132.9409637451172,25.322370529174805
1698924433.333,345.9994552138147,17.229563753635553,8.733104662029834,132.9409637451172,25.322370529174805
1698924433.35,345.60693839745335,17.742968255419058,9.00979492140374,132.9409637451172,25.322370529174805
1698924433.367,345.05314034369405,18.291065336271704,9.393550909765116,132.9409637451172,25.322370529174805
1698924433.383,344.64407228183615,18.58084894324321,9.672166944415087,132.9409637451172,25.322370529174805
1698924433.4,344.2736068327875,18.774206098759255,9.936760370278655,134.32968139648438,25.230302810668945
1698924433.417,343.8536454910825,18.84537257374388,10.294046733519764,134.32968139648438,25.230302810668945
1698924433.433,343.6038889613874,18.728802668814325,10.552149711650877,134.32968139648438,25.230302810668945
1698924433.45,343.42933915711933,18.480438310910102,10.760738204851528,134.32968139648438,25.230302810668945
1698924433.467,343.2831804548708,18.089583902318154,10.914047971222407,135.49659729003906,25.226884841918945
1698924433.483,343.19353913450993,17.826535828618404,10.936014103221009,135.49659729003906,25.226884841918945
1698924433.5,343.10981029906765,17.598858454606336,10.898285061332363,135.49659729003906,25.226884841918945
1698924433.518,343.02340163400197,17.239738239220884,10.772481198320568,135.49659729003906,25.226884841918945
1698924433.534,343.0136260343549,16.8832527832491,10.611260120705559,135.49659729003906,25.226884841918945
1698924433.55,343.05755314084126,16.51673363082248,10.422744851457404,135.49659729003906,25.226884841918945
1698924433.566,343.1640551397902,16.147026238526355,10.215172078815987,135.49659729003906,25.226884841918945
1698924433.583,343.25135146362686,15.985908957084892,10.099466877062914,135.49659729003906,25.226884841918945
1698924433.6,343.33422032825973,15.874231992915488,10.034302471295309,135.49659729003906,25.226884841918945
1698924433.617,343.45417580773284,15.702763319179804,10.038377786307604,135.49659729003906,25.226884841918945
1698924433.634,343.58540388809433,15.45981362205105,10.07724389512372,135.49659729003906,25.226884841918945
1698924433.65,343.7818241642311,15.086017057328764,10.105998346499224,135.49659729003906,25.226884841918945
1698924433.667,344.1482763283778,14.452415555460297,10.122612861210316,135.49659729003906,25.226884841918945
1698924433.683,344.49528653319203,13.960980698521027,10.089763463292853,135.49659729003906,25.226884841918945
1698924433.7,344.87987243866377,13.553102985099015,10.01073521998059,135.49659729003906,25.226884841918945
1698924433.717,345.38218222505964,13.171076132242614,9.891255364768337,134.37216186523438,25.218538284301758
1698924433.733,345.72831621127926,12.980506841435364,9.791770979113075,134.37216186523438,25.218538284301758
1698924433.75,346.045347294281,12.865186464380834,9.703967069629234,134.37216186523438,25.218538284301758
1698924433.767,346.4025773673163,12.813244754113727,9.649211387212466,133.1510009765625,25.21656608581543
1698924433.783,346.62496396004013,12.822691590974296,9.655152905777795,133.1510009765625,25.21656608581543
1698924433.8,346.84011167820506,12.827366552065138,9.680745210991208,133.1510009765625,25.21656608581543
1698924433.817,347.16897929557246,12.849328225843859,9.748303609585518,133.1510009765625,25.21656608581543
1698924433.833,347.44863750912964,12.932150353234341,9.845213674045274,133.1510009765625,25.21656608581543
1698924433.85,347.754389089699,13.05273514240872,9.973444272796161,131.77491760253906,25.21393585205078
1698924433.867,348.2074107084179,13.202004465441332,10.133338301602182,131.77491760253906,25.21393585205078
1698924433.883,348.57545662628763,13.2579663767662,10.237780233150557,131.77491760253906,25.21393585205078
1698924433.901,348.9742404935715,13.260876043662746,10.336024764094981,131.77491760253906,25.21393585205078
1698924433.917,349.5363980221367,13.208320611839707,10.454859858287891,130.2386474609375,25.212068557739258
1698924433.933,349.96545777307097,13.131428010629811,10.53713342062412,130.2386474609375,25.212068557739258
1698924433.95,350.3964750313772,13.052917734357353,10.585074042518077,129.09095764160156,25.210872650146484
1698924433.967,350.95280924302125,12.990634367586635,10.605939163754003,129.09095764160156,25.210872650146484
1698924433.983,351.36064176831485,12.984356489584888,10.581972222367863,127.99139404296875,25.209674835205078
1698924434.0,351.7769936285285,12.97938067548946,10.5170632550242,127.99139404296875,25.209674835205078
1698924434.017,352.37484699145523,12.940689326128687,10.359420447965112,127.99139404296875,25.209674835205078
1698924434.034,352.84579082207165,12.910876451296621,10.195277668032439,126.85673522949219,25.208459854125977
1698924434.05,353.30952742247723,12.89624358689173,10.00782454935227,126.85673522949219,25.208459854125977
1698924434.067,353.8819514051417,12.854824618068907,9.818809189924277,125.70216369628906,25.20720863342285
1698924434.084,354.2835615790265,12.777550445480028,9.736559262568202,125.70216369628906,25.20720863342285
1698924434.101,354.66284794997637,12.621705863641134,9.698507163244125,125.70216369628906,25.20720863342285
1698924434.117,355.144440559779,12.231125997105469,9.669388120047795,125.70216369628906,25.20720863342285
1698924434.133,355.49696146330456,11.827974099285036,9.59591537580459,124.27115631103516,25.20522117614746
1698924434.15,355.83146629574463,11.443899028298453,9.435708681390311,124.27115631103516,25.20522117614746
1698924434.167,356.2291664356639,11.109096114395635,9.110641024603085,124.27115631103516,25.20522117614746
1698924434.183,356.50704450593327,10.980584253475339,8.818838408009288,123.2032241821289,25.20293426513672
1698924434.2,356.8916303915241,10.837659690066317,8.386033579392572,123.2032241821289,25.20293426513672
1698924434.217,357.2231045475579,10.689034109848587,8.037951454793168,123.2032241821289,25.20293426513672
1698924434.233,357.6135823273507,10.47967631340961,7.664683278914206,123.2032241821289,25.20293426513672
1698924434.251,358.26803207892533,10.135074264457325,7.207116395112725,121.96929931640625,25.20038414001465
1698924434.266,358.86378476825865,9.927812132769438,6.971831269417781,121.96929931640625,25.20038414001465
1698924434.284,359.52633451100456,9.850805957001155,6.862819922849802,120.4411392211914,25.19872283935547
1698924434.3,0.5182012168852407,9.93336907988123,6.877002208209678,120.4411392211914,25.19872283935547
1698924434.317,1.343110107814736,10.034430616949273,6.930382476252996,120.4411392211914,25.19872283935547
1698924434.333,2.2508195586836526,10.095360135057412,6.9946482614687815,118.3106918334961,25.197132110595703
1698924434.35,3.571242736244396,10.096154230844398,7.078495338649346,117.03988647460938,25.196367263793945
1698924434.366,4.634748450565737,10.104195158077331,7.126500367913527,115.6561279296875,25.195629119873047
1698924434.384,5.756574211660392,10.176546230268098,7.16048467918864,114.16461181640625,25.194917678833008
1698924434.4,7.317407278894368,10.294893769609422,7.166468420311714,114.16461181640625,25.194917678833008
1698924434.417,8.525313751207543,10.290623196829287,7.122721471888813,112.59576416015625,25.194232940673828
1698924434.433,10.171735049946626,10.067563608493716,6.989353165056888,110.98888397216797,25.193578720092773
1698924434.45,11.441936341291601,9.767208245973114,6.839623328246512,109.36056518554688,25.192951202392578
1698924434.467,12.735093838524612,9.420107248760576,6.685742365384772,107.696044921875,25.192354202270508
1698924434.484,14.499171903980008,8.935732928855085,6.548101086738553,105.9837646484375,25.1917724609375
1698924434.5,15.8634207971843,8.543501536151812,6.536137258771432,105.9837646484375,25.1917724609375
1698924434.517,17.271505452545767,8.109313886548016,6.56983259374043,104.2074203491211,25.19120979309082
