ms,hr,conf
1698924422260.0,0,56
1698924423129.0,0,46
1698924424032.0,0,34
1698924424902.0,0,25
1698924425805.0,0,16
1698924426675.0,0,42
1698924427589.0,0,5
1698924428481.0,0,4
1698924431157.0,75,4
1698924432027.0,75,0
1698924435606.0,78,55
1698924436475.0,79,50
1698924437350.0,80,48
1698924438215.0,81,48
1698924439118.0,83,48
1698924439990.0,83,54
1698924440890.0,84,86
1698924441760.0,86,76
1698924442707.0,86,29
1698924443533.0,86,57
