timestamp,accGGx,accGGy,accGGz
1698921495.076,-0.961,0.29,-0.15
1698921495.158,-0.955,0.287,-0.159
1698921495.236,-0.954,0.292,-0.166
1698921495.316,-0.957,0.295,-0.164
1698921495.397,-0.959,0.297,-0.165
1698921495.476,-0.979,0.228,-0.185
1698921495.556,-0.991,0.197,-0.195
1698921495.636,-0.977,0.243,-0.178
1698921495.716,-0.963,0.252,-0.162
1698921495.796,-0.957,0.254,-0.156
1698921495.877,-0.958,0.265,-0.157
1698921495.956,-0.959,0.281,-0.167
1698921496.038,-0.959,0.294,-0.17
1698921496.116,-0.957,0.302,-0.166
1698921496.196,-0.954,0.295,-0.165
1698921496.276,-0.872,0.306,-0.173
1698921496.356,-0.834,0.311,-0.174
1698921496.436,-0.896,0.295,-0.156
1698921496.516,-0.927,0.292,-0.149
1698921496.596,-0.945,0.29,-0.152
1698921496.676,-0.952,0.293,-0.155
1698921496.756,-0.954,0.297,-0.158
1698921496.924,-0.962,0.294,-0.167
1698921496.996,-0.956,0.289,-0.162
1698921497.166,-0.953,0.298,-0.119
1698921497.236,-0.951,0.295,-0.124
1698921497.316,-0.949,0.288,-0.132
1698921497.396,-0.951,0.284,-0.143
1698921497.477,-0.954,0.281,-0.154
1698921497.644,-0.959,0.276,-0.158
1698921497.716,-0.956,0.274,-0.153
1698921497.796,-0.95,0.271,-0.148
1698921497.876,-0.955,0.276,-0.149
1698921498.004,-0.963,0.27,-0.15
1698921498.036,-0.968,0.254,-0.148
1698921498.116,-0.971,0.242,-0.141
1698921498.196,-0.958,0.246,-0.141
1698921498.276,-0.958,0.26,-0.148
1698921498.356,-0.975,0.279,-0.123
1698921498.436,-0.982,0.275,-0.084
1698921498.516,-0.992,0.219,-0.035
1698921498.596,-0.979,0.186,0.042
1698921498.676,-0.976,0.19,0.1
1698921498.756,-1.018,0.205,0.102
1698921498.836,-1.036,0.23,0.076
1698921498.916,-1.011,0.249,0.045
1698921498.996,-1.02,0.255,0.018
1698921499.076,-1.042,0.25,0.009
1698921499.156,-1.016,0.264,-0.049
1698921499.236,-1.02,0.294,-0.044
1698921499.318,-1.02,0.325,-0.019
1698921499.396,-0.997,0.34,0.007
1698921499.476,-0.927,0.331,0.018
1698921499.556,-0.818,0.297,-0.007
1698921499.636,-0.698,0.308,-0.084
1698921499.716,-0.969,0.277,-0.136
1698921499.796,-1.423,0.135,-0.058
1698921499.876,-1.408,0.071,0.007
1698921499.956,-1.17,0.056,0.01
1698921500.036,-0.892,0.046,0.018
1698921500.116,-0.684,0.095,-0.028
1698921500.196,-0.79,0.137,-0.119
1698921500.275,-1.033,0.284,-0.306
1698921500.356,-1.184,0.509,-0.438
1698921500.436,-1.285,0.542,-0.349
1698921500.515,-1.307,0.434,-0.155
1698921500.595,-1.189,0.347,0.0
1698921500.676,-1.231,0.205,0.093
1698921500.757,-1.396,-0.05,0.181
1698921500.835,-1.319,-0.211,0.206
1698921500.918,-1.245,-0.184,0.197
1698921500.995,-1.398,-0.031,0.171
1698921501.075,-1.379,0.284,-0.16
1698921501.156,-1.205,0.781,-0.374
1698921501.235,-1.294,1.018,-0.488
1698921501.315,-1.568,0.785,-0.29
1698921501.396,-1.537,0.492,-0.053
1698921501.475,-1.318,0.322,0.059
1698921501.555,-1.278,-0.024,0.184
1698921501.636,-1.323,-0.334,0.283
1698921501.715,-1.327,-0.282,0.242
1698921501.795,-1.488,-0.138,0.193
1698921501.876,-1.685,0.07,0.079
1698921501.955,-1.514,0.225,-0.133
1698921502.035,-1.371,0.418,-0.422
1698921502.115,-1.343,0.907,-0.651
1698921502.196,-1.305,1.147,-0.542
1698921502.275,-1.586,0.928,-0.202
1698921502.358,-1.771,0.645,0.08
