ts,hr,conf
1698744285069.0,0,20
1698744285891.0,0,71
1698744286725.0,0,23
1698744287558.0,0,27
1698744288392.0,0,4
1698744289230.0,0,9
1698744290059.0,0,10
1698744290892.0,0,11
1698744293425.0,0,28
1698744294269.0,0,20
1698744295158.0,67,6
1698744296058.0,67,0
1698744297925.0,69,49
1698744298624.0,69,38
1698744299591.0,69,46
1698744300458.0,69,27
1698744301358.0,69,5
1698744302291.0,69,27
1698744303157.0,69,15
1698744304057.0,71,91
