ts,accGx,accGy,accGz
1698744283009.8792,-0.5372314453125,-0.77197265625,0.118408203125
1698744283041.1296,-0.5379638671875,-0.7843017578125,0.1224365234375
1698744283072.38,-0.5390625,-0.80322265625,0.1322021484375
1698744283103.6306,-0.550537109375,-0.8082275390625,0.127685546875
1698744283134.881,-0.56494140625,-0.810546875,0.1103515625
1698744283166.1318,-0.5657958984375,-0.80712890625,0.0899658203125
1698744283197.3823,-0.5546875,-0.80810546875,0.0628662109375
1698744283228.6328,-0.5482177734375,-0.8072509765625,0.030517578125
1698744283259.8833,-0.5513916015625,-0.80322265625,0.02197265625
1698744283291.1338,-0.5533447265625,-0.798828125,0.0439453125
1698744283322.3845,-0.5545654296875,-0.7978515625,0.06689453125
1698744283353.635,-0.5579833984375,-0.8050537109375,0.064208984375
1698744283384.8855,-0.5601806640625,-0.808349609375,0.047607421875
1698744283416.136,-0.558837890625,-0.8089599609375,0.0416259765625
1698744283447.3865,-0.55224609375,-0.806640625,0.0487060546875
1698744283478.637,-0.5411376953125,-0.7945556640625,0.065673828125
1698744283509.8877,-0.541259765625,-0.7867431640625,0.08056640625
1698744283541.138,-0.555419921875,-0.788818359375,0.07958984375
1698744283572.3884,-0.56787109375,-0.7957763671875,0.0706787109375
1698744283603.6392,-0.5697021484375,-0.8009033203125,0.06787109375
1698744283634.8896,-0.5596923828125,-0.810546875,0.0655517578125
1698744283666.14,-0.54443359375,-0.8338623046875,0.0518798828125
1698744283697.3906,-0.5352783203125,-0.8533935546875,0.03076171875
1698744283728.641,-0.53515625,-0.8543701171875,0.0172119140625
1698744283759.8916,-0.537841796875,-0.839599609375,0.019287109375
1698744283791.142,-0.544189453125,-0.82080078125,0.037353515625
1698744283822.3928,-0.5521240234375,-0.808837890625,0.052734375
1698744283853.6433,-0.552978515625,-0.8094482421875,0.05224609375
1698744283884.8938,-0.5478515625,-0.8189697265625,0.04443359375
1698744283916.1443,-0.5394287109375,-0.827880859375,0.038818359375
1698744283947.3948,-0.530029296875,-0.8323974609375,0.0364990234375
1698744283978.6453,-0.526123046875,-0.8367919921875,0.0330810546875
1698744284009.8958,-0.5306396484375,-0.833984375,0.03076171875
1698744284041.1462,-0.53955078125,-0.8232421875,0.0267333984375
1698744284072.397,-0.54541015625,-0.8114013671875,0.0250244140625
1698744284103.6477,-0.5479736328125,-0.809326171875,0.0321044921875
1698744284134.898,-0.550537109375,-0.8189697265625,0.039306640625
1698744284166.1484,-0.5469970703125,-0.825439453125,0.0421142578125
1698744284197.399,-0.53857421875,-0.826904296875,0.0445556640625
1698744284228.6494,-0.53564453125,-0.8297119140625,0.04296875
1698744284259.9,-0.5379638671875,-0.832763671875,0.0401611328125
1698744284291.1506,-0.5426025390625,-0.8311767578125,0.040283203125
1698744284322.4011,-0.546875,-0.825927734375,0.0394287109375
1698744284353.6516,-0.54345703125,-0.824462890625,0.0382080078125
1698744284384.902,-0.53564453125,-0.828857421875,0.038818359375
1698744284416.1526,-0.530029296875,-0.830322265625,0.042236328125
1698744284447.403,-0.529296875,-0.82470703125,0.044677734375
1698744284478.6536,-0.5283203125,-0.8182373046875,0.0494384765625
1698744284509.904,-0.51953125,-0.822998046875,0.0565185546875
1698744284541.1548,-0.5238037109375,-0.8411865234375,0.0469970703125
1698744284572.4053,-0.5369873046875,-0.849365234375,0.031982421875
1698744284603.6558,-0.5401611328125,-0.838134765625,0.0357666015625
1698744284634.9062,-0.541259765625,-0.8243408203125,0.0438232421875
1698744284666.1567,-0.536865234375,-0.8216552734375,0.0421142578125
1698744284697.4072,-0.529052734375,-0.8309326171875,0.0374755859375
1698744284728.6577,-0.525634765625,-0.84033203125,0.03466796875
1698744284759.9084,-0.528564453125,-0.83935546875,0.0313720703125
1698744284791.159,-0.5302734375,-0.8336181640625,0.033203125
1698744284822.4094,-0.527099609375,-0.8350830078125,0.0374755859375
1698744284853.66,-0.526611328125,-0.84326171875,0.0347900390625
1698744284884.9104,-0.5335693359375,-0.8565673828125,0.0262451171875
1698744284916.161,-0.538818359375,-0.861083984375,0.0242919921875
1698744284947.4114,-0.5382080078125,-0.8565673828125,0.03466796875
1698744284978.662,-0.5391845703125,-0.84619140625,0.0423583984375
1698744285009.9126,-0.538818359375,-0.828857421875,0.0433349609375
1698744285041.163,-0.543701171875,-0.82861328125,0.04296875
1698744285072.4136,-0.55322265625,-0.8328857421875,0.0443115234375
1698744285103.664,-0.5623779296875,-0.8282470703125,0.0494384765625
1698744285134.9146,-0.5753173828125,-0.8111572265625,0.056396484375
1698744285166.165,-0.583984375,-0.7637939453125,0.07958984375
1698744285197.4155,-0.58154296875,-0.725341796875,0.114013671875
1698744285228.6665,-0.5728759765625,-0.7203369140625,0.1400146484375
1698744285259.9167,-0.5594482421875,-0.732421875,0.1568603515625
1698744285291.1672,-0.5496826171875,-0.75439453125,0.153076171875
1698744285322.4175,-0.5478515625,-0.7745361328125,0.1312255859375
1698744285353.6682,-0.5477294921875,-0.7901611328125,0.110107421875
1698744285384.9187,-0.5499267578125,-0.8001708984375,0.10205078125
1698744285416.1692,-0.555908203125,-0.8116455078125,0.104248046875
1698744285447.4197,-0.5640869140625,-0.81884765625,0.103271484375
1698744285478.6704,-0.568359375,-0.815185546875,0.1058349609375
1698744285509.921,-0.5657958984375,-0.806640625,0.11474609375
1698744285541.1714,-0.564697265625,-0.805419921875,0.1151123046875
1698744285572.422,-0.56201171875,-0.8079833984375,0.110107421875
1698744285603.6724,-0.556396484375,-0.809326171875,0.1085205078125
1698744285634.9229,-0.5550537109375,-0.80615234375,0.1082763671875
1698744285666.173,-0.5556640625,-0.7974853515625,0.105712890625
1698744285697.424,-0.5574951171875,-0.7945556640625,0.0986328125
1698744285728.6746,-0.5550537109375,-0.7991943359375,0.0987548828125
1698744285759.925,-0.5521240234375,-0.806884765625,0.104736328125
1698744285791.1755,-0.5556640625,-0.805419921875,0.105712890625
1698744285822.426,-0.555908203125,-0.802001953125,0.1033935546875
1698744285853.6765,-0.5555419921875,-0.8056640625,0.0997314453125
1698744285884.927,-0.5594482421875,-0.805908203125,0.09716796875
1698744285916.1775,-0.5604248046875,-0.8021240234375,0.0989990234375
1698744285947.4282,-0.559326171875,-0.8013916015625,0.103515625
1698744285978.6787,-0.55419921875,-0.8017578125,0.1072998046875
1698744286009.9292,-0.5521240234375,-0.8013916015625,0.10595703125
1698744286041.1797,-0.5594482421875,-0.801025390625,0.099609375
1698744286072.4302,-0.5609130859375,-0.8018798828125,0.0999755859375
1698744286103.681,-0.5609130859375,-0.80517578125,0.10302734375
1698744286134.9312,-0.5621337890625,-0.8038330078125,0.101806640625
1698744286166.182,-0.556640625,-0.7998046875,0.10400390625
1698744286197.4324,-0.5546875,-0.798095703125,0.1033935546875
1698744286228.6829,-0.5579833984375,-0.7923583984375,0.10107421875
1698744286259.933,-0.5560302734375,-0.7900390625,0.10693359375
1698744286291.1838,-0.556884765625,-0.7978515625,0.107421875
1698744286322.4343,-0.5640869140625,-0.8035888671875,0.0982666015625
1698744286353.6848,-0.564453125,-0.8028564453125,0.099365234375
1698744286384.9353,-0.5594482421875,-0.8048095703125,0.1072998046875
1698744286416.186,-0.5623779296875,-0.8060302734375,0.1019287109375
1698744286447.4363,-0.567626953125,-0.79833984375,0.09423828125
1698744286478.687,-0.5628662109375,-0.7935791015625,0.1019287109375
1698744286509.9375,-0.55517578125,-0.7977294921875,0.110595703125
1698744286541.188,-0.555419921875,-0.8028564453125,0.10302734375
1698744286572.4385,-0.560546875,-0.80224609375,0.09228515625
1698744286603.689,-0.55908203125,-0.7984619140625,0.1002197265625
1698744286634.9397,-0.555419921875,-0.80078125,0.1104736328125
1698744286666.1902,-0.5572509765625,-0.8065185546875,0.10498046875
1698744286697.441,-0.55859375,-0.8072509765625,0.0997314453125
1698744286728.6912,-0.5594482421875,-0.8050537109375,0.101318359375
1698744286759.9417,-0.563232421875,-0.802490234375,0.1025390625
1698744286791.192,-0.563232421875,-0.798583984375,0.1044921875
1698744286822.4426,-0.55908203125,-0.7982177734375,0.1075439453125
1698744286853.693,-0.5557861328125,-0.79931640625,0.1077880859375
1698744286884.9438,-0.5545654296875,-0.7989501953125,0.1051025390625
1698744286916.1943,-0.5555419921875,-0.7982177734375,0.103271484375
1698744286947.4448,-0.5577392578125,-0.798828125,0.10546875
1698744286978.6953,-0.558837890625,-0.8018798828125,0.1083984375
1698744287009.9458,-0.55859375,-0.8052978515625,0.1063232421875
1698744287041.1963,-0.5557861328125,-0.8038330078125,0.1051025390625
1698744287072.4468,-0.5592041015625,-0.797119140625,0.1060791015625
1698744287103.6975,-0.5679931640625,-0.7867431640625,0.107177734375
1698744287134.948,-0.560546875,-0.784912109375,0.1171875
1698744287166.1985,-0.533203125,-0.7835693359375,0.13916015625
1698744287197.449,-0.510009765625,-0.7506103515625,0.13916015625
1698744287228.6997,-0.52294921875,-0.791015625,0.104248046875
1698744287259.95,-0.5665283203125,-0.875,0.06005859375
1698744287291.2004,-0.5843505859375,-0.8599853515625,0.012451171875
1698744287322.451,-0.5712890625,-0.807861328125,-0.0155029296875
1698744287353.7017,-0.5606689453125,-0.807373046875,-0.010986328125
1698744287384.952,-0.55859375,-0.83447265625,0.0040283203125
1698744287416.2026,-0.562255859375,-0.83935546875,0.01513671875
1698744287447.4531,-0.559326171875,-0.8309326171875,0.02001953125
1698744287478.7036,-0.5537109375,-0.8218994140625,0.0189208984375
1698744287509.954,-0.554931640625,-0.814697265625,0.0135498046875
1698744287541.2046,-0.55126953125,-0.81591796875,0.01806640625
1698744287572.455,-0.5399169921875,-0.8167724609375,0.0538330078125
1698744287603.7058,-0.5343017578125,-0.7928466796875,0.1114501953125
1698744287634.9563,-0.5478515625,-0.7564697265625,0.1505126953125
1698744287666.2068,-0.5762939453125,-0.701904296875,0.1639404296875
1698744287697.4573,-0.57958984375,-0.655029296875,0.1181640625
1698744287728.7078,-0.5611572265625,-0.6966552734375,-0.0318603515625
1698744287759.9585,-0.5560302734375,-0.745361328125,-0.1925048828125
1698744287791.2087,-0.5650634765625,-0.7344970703125,-0.3013916015625
1698744287822.4597,-0.593505859375,-0.696533203125,-0.4061279296875
1698744287853.71,-0.588623046875,-0.664794921875,-0.4659423828125
1698744287884.9604,-0.501708984375,-0.6807861328125,-0.4840087890625
1698744287916.211,-0.40966796875,-0.7510986328125,-0.5438232421875
1698744287947.4614,-0.361328125,-0.8023681640625,-0.56982421875
1698744287978.712,-0.347412109375,-0.7236328125,-0.52490234375
1698744288009.9624,-0.3768310546875,-0.6317138671875,-0.53955078125
1698744288041.2131,-0.4219970703125,-0.6519775390625,-0.59912109375
1698744288072.4636,-0.443359375,-0.6949462890625,-0.57177734375
1698744288103.714,-0.4300537109375,-0.746826171875,-0.504150390625
1698744288134.9646,-0.4521484375,-0.75634765625,-0.525634765625
1698744288166.215,-0.456298828125,-0.7493896484375,-0.543212890625
1698744288197.4656,-0.43603515625,-0.76171875,-0.5145263671875
1698744288228.716,-0.4388427734375,-0.7186279296875,-0.4901123046875
1698744288259.9666,-0.395263671875,-0.6986083984375,-0.4267578125
1698744288291.2173,-0.3291015625,-0.7584228515625,-0.3514404296875
1698744288322.4678,-0.259521484375,-0.820068359375,-0.332763671875
1698744288353.7185,-0.1650390625,-0.7886962890625,-0.3726806640625
1698744288384.9688,-0.065185546875,-0.7249755859375,-0.4794921875
1698744288416.2192,0.034423828125,-0.69482421875,-0.6549072265625
1698744288447.4695,0.165771484375,-0.76904296875,-0.8128662109375
1698744288478.7202,0.308837890625,-0.8428955078125,-0.89208984375
1698744288509.971,0.4466552734375,-0.805908203125,-0.90380859375
