timestamp,accGGx,accGGy,accGGz
1698673399.064,0.318,0.734,0.519
1698673399.141,0.319,0.752,0.559
1698673399.221,0.292,0.769,0.57
1698673399.303,0.304,0.781,0.588
1698673399.381,0.301,0.788,0.595
1698673399.461,0.275,0.787,0.62
1698673399.542,0.259,0.782,0.638
1698673399.621,0.239,0.778,0.635
1698673399.701,0.238,0.786,0.634
1698673399.781,0.244,0.779,0.639
1698673399.861,0.245,0.786,0.625
1698673399.941,0.256,0.818,0.604
1698673400.021,0.283,0.848,0.58
1698673400.101,0.279,0.851,0.586
1698673400.181,0.284,0.784,0.57
1698673400.261,0.318,0.738,0.557
1698673400.342,0.355,0.741,0.56
1698673400.421,0.373,0.748,0.553
1698673400.501,0.379,0.773,0.551
1698673400.581,0.378,0.8,0.56
1698673400.661,0.389,0.797,0.568
1698673400.741,0.392,0.782,0.561
1698673400.821,0.384,0.772,0.553
1698673400.904,0.383,0.774,0.557
1698673400.981,0.38,0.782,0.558
1698673401.061,0.38,0.782,0.561
1698673401.142,0.376,0.775,0.568
1698673401.221,0.369,0.775,0.567
1698673401.304,0.367,0.776,0.565
1698673401.381,0.365,0.781,0.558
1698673401.461,0.34,0.736,0.542
1698673401.541,0.321,0.711,0.54
1698673401.621,0.331,0.752,0.549
1698673401.701,0.339,0.777,0.56
1698673401.781,0.348,0.782,0.574
1698673401.861,0.354,0.783,0.569
1698673401.941,0.352,0.791,0.56
1698673402.021,0.349,0.793,0.578
1698673402.101,0.351,0.784,0.574
1698673402.181,0.355,0.781,0.567
1698673402.262,0.354,0.779,0.57
1698673402.341,0.358,0.79,0.572
1698673402.421,0.362,0.801,0.569
1698673402.501,0.355,0.79,0.568
1698673402.58,0.351,0.786,0.566
1698673402.66,0.36,0.786,0.568
1698673402.741,0.432,0.791,0.601
1698673402.82,0.46,0.784,0.614
1698673402.901,0.411,0.755,0.589
1698673402.982,0.402,0.74,0.615
1698673403.06,0.412,0.768,0.685
1698673403.143,0.423,0.792,0.748
1698673403.221,0.443,0.806,0.748
1698673403.3,0.448,0.806,0.652
1698673403.383,0.409,0.768,0.439
1698673403.461,0.402,0.709,0.216
1698673403.54,0.451,0.69,0.032
1698673403.62,0.516,0.716,-0.076
1698673403.701,0.577,0.743,-0.051
1698673403.78,0.594,0.763,-0.036
1698673403.86,0.605,0.821,-0.089
1698673403.94,0.602,0.832,-0.12
1698673404.02,0.602,0.807,-0.17
1698673404.1,0.645,0.797,-0.19
1698673404.18,0.695,0.741,-0.194
1698673404.26,0.715,0.686,-0.206
1698673404.34,0.721,0.689,-0.226
1698673404.42,0.712,0.66,-0.267
1698673404.5,0.722,0.618,-0.324
1698673404.58,0.808,0.734,-0.28
1698673404.66,0.882,0.736,-0.093
1698673404.74,0.84,0.609,0.067
1698673404.821,0.788,0.627,0.108
1698673404.9,0.765,0.692,0.065
1698673404.983,0.74,0.725,0.005
1698673405.06,0.68,0.713,-0.054
1698673405.14,0.611,0.726,-0.121
1698673405.222,0.584,0.71,-0.165
1698673405.3,0.624,0.688,-0.194
1698673405.383,0.72,0.701,-0.222
1698673405.46,0.764,0.672,-0.257
1698673405.54,0.778,0.678,-0.294
1698673405.62,0.786,0.672,-0.323
1698673405.7,0.756,0.629,-0.33
1698673405.78,0.731,0.666,-0.263
1698673405.86,0.732,0.712,-0.243
1698673405.94,0.709,0.704,-0.249
1698673406.02,0.688,0.695,-0.247
1698673406.1,0.784,0.732,-0.225
1698673406.18,0.826,0.761,-0.207
1698673406.26,0.738,0.763,-0.214
1698673406.34,0.698,0.767,-0.229
1698673406.42,0.686,0.753,-0.235
1698673406.5,0.682,0.734,-0.235
1698673406.58,0.669,0.736,-0.226
1698673406.66,0.656,0.755,-0.214
1698673406.74,0.645,0.765,-0.201
1698673406.82,0.629,0.768,-0.193
1698673406.9,0.627,0.788,-0.18
1698673406.98,0.631,0.805,-0.154
1698673407.061,0.627,0.818,-0.131
1698673407.14,0.62,0.837,-0.111
1698673407.222,0.616,0.805,-0.107
1698673407.3,0.584,0.762,-0.172
1698673407.38,0.533,0.757,-0.182
1698673407.46,0.488,0.808,-0.094
1698673407.54,0.443,0.92,0.161
1698673407.62,0.435,0.832,0.54
1698673407.7,0.488,0.824,0.57
