timestamp,alpha,beta,gamma,acc,heading
1698673404.176,359.42547006306665,37.01480658104686,1.7162384206000385,-1.0,
1698673404.192,359.4942924827735,37.069027408220876,1.6233868074677822,47.32018280029297,114.6563491821289
1698673404.21,359.5726333471149,37.13585807212128,1.4941488713173883,47.32018280029297,114.6563491821289
1698673404.225,359.68168980520966,37.20637319274133,1.3068794091910563,47.32018280029297,114.6563491821289
1698673404.242,359.7392617593588,37.24183155919219,1.2201589731815692,47.32018280029297,114.6563491821289
1698673404.259,359.77418057424995,37.28148336870593,1.2095241672655075,47.32018280029297,114.6563491821289
1698673404.276,359.1710838820979,35.12460654665091,2.3280936256549314,47.32018280029297,114.6563491821289
1698673404.293,359.5092515814514,35.496592495565075,1.7952138568228744,47.32018280029297,114.6563491821289
1698673404.31,359.6984569810479,35.63055027271869,1.4991382601759775,47.32018280029297,114.6563491821289
1698673404.326,0.007307141627185242,35.84982380072045,0.9953809414042964,47.32018280029297,114.6563491821289
1698673404.343,0.17585386061637126,36.11892589667823,0.7343324853087787,47.32018280029297,114.6563491821289
1698673404.358,0.20760575512500012,36.21190388438837,0.7276394039846015,47.32018280029297,114.6563491821289
1698673404.376,0.2165219268104359,36.30155199869728,0.7630838796677534,47.32018280029297,114.6563491821289
1698673404.392,0.22108850532334912,36.357133439732735,0.738513982871163,47.32018280029297,114.6563491821289
1698673404.409,0.21731373519486358,36.38766747851057,0.6890829527484236,47.32018280029297,114.6563491821289
1698673404.426,0.29147873074499825,36.450907062084994,0.5193771424476864,47.32018280029297,114.6563491821289
1698673404.442,0.40813821973461034,36.50075672704844,0.34798859014701344,47.32018280029297,114.6563491821289
1698673404.458,0.447276838764799,36.49611944501359,0.31661625270992205,47.32018280029297,114.6563491821289
1698673404.476,0.479952120872153,36.46465695624182,0.2614182989673668,47.32018280029297,114.6563491821289
1698673404.492,0.471786251329143,36.49842953463367,0.24462381994606697,47.32018280029297,114.6563491821289
1698673404.509,0.4540370286460614,36.66316785733703,0.21947994868282597,47.32018280029297,114.6563491821289
1698673404.525,0.4620843750102251,36.764324034580085,0.17819827892757642,47.32018280029297,114.6563491821289
1698673404.542,0.5076067375050113,36.85466097751535,0.08127425268289584,47.32018280029297,114.6563491821289
1698673404.559,0.5380277811135669,36.85211480016291,-0.030964829700036643,47.32018280029297,114.6563491821289
1698673404.575,0.5585164187741873,36.857360590572085,-0.0930259072274804,47.32018280029297,114.6563491821289
1698673404.592,0.5938033189552262,36.89532085703035,-0.1545133919335276,47.32018280029297,114.6563491821289
1698673404.609,0.6810401963232215,36.93110286041987,-0.27976472498168337,47.32018280029297,114.6563491821289
1698673404.626,0.8358534922074584,36.858552281270995,-0.5094702615482023,47.32018280029297,114.6563491821289
1698673404.642,1.1262371396015167,36.71755332449268,-0.9492189718922726,47.32018280029297,114.6563491821289
1698673404.659,1.6248370656929993,36.48166421181687,-1.662594302936013,47.32018280029297,114.6563491821289
1698673404.676,2.020744623388226,36.39083045258122,-2.1895900378893014,38.09674835205078,113.59513092041016
1698673404.692,2.370076154207741,36.39673042420184,-2.6425960490975875,38.09674835205078,113.59513092041016
1698673404.709,2.679480960816877,36.457910489471374,-3.093393925879798,38.09674835205078,113.59513092041016
1698673404.726,2.7870462988837144,36.51956460042065,-3.3080846665379653,38.09674835205078,113.59513092041016
1698673404.743,2.777827024059476,36.61713996905571,-3.3506288182341177,38.09674835205078,113.59513092041016
1698673404.759,2.539052583627585,36.9545425219944,-3.025061524639412,38.09674835205078,113.59513092041016
1698673404.775,2.2274802906353637,37.41551182668906,-2.5946003303009473,38.09674835205078,113.59513092041016
1698673404.792,1.7313443783045477,38.10492808617402,-2.1971906222907838,38.09674835205078,113.59513092041016
1698673404.809,1.3426546654257792,38.57095815022145,-2.261023839778427,38.09674835205078,113.59513092041016
1698673404.826,0.8638168651296438,39.0053002659041,-2.492829643567864,38.09674835205078,113.59513092041016
1698673404.844,359.90988868275423,39.7387168738278,-2.756820942746249,38.09674835205078,113.59513092041016
1698673404.859,358.9528879008182,40.470865509756294,-2.839789978094519,38.02738571166992,115.46002197265625
1698673404.876,357.8145473534748,41.29980408593631,-2.802641984505197,38.02739715576172,116.76692199707031
1698673404.892,356.11578258523934,42.321292715478975,-2.742775503315973,38.02740478515625,118.32378387451172
1698673404.909,354.7114589795484,42.86625689353256,-2.6975210657403577,38.02740478515625,120.07606506347656
1698673404.925,353.12987096767824,43.17782245288014,-2.6424944618155783,30.487878799438477,124.03321838378906
1698673404.943,350.5580011392051,43.469171744617114,-2.4201495663283796,27.614177703857422,126.68714141845703
1698673404.959,348.34989447367445,43.82162416507479,-1.9599494512689852,27.614177703857422,126.68714141845703
1698673404.976,346.1854968254998,44.402128927864844,-1.3029088406323983,25.99030876159668,129.1954803466797
1698673404.993,343.5182044339541,45.234840245452666,-0.28977279048638666,24.913042068481445,131.4431610107422
1698673405.009,341.4481934785804,45.92934935897674,0.6872401514704684,24.131868362426758,133.33966064453125
1698673405.026,339.11314362646243,46.76445823009434,1.6995144212007225,23.5322208404541,135.38987731933594
1698673405.042,335.52436783275215,48.286661700177746,3.652435063769463,23.053302764892578,137.79945373535156
1698673405.059,332.7174681923618,49.78465389290128,5.9976471445346,23.053302764892578,137.79945373535156
1698673405.076,330.1057253681525,51.413271291900124,8.946410367347626,22.659460067749023,139.7980194091797
1698673405.092,326.9266903893215,53.613010687798514,13.192525217469925,22.328224182128906,140.81443786621094
1698673405.109,324.3039254996021,55.156275686846385,16.413441413551894,22.328224182128906,140.81443786621094
1698673405.126,321.4634993618005,56.50687590374024,19.47478005271514,21.798330307006836,142.18528747558594
1698673405.142,317.5569094260464,57.95256562020478,23.534790724595517,21.581802368164062,143.1990966796875
1698673405.159,314.65913095185454,58.676391564611706,26.353042895047377,21.581802368164062,143.1990966796875
1698673405.175,311.8241964604002,59.17560388400911,28.734053937640716,21.3895263671875,144.36402893066406
1698673405.192,308.3857321620926,59.94669117458513,31.63574592835376,21.21707534790039,145.84719848632812
1698673405.209,305.7354449594047,60.790577462996566,34.16232785168409,21.061410903930664,146.93875122070312
1698673405.226,302.35401911581715,61.74485883361479,37.54611262877033,21.061410903930664,146.93875122070312
1698673405.242,296.54157089891066,62.661265127054236,43.538990100222534,20.79086685180664,148.96237182617188
1698673405.259,292.28839866011765,62.811031731992564,47.92091076654585,20.79086685180664,148.96237182617188
1698673405.275,288.84691536472803,62.65819570375763,51.374818128191315,20.67236328125,150.39012145996094
1698673405.292,284.6854616747423,62.491342766333695,55.25417085391812,20.563087463378906,151.7506866455078
1698673405.309,280.7972394535028,62.436559690913484,58.412786517848936,20.461891174316406,153.2395477294922
1698673405.326,276.2532475831291,62.25418434041037,61.619719219439624,20.367834091186523,155.81532287597656
1698673405.342,270.841429241297,61.901981688461454,65.39392081189439,20.280122756958008,158.74752807617188
1698673405.359,267.73599638078326,61.60110125848444,67.8078974509228,20.198074340820312,160.74745178222656
1698673405.376,264.99951826740494,61.2718651093877,70.1259622249662,20.198074340820312,160.74745178222656
1698673405.393,261.19041166562806,60.9310262141299,73.20984536264812,20.12110137939453,162.24415588378906
1698673405.409,258.1314868352624,60.82283936383166,74.96877315162548,20.048702239990234,163.98385620117188
1698673405.425,255.11867323971126,60.863684596979446,76.3140113228665,20.048583984375,166.54832458496094
