ts,abs,alpha,beta,gamma
1698419233011.0,False,66.3,85.4,21.3
1698419233026.0,False,66.3,85.5,21.400000000000002
1698419233059.0,False,66.0,85.60000000000001,21.700000000000003
1698419233075.0,False,65.60000000000001,85.60000000000001,22.1
1698419233092.0,False,65.4,85.60000000000001,22.3
1698419233109.0,False,65.3,85.7,22.400000000000002
1698419233125.0,False,65.10000000000001,85.7,22.6
1698419233142.0,False,64.9,85.7,22.8
1698419233194.0,False,64.7,85.7,23.0
1698419233226.0,False,64.60000000000001,85.60000000000001,23.1
1698419233243.0,False,64.5,85.7,23.200000000000003
1698419233276.0,False,64.3,85.7,23.400000000000002
1698419233309.0,False,64.4,85.7,23.400000000000002
1698419233326.0,False,64.4,85.7,23.3
1698419233343.0,False,64.2,85.80000000000001,23.6
1698419233360.0,False,64.0,85.80000000000001,23.8
1698419233376.0,False,63.900000000000006,85.80000000000001,23.900000000000002
1698419233392.0,False,63.6,85.80000000000001,24.3
1698419233425.0,False,63.300000000000004,85.80000000000001,24.6
1698419233476.0,False,63.400000000000006,85.80000000000001,24.5
1698419233492.0,False,63.7,85.80000000000001,24.200000000000003
1698419233559.0,False,63.800000000000004,85.80000000000001,24.1
1698419233576.0,False,63.900000000000006,85.7,24.0
1698419233594.0,False,64.2,85.7,23.8
1698419233609.0,False,64.3,85.7,23.6
1698419233626.0,False,64.8,85.7,23.1
1698419233643.0,False,65.60000000000001,85.7,22.3
1698419233659.0,False,66.2,85.7,21.700000000000003
1698419233676.0,False,67.60000000000001,85.7,20.400000000000002
1698419233692.0,False,69.2,85.7,18.900000000000002
1698419233710.0,False,71.0,85.60000000000001,17.3
1698419233726.0,False,71.8,85.60000000000001,16.5
1698419233743.0,False,73.4,85.60000000000001,15.0
1698419233760.0,False,74.7,85.5,13.700000000000001
1698419233775.0,False,75.2,85.5,13.3
1698419233792.0,False,76.5,85.4,11.9
1698419233809.0,False,77.2,85.4,11.100000000000001
1698419233827.0,False,77.30000000000001,85.4,10.9
1698419233843.0,False,76.7,85.4,11.4
1698419233859.0,False,76.0,85.4,12.0
1698419233876.0,False,74.5,85.4,13.3
1698419233894.0,False,73.2,85.4,14.5
1698419233910.0,False,71.7,85.5,15.8
1698419233925.0,False,71.0,85.5,16.400000000000002
1698419233943.0,False,70.10000000000001,85.60000000000001,17.3
1698419233959.0,False,69.9,85.7,17.5
1698419233976.0,False,70.10000000000001,85.7,17.3
1698419233992.0,False,70.60000000000001,85.7,16.8
1698419234008.0,False,71.2,85.7,16.3
1698419234025.0,False,71.4,85.7,16.1
1698419234042.0,False,71.60000000000001,85.7,16.1
1698419234059.0,False,71.3,85.7,16.5
1698419234075.0,False,71.10000000000001,85.7,16.7
1698419234093.0,False,70.7,85.7,17.1
1698419234109.0,False,70.3,85.7,17.5
1698419234128.0,False,70.0,85.80000000000001,17.7
1698419234143.0,False,69.60000000000001,85.7,18.1
1698419234160.0,False,69.4,85.7,18.3
1698419234176.0,False,69.3,85.7,18.3
1698419234210.0,False,69.10000000000001,85.60000000000001,18.400000000000002
1698419234226.0,False,69.10000000000001,85.5,18.3
1698419234243.0,False,69.0,85.5,18.2
1698419234259.0,False,68.9,85.4,18.3
1698419234277.0,False,68.9,85.30000000000001,18.2
1698419234297.0,False,69.0,85.30000000000001,18.0
1698419234308.0,False,69.60000000000001,85.30000000000001,17.5
1698419234325.0,False,70.2,85.2,16.900000000000002
1698419234343.0,False,70.5,85.10000000000001,16.7
1698419234359.0,False,70.8,85.10000000000001,16.400000000000002
1698419234376.0,False,71.0,85.0,16.400000000000002
1698419234409.0,False,70.8,85.0,16.7
1698419234425.0,False,70.4,85.0,17.3
1698419234442.0,False,70.10000000000001,84.9,17.6
1698419234458.0,False,69.7,84.9,18.2
1698419234475.0,False,69.3,84.9,18.6
1698419234492.0,False,69.10000000000001,84.9,18.900000000000002
1698419234508.0,False,68.8,84.9,19.1
1698419234525.0,False,68.5,84.9,19.5
1698419234542.0,False,68.3,84.9,19.700000000000003
1698419234558.0,False,68.0,84.9,19.900000000000002
1698419234609.0,False,67.9,84.80000000000001,20.1
1698419234643.0,False,68.0,84.80000000000001,20.0
1698419234659.0,False,68.2,84.80000000000001,19.8
1698419234676.0,False,68.5,84.80000000000001,19.6
1698419234692.0,False,68.60000000000001,84.80000000000001,19.5
1698419234725.0,False,68.8,84.80000000000001,19.3
1698419234776.0,False,68.7,84.80000000000001,19.400000000000002
1698419234843.0,False,68.60000000000001,84.7,19.400000000000002
1698419234876.0,False,68.7,84.7,19.3
1698419234892.0,False,68.60000000000001,84.7,19.400000000000002
1698419234909.0,False,68.5,84.7,19.400000000000002
1698419234959.0,False,68.3,84.7,19.5
1698419234992.0,False,68.2,84.80000000000001,19.5
1698419235010.0,False,68.2,84.80000000000001,19.6
1698419235027.0,False,68.0,84.80000000000001,19.700000000000003
1698419235076.0,False,68.0,84.80000000000001,19.6
1698419235094.0,False,68.0,84.80000000000001,19.5
1698419235110.0,False,68.10000000000001,84.80000000000001,19.5
1698419235126.0,False,68.2,84.80000000000001,19.3
1698419235159.0,False,68.4,84.80000000000001,19.200000000000003
1698419235176.0,False,68.4,84.9,19.1
1698419235209.0,False,68.60000000000001,84.9,18.900000000000002
1698419235259.0,False,68.5,85.0,19.0
1698419235275.0,False,68.5,85.0,19.1
1698419235309.0,False,68.5,85.10000000000001,19.200000000000003
1698419235325.0,False,68.5,85.10000000000001,19.1
1698419235342.0,False,68.60000000000001,85.10000000000001,19.1
1698419235376.0,False,68.5,85.10000000000001,19.200000000000003
1698419235411.0,False,68.60000000000001,85.10000000000001,19.200000000000003
1698419235443.0,False,68.7,85.2,19.1
1698419235475.0,False,68.60000000000001,85.2,19.200000000000003
1698419235492.0,False,68.5,85.2,19.400000000000002
1698419235526.0,False,68.3,85.2,19.700000000000003
1698419235543.0,False,68.10000000000001,85.2,19.900000000000002
