ts,alpha,beta,gamma
1698419253051.0,205,28,512
1698419253129.0,223,59,514
1698419253212.0,226,75,516
1698419253289.0,248,101,535
1698419253369.0,245,155,550
1698419253451.0,220,207,560
1698419253529.0,219,214,554
1698419253611.0,240,198,559
1698419253689.0,227,161,548
1698419253769.0,223,119,531
1698419253850.0,211,81,540
1698419253929.0,180,73,542
1698419254011.0,158,30,543
1698419254089.0,144,12,514
1698419254169.0,161,17,504
1698419254250.0,176,45,526
1698419254329.0,193,82,536
1698419254412.0,183,149,570
1698419254489.0,182,212,576
1698419254569.0,169,239,580
1698419254650.0,176,234,580
1698419254728.0,190,195,566
1698419254811.0,208,137,567
1698419254889.0,183,90,556
1698419254968.0,164,67,558
1698419255049.0,147,38,548
1698419255129.0,127,13,541
1698419255208.0,127,-17,535
1698419255288.0,150,-71,541
1698419255369.0,225,-41,524
1698419255449.0,277,77,544
1698419255528.0,283,181,555
1698419255609.0,269,254,569
1698419255688.0,241,246,563
1698419255768.0,272,226,541
1698419255849.0,286,142,528
1698419255928.0,246,47,508
1698419256008.0,181,-20,489
1698419256088.0,154,-41,468
1698419256168.0,147,-40,466
1698419256249.0,171,-32,469
1698419256328.0,215,16,465
1698419256408.0,262,49,487
1698419256488.0,304,135,524
1698419256569.0,275,247,558
1698419256648.0,242,315,563
1698419256728.0,206,337,574
1698419256809.0,242,309,565
1698419256888.0,285,264,546
1698419256968.0,301,163,513
1698419257048.0,299,99,503
1698419257128.0,265,53,472
1698419257208.0,258,45,461
1698419257288.0,253,23,451
1698419257368.0,269,50,460
1698419257448.0,299,84,476
1698419257529.0,317,134,502
1698419257608.0,310,191,542
1698419257688.0,303,251,558
1698419257769.0,289,266,559
1698419257848.0,310,275,562
1698419257928.0,321,208,548
1698419258008.0,322,152,524
1698419258088.0,294,69,520
1698419258168.0,272,16,500
1698419258248.0,251,-35,472
1698419258328.0,258,-23,461
1698419258408.0,296,10,475
1698419258488.0,314,43,481
1698419258568.0,341,99,504
1698419258648.0,347,183,541
1698419258728.0,331,256,570
1698419258808.0,312,299,569
1698419258888.0,344,285,575
1698419258971.0,367,221,551
1698419259048.0,357,119,530
1698419259128.0,330,30,513
1698419259208.0,295,-22,495
1698419259288.0,266,-57,489
1698419259371.0,275,-57,463
1698419259448.0,316,-24,470
1698419259528.0,349,32,488
1698419259608.0,371,110,523
1698419259688.0,366,190,565
1698419259770.0,330,281,588
1698419259848.0,318,296,605
1698419259928.0,312,301,601
1698419260008.0,335,283,578
1698419260088.0,344,189,565
1698419260170.0,358,93,537
1698419260248.0,313,15,521
1698419260328.0,267,-57,499
1698419260408.0,256,-46,484
1698419260488.0,268,-29,503
1698419260570.0,307,8,500
1698419260648.0,323,51,512
1698419260727.0,346,139,548
1698419260807.0,324,235,575
1698419260888.0,293,271,593
1698419261070.0,299,291,575
1698419261128.0,335,220,569
1698419261207.0,327,132,547
1698419261287.0,291,48,527
1698419261371.0,254,-36,501
1698419261484.0,248,-44,494
1698419261527.0,249,-46,489
1698419261611.0,278,-19,498
1698419261687.0,315,24,494
1698419261770.0,337,92,526
1698419261935.0,326,164,565
1698419261940.0,300,236,578
1698419262204.0,275,283,594
1698419262210.0,311,264,575
1698419262354.0,323,181,555
1698419262359.0,307,111,544
1698419262414.0,298,56,550
1698419262487.0,275,16,515
1698419262570.0,263,-1,501
1698419262647.0,268,4,511
1698419262727.0,268,17,527
1698419262809.0,288,60,526
1698419262887.0,306,114,562
1698419263074.0,301,188,567
1698419263080.0,269,265,574
1698419263138.0,263,295,589
1698419263404.0,250,306,586
1698419263410.0,298,159,550
1698419263824.0,284,62,527
1698419263832.0,282,61,545
1698419264010.0,292,121,560
1698419266974.0,304,154,552
1698419266980.0,299,99,524
1698419267190.0,304,103,515
1698419267334.0,314,124,513
1698419267340.0,332,118,498
1698419267544.0,346,138,493
1698419267550.0,331,169,499
1698419268145.0,343,169,503
1698419268150.0,306,84,484
1698419269378.0,318,149,504
1698419269765.0,331,226,513
1698419269770.0,-137,496,528
1698419269861.0,-196,465,546
1698419269928.0,-193,428,563
1698419270007.0,-196,433,572
1698419270086.0,-193,434,575
1698419270168.0,-196,431,567
1698419270246.0,-193,441,565
1698419270328.0,-196,427,574
1698419270406.0,-188,435,559
1698419270486.0,-185,436,560
1698419270568.0,-190,435,564
1698419270646.0,-198,428,564
1698419270729.0,-201,452,559
1698419270806.0,-150,461,555
1698419270886.0,4,511,534
1698419270968.0,183,471,487
1698419271046.0,276,381,455
