ts,alpha,beta,gamma,heading,acc
1698419238175.0,359.5979926180874,13.030071095215717,3.6225110977833306,147.66091918945312,47.179649353027344
1698419238191.0,359.63310399801384,13.041613674133462,3.5902738255424986,147.66091918945312,47.179649353027344
1698419238208.0,359.659705262835,13.020206341878987,3.5294745418644693,147.66091918945312,47.179649353027344
1698419238224.0,359.6446051488425,13.034942118624329,3.5163105107213917,147.66091918945312,47.179649353027344
1698419238242.0,359.63398394790147,13.043691424355098,3.4848332606901233,147.66091918945312,47.179649353027344
1698419238258.0,359.79076411044474,12.61571499049412,2.7616947535018497,147.66091918945312,47.179649353027344
1698419238275.0,359.7922617371826,12.541258244761938,2.7379380137721094,147.66091918945312,47.179649353027344
1698419238292.0,359.78396728439145,12.470984541799636,2.765399439697608,147.66091918945312,47.179649353027344
1698419238307.0,359.79473814404605,12.44330586356324,2.7850072613799783,147.66091918945312,47.179649353027344
1698419238325.0,359.81257512527617,12.453422453347503,2.77602948723653,147.66091918945312,47.179649353027344
1698419238341.0,359.82885188772366,12.445763458872863,2.717306504117862,147.66091918945312,47.179649353027344
1698419238358.0,359.82726968559626,12.484745701963446,2.670192743678358,147.66091918945312,47.179649353027344
1698419238375.0,359.8226905377417,12.514658182897676,2.626579746867628,147.66091918945312,47.179649353027344
1698419238392.0,359.8086462947052,12.521928141427633,2.612558099497991,147.66091918945312,47.179649353027344
1698419238408.0,359.78904478269766,12.597165023019587,2.610616040782695,147.66091918945312,47.179649353027344
1698419238425.0,359.7771946113955,12.662622439083785,2.574759916279294,147.66091918945312,47.179649353027344
1698419238443.0,359.75344899660274,12.65786832353772,2.5355950938914877,147.66091918945312,47.179649353027344
1698419238457.0,359.70931163563785,12.603642441613514,2.514613542103009,147.66091918945312,47.179649353027344
1698419238475.0,359.68254194314807,12.534606996486172,2.4784287316319666,147.66091918945312,47.179649353027344
1698419238491.0,359.6439497803983,12.4319453511219,2.4373213909809177,147.66091918945312,47.179649353027344
1698419238508.0,359.61217880009764,12.368821946642578,2.39073728043199,147.66091918945312,47.179649353027344
1698419238524.0,359.6002971325588,12.320292353553482,2.3105015231661445,147.66091918945312,47.179649353027344
1698419238541.0,359.5844294262038,12.276768152515476,2.234844241585995,147.66091918945312,47.179649353027344
1698419238558.0,359.56598990112565,12.26298266625536,2.2074804181714227,147.66091918945312,47.179649353027344
1698419238575.0,359.54962286054285,12.249310143551593,2.209415864256115,147.66091918945312,47.179649353027344
1698419238592.0,359.53922681244933,12.194738445376606,2.2187190058831203,147.66091918945312,47.179649353027344
1698419238608.0,359.5373905758969,12.140917444780237,2.2181935456416215,147.66091918945312,47.179649353027344
1698419238625.0,359.5318946811338,12.090498466902927,2.255842463312294,147.66091918945312,47.179649353027344
1698419238641.0,359.5294820807914,12.033728945766184,2.271096808839981,147.66091918945312,47.179649353027344
1698419238658.0,359.53861795204944,11.98932972525738,2.2382701619217644,147.66091918945312,47.179649353027344
1698419238675.0,359.53607201360194,11.990554159918581,2.2241825639580832,147.66091918945312,47.179649353027344
1698419238692.0,359.5120723208474,12.036657745281975,2.2732977156574106,147.66091918945312,47.179649353027344
1698419238708.0,359.5048915336427,12.06135130117433,2.2992764729068376,147.66091918945312,47.179649353027344
1698419238725.0,359.4947071789235,12.13656821315975,2.3657456608097513,147.66091918945312,47.179649353027344
1698419238741.0,359.48266557509623,12.203900705117475,2.433058297425871,147.66091918945312,47.179649353027344
1698419238758.0,359.47765009226384,12.246584296369305,2.4218822153919,147.66091918945312,47.179649353027344
1698419238774.0,359.46679830762594,12.29141743671055,2.416994081582887,147.66091918945312,47.179649353027344
1698419238791.0,359.44493468579435,12.313082603144974,2.448655627538107,147.66091918945312,47.179649353027344
1698419238808.0,359.4343262205178,12.289931824540782,2.4208557103568284,147.66091918945312,47.179649353027344
1698419238825.0,359.4207594322081,12.288308037599949,2.4092277555532178,147.66091918945312,47.179649353027344
1698419238841.0,359.3981831109087,12.314563007727589,2.4523666770435213,147.66091918945312,47.179649353027344
1698419238858.0,359.3981111155374,12.358957352314917,2.449436032533672,147.66091918945312,47.179649353027344
1698419238875.0,359.40132174385354,12.411514966599352,2.5034299321284186,147.66091918945312,47.179649353027344
1698419238891.0,359.41135273038697,12.457826034358177,2.5347994230549094,147.66091918945312,47.179649353027344
1698419238908.0,359.4486300543986,12.477095226177992,2.580666936285135,147.66091918945312,47.179649353027344
1698419238925.0,359.48508821414026,12.540300093418663,2.658440576169772,147.66091918945312,47.179649353027344
1698419238941.0,359.4968289237419,12.636628042436149,2.7363648143948702,147.66091918945312,47.179649353027344
1698419238958.0,359.50807446968304,12.740801382089488,2.754300138903839,147.66091918945312,47.179649353027344
1698419238975.0,359.54429087541183,12.86105380138197,2.676069927448157,147.66091918945312,47.179649353027344
1698419238992.0,359.5961998614018,12.912089104744338,2.5928454549867253,147.66091918945312,47.179649353027344
1698419239008.0,359.645436321542,12.911551771702754,2.5255400674428845,147.66091918945312,47.179649353027344
1698419239026.0,359.6914165926457,12.859636180006863,2.525212246416366,147.66091918945312,47.179649353027344
1698419239041.0,359.69268243083167,12.783247094514286,2.5604294875497797,147.66091918945312,47.179649353027344
1698419239058.0,359.6659002377628,12.65552939374373,2.6225456757445262,147.66091918945312,47.179649353027344
1698419239075.0,359.641841167189,12.465865896683834,2.612694787638479,147.66091918945312,47.179649353027344
1698419239091.0,359.72271849067494,12.323213031209312,2.32409583412323,147.66091918945312,47.179649353027344
1698419239108.0,359.8040467018317,12.186300706332462,1.85437849438274,147.66091918945312,47.179649353027344
1698419239125.0,359.8812245991043,12.036247907490868,1.434433245149656,147.66091918945312,47.179649353027344
1698419239141.0,359.85124481837164,11.800223064221358,1.0849952237100933,147.66091918945312,47.179649353027344
1698419239158.0,359.7291574706134,11.424556042457812,0.7393628622343046,147.66091918945312,47.179649353027344
1698419239175.0,359.36234560167634,10.830630099259002,0.467476543165067,147.66091918945312,47.179649353027344
1698419239191.0,358.99134730732965,10.477624463543311,0.49963888262578315,147.66091918945312,47.179649353027344
1698419239208.0,358.6229977127344,10.306407064651422,0.6818264851543338,147.66091918945312,47.179649353027344
1698419239225.0,358.16605747878816,10.449293012063118,1.1554270674322915,149.094482421875,34.286277770996094
1698419239241.0,357.8217593110368,10.774350130889673,1.6053610143207693,149.094482421875,34.286277770996094
1698419239258.0,357.46743363199147,11.200767477961728,1.966982741919525,149.094482421875,34.286277770996094
1698419239275.0,356.93532541495784,11.865346521838402,2.206748400863415,150.37356567382812,34.269287109375
1698419239291.0,356.4831304871818,12.331238937406413,2.248870292019237,150.37356567382812,34.269287109375
1698419239308.0,355.9966940791067,12.67132091725741,2.2575735164376067,150.37356567382812,34.269287109375
1698419239325.0,355.2856668370889,12.876955059066086,2.3488735135559677,151.592041015625,34.26167678833008
1698419239341.0,354.743037313601,12.847731736216806,2.4248470384178136,151.592041015625,34.26167678833008
1698419239358.0,354.2555648906886,12.699508883762777,2.47003073425701,152.9861297607422,34.25590515136719
1698419239375.0,353.69488480442254,12.448173666899695,2.457022861352835,152.9861297607422,34.25590515136719
1698419239391.0,353.31513051416596,12.335367834546343,2.4151332842310893,154.09600830078125,34.250946044921875
1698419239408.0,352.9290324254453,12.340959787040875,2.459101749609079,154.09600830078125,34.250946044921875
1698419239425.0,352.33336517695824,12.504437708996912,2.637386898293941,154.09600830078125,34.250946044921875
1698419239441.0,351.8994001975558,12.736377463226042,2.9042446798867974,155.18344116210938,34.246063232421875
1698419239458.0,351.4611582921295,13.004546711849624,3.1999824858466397,155.18344116210938,34.246063232421875
1698419239474.0,350.9148626198202,13.346262557480976,3.633183681709749,156.21737670898438,34.240997314453125
1698419239491.0,350.56403294106315,13.545109151674904,3.8515193885356918,156.21737670898438,34.240997314453125
1698419239508.0,350.29282349466035,13.726533915819456,3.8244662520825448,156.21737670898438,34.240997314453125
1698419239525.0,350.0499278691049,13.936624516676321,3.2698134688096423,156.21737670898438,34.240997314453125
1698419239541.0,349.99476322159893,14.072382175063531,2.6572066082575336,157.2726287841797,34.232879638671875
1698419239558.0,349.9259118549764,14.25328565316897,2.176174706867144,157.2726287841797,34.232879638671875
1698419239574.0,349.7106590210195,14.653314935800376,2.0438864163006856,157.2726287841797,34.232879638671875
1698419239591.0,349.534717509752,14.74809732091984,2.2644465158143228,157.2726287841797,34.232879638671875
1698419239607.0,349.49885119770977,14.439968482042367,2.740832376343021,157.2726287841797,34.232879638671875
1698419239625.0,349.8966999085095,13.528922900132812,3.5471865963499063,157.2726287841797,34.232879638671875
1698419239642.0,350.54875491816966,12.904018973158824,3.861218738023341,157.2726287841797,34.232879638671875
1698419239657.0,351.5946143717172,12.59096377157588,3.7431788979015552,156.01968383789062,34.19873046875
1698419239675.0,352.62563788223275,12.43125094537038,3.5179807976954884,154.84042358398438,34.180633544921875
1698419239691.0,353.0380680093809,12.393053204222529,3.336595054846724,154.84042358398438,34.180633544921875
1698419239708.0,353.3802362575852,12.342294460902645,3.003404879024694,154.84042358398438,34.180633544921875
1698419239724.0,353.7690429290895,12.217742444717304,2.653215048257239,154.84042358398438,34.180633544921875
1698419239741.0,354.0814223987329,12.002997200074034,2.5623016491115425,153.52789306640625,34.10311508178711
1698419239758.0,354.63183739144085,11.67406195143108,2.718381376192415,153.52789306640625,34.10311508178711
1698419239775.0,355.10783447281216,11.616954721150588,2.9478398247468007,152.43638610839844,34.093711853027344
1698419239791.0,355.6633790131284,11.869001559005248,3.204855002617063,152.43638610839844,34.093711853027344
1698419239808.0,356.5515933645766,12.644212229680038,3.43032021936069,152.43638610839844,34.093711853027344
1698419239825.0,357.3174111748807,13.420749686359565,3.4487137813354654,150.7394561767578,34.08686447143555
1698419239841.0,358.13250996427564,14.210504687393748,3.355618892251933,149.6703338623047,34.083290100097656
1698419239858.0,359.11917649459934,15.272488475500753,2.844439374024291,148.60902404785156,34.07905960083008
1698419239875.0,359.6949290229219,16.03064323006129,2.1474045618158772,148.60902404785156,34.07905960083008
1698419239891.0,0.09478512865336192,16.66279301538052,1.2840579563897025,148.60902404785156,34.07905960083008
1698419239908.0,0.444207603050077,17.46115434239298,0.03489163034010897,148.60902404785156,34.07905960083008
1698419239925.0,0.649491629063299,18.04938721406295,-0.7522353535134744,148.60902404785156,34.07905960083008
1698419239941.0,0.9451353190304007,18.8327521807071,-1.5093315865773183,148.60902404785156,34.07905960083008
1698419239959.0,1.2849667581774529,19.38575141400289,-1.850496997262325,148.60902404785156,34.07905960083008
1698419239975.0,1.7976762379023172,19.882152872742854,-1.9807214003683207,147.55044555664062,23.78473663330078
1698419239991.0,2.3549556412504544,20.365315879662916,-1.9231256515610318,147.55044555664062,23.78473663330078
1698419240008.0,2.832971726848035,20.840748974473293,-1.7517032847650953,147.55044555664062,23.78473663330078
1698419240024.0,3.277011729744259,21.280792602176785,-1.3652187603344548,146.27999877929688,22.78833770751953
1698419240042.0,3.583043171952726,21.328246746806663,-0.8868006495520371,146.27999877929688,22.78833770751953
1698419240058.0,3.7208437843514246,21.123432774441927,-0.37960683773569937,146.27999877929688,22.78833770751953
1698419240075.0,3.840065638558906,20.778993504727932,0.40398228428065486,145.2619171142578,21.835542678833008
1698419240091.0,4.18134425880102,20.306166622601516,1.3986687243183262,145.2619171142578,21.835542678833008
1698419240108.0,4.755197774208436,20.067076625830502,1.9663729544876734,145.2619171142578,21.835542678833008
1698419240125.0,5.413692549730753,20.088560226018664,2.4372443655709124,144.05068969726562,21.391883850097656
1698419240141.0,6.021730095845608,20.626592904318503,3.02478381715077,144.05068969726562,21.391883850097656
1698419240158.0,6.315161122113494,21.265144002604654,3.2706011625520763,142.57928466796875,21.039724349975586
1698419240175.0,6.612922205944831,21.92306996008852,3.3128876184541625,142.57928466796875,21.039724349975586
1698419240191.0,6.986756439684718,22.47021027434612,3.1718773546585717,142.57928466796875,21.039724349975586
1698419240207.0,7.645755169111015,22.927039316423325,2.577766327893303,142.57928466796875,21.039724349975586
1698419240224.0,8.13087281643747,23.0309229351724,1.8444850067288818,141.24603271484375,20.62558364868164
1698419240241.0,8.426581567937124,22.71498668820425,1.0504706431891822,141.24603271484375,20.62558364868164
1698419240258.0,8.150817859318328,22.339041631047277,0.5251080094938748,141.24603271484375,20.62558364868164
1698419240275.0,7.43394587484269,21.669426419159763,0.12305260730098778,141.24603271484375,20.62558364868164
1698419240291.0,5.90800104420311,20.206578847330135,0.05767399298241831,143.1515655517578,20.210918426513672
1698419240308.0,4.550574204626892,18.89972030622812,0.42467700245329393,143.1515655517578,20.210918426513672
1698419240325.0,3.1982572195228314,17.685832922322035,1.1187005914618633,144.87388610839844,20.124422073364258
1698419240341.0,1.7370807552728218,16.574558014806453,2.174423459730469,146.51858520507812,20.042884826660156
1698419240358.0,1.0229515193886725,16.193641231399752,2.7819374219032413,147.73046875,19.96640968322754
1698419240375.0,0.6100108478563699,16.195352564930452,3.037133361045348,147.73046875,19.96640968322754
1698419240391.0,0.35282717000655617,16.59132135901997,2.684081786261541,148.7459259033203,19.82696533203125
1698419240408.0,0.21076343193782276,16.94119811531002,1.9548858196801433,148.7459259033203,19.82696533203125
1698419240425.0,359.95983663801354,17.157267987646307,1.0878755562974123,148.7459259033203,19.82696533203125
1698419240442.0,359.2947797568628,17.168034057327812,0.17176565908753766,148.7459259033203,19.82696533203125
1698419240458.0,358.50795920098614,17.014380899278592,-0.09984417262332425,150.5541229248047,19.643800735473633
1698419240475.0,357.5473072960347,16.770897719048786,0.09800225197142932,150.5541229248047,19.643800735473633
1698419240491.0,356.28529611991604,16.50882336014045,0.844050247359752,152.98672485351562,19.53580093383789
1698419240507.0,355.53978334271875,16.51424400899328,1.5039814829615763,152.98672485351562,19.53580093383789
1698419240523.0,355.0420437207975,16.76620460190269,2.0202166491861973,152.98672485351562,19.53580093383789
1698419240541.0,354.67426119902785,17.43348985041961,2.298763528299017,154.437255859375,19.43853187561035
1698419240558.0,354.4901649749478,18.055202714282963,2.2181943914609312,154.437255859375,19.43853187561035
1698419240575.0,354.30247979907017,18.65722325779085,1.944905331672929,154.437255859375,19.43853187561035
1698419240591.0,354.02704113381805,19.361462700656826,1.4016765532735092,154.437255859375,19.43853187561035
1698419240608.0,353.7951134511462,19.823757057485594,1.0208426541356501,155.71401977539062,19.267993927001953
1698419240624.0,353.49090831457784,20.201456497008234,0.7681091753953825,155.71401977539062,19.267993927001953
1698419240641.0,352.90789376459776,20.485293067367763,0.7089835958409559,155.71401977539062,19.267993927001953
1698419240658.0,352.3551853409653,20.544998805016164,0.8062694562095513,156.81515502929688,19.192523956298828
1698419240675.0,351.77951091398245,20.557390867050017,0.9610615730903287,156.81515502929688,19.192523956298828
1698419240691.0,351.1862448225643,20.594678659507913,1.0852402812867388,158.1690216064453,19.122526168823242
