timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698412927.02,False,0,0,0,38
1698412929.001,False,0,0,0,38
1698412929.003,False,0,0,0,38
1698412929.989,False,0,0,0,38
1698412930.974,False,0,0,0,38
1698412931.965,False,0,0,0,38
1698412933.45,False,0,0,0,38
1698412934.941,False,0,0,0,38
1698412936.421,False,0,0,0,38
1698412936.919,False,0,0,0,38
1698412937.909,False,0,0,0,38
1698412938.89,False,0,0,0,38
1698412939.89,False,0,0,0,38
1698412940.878,False,0,0,0,38
1698412941.864,False,0,0,0,38
1698412943.845,False,0,0,0,38
1698412944.844,False,0,0,0,38
1698412946.816,False,0,0,0,38
1698412947.807,False,0,0,0,38
1698412948.297,False,0,0,0,38
1698412949.29,False,0,0,0,38
1698412950.775,False,0,0,0,38
1698412951.274,False,0,0,0,38
1698412953.253,False,0,0,0,38
1698412953.744,False,0,0,0,38
1698412954.244,False,0,0,0,38
1698412956.227,False,0,0,0,38
1698412956.25,False,0,0,0,38
1698412958.198,False,0,0,0,38
1698412958.2,False,0,0,0,38
1698412959.189,False,0,0,0,38
1698412960.673,False,0,0,0,38
1698412962.162,False,0,0,0,38
1698412963.149,False,0,0,0,38
1698412964.633,False,0,0,0,38
1698412965.129,False,0,0,0,38
1698412966.121,False,0,0,0,38
1698412967.109,False,0,0,0,38
1698412969.584,False,0,0,0,38
1698412970.076,False,0,0,0,38
1698412972.061,False,0,0,0,38
1698412972.062,False,0,0,0,38
1698412973.541,False,0,0,0,38
1698412974.531,False,0,0,0,38
1698412975.523,False,0,0,0,38
1698412976.019,False,0,0,0,38
1698412977.999,False,0,0,0,38
