timestamp,magnRawx,magnRawy,magnRawz
1698745468.069,-370,754,330
1698745468.148,-356,735,359
1698745468.23,-380,726,353
1698745468.308,-369,718,365
1698745468.388,-372,708,373
1698745468.469,-363,717,376
1698745468.548,-365,718,362
1698745468.628,-373,708,378
1698745468.708,-373,704,370
1698745468.787,-382,698,367
1698745468.868,-382,696,364
1698745468.948,-384,696,356
1698745469.027,-377,698,373
1698745469.108,-361,690,384
1698745469.187,-354,659,396
1698745469.268,-336,645,413
1698745469.348,-324,632,413
1698745469.427,-322,609,417
1698745469.507,-320,601,410
1698745469.588,-339,625,420
1698745469.667,-336,658,399
1698745469.747,-357,669,399
1698745469.828,-365,681,383
1698745469.907,-378,698,360
1698745469.987,-393,720,354
1698745470.069,-384,720,343
1698745470.147,-385,723,315
1698745470.227,-407,732,299
1698745470.308,-401,730,284
1698745470.387,-406,721,285
1698745470.467,-410,706,290
1698745470.547,-405,713,266
1698745470.627,-411,716,267
1698745470.707,-393,719,271
1698745470.788,-395,717,273
1698745470.867,-406,726,273
1698745470.947,-397,734,278
1698745471.027,-411,710,278
1698745471.107,-401,720,277
1698745471.187,-409,729,280
1698745471.268,-407,725,277
1698745471.347,-400,731,283
1698745471.427,-408,728,275
1698745471.508,-403,731,278
1698745471.587,-413,723,274
1698745471.667,-411,731,284
1698745471.747,-408,725,274
1698745471.827,-396,725,269
1698745471.907,-398,729,259
1698745471.991,-407,726,269
1698745472.067,-395,744,266
1698745472.147,-351,794,263
1698745472.227,-246,858,275
1698745472.307,-73,884,288
1698745472.389,43,846,275
1698745472.467,116,793,267
1698745472.547,150,754,270
1698745472.627,175,732,254
1698745472.734,151,723,233
1698745472.79,121,748,222
1698745472.867,75,809,229
1698745472.947,30,856,253
1698745473.027,-21,861,272
1698745473.107,-56,854,261
1698745473.189,-64,856,263
1698745473.267,-33,830,237
1698745473.347,8,789,218
1698745473.427,34,776,224
1698745473.507,50,758,223
1698745473.589,83,721,205
1698745473.667,91,690,221
1698745473.747,96,694,229
1698745473.827,65,729,241
1698745473.907,38,775,257
1698745473.989,18,793,282
1698745474.067,-14,812,287
1698745474.147,-41,821,267
1698745474.227,-22,798,240
1698745474.307,4,774,225
1698745474.389,33,756,229
1698745474.467,63,759,242
1698745474.547,73,729,240
1698745474.629,86,708,243
1698745474.707,94,731,249
1698745474.789,70,769,279
1698745474.867,45,801,297
1698745474.946,-4,827,305
1698745475.029,-51,852,282
1698745475.107,-76,867,278
1698745475.189,-49,851,265
1698745475.266,10,820,246
1698745475.347,80,789,268
1698745475.428,102,776,275
1698745475.506,125,749,254
1698745475.589,131,730,247
1698745475.666,146,721,254
1698745475.746,124,769,281
1698745475.828,88,807,307
1698745475.906,41,840,313
1698745475.989,-24,867,315
1698745476.067,-52,886,321
1698745476.18,-71,879,324
1698745476.227,-68,884,316
1698745476.306,-1,863,263
1698745476.386,65,816,246
1698745476.466,99,799,260
1698745476.547,127,747,235
1698745476.627,141,716,230
1698745476.706,139,726,249
1698745476.786,135,747,261
1698745476.866,99,807,294
1698745476.946,63,836,325
1698745477.027,14,859,326
1698745477.106,-39,889,315
1698745477.263,-59,891,336
1698745477.269,-35,903,309
1698745477.352,36,878,272
1698745477.426,114,833,291
1698745477.506,159,780,289
1698745477.586,175,759,285
1698745477.666,191,731,298
1698745477.746,198,728,294
1698745477.826,176,750,297
1698745477.906,138,812,322
1698745477.986,61,862,317
1698745478.066,-8,874,321
1698745478.15,-48,892,317
1698745478.227,-53,880,317
1698745478.306,-28,888,305
1698745478.386,25,862,316
1698745478.466,46,852,318
1698745478.546,52,833,306
1698745478.626,57,835,278
1698745478.706,31,847,269
1698745478.786,-1,867,265
1698745478.866,-49,858,276
1698745478.946,-121,881,292
1698745479.027,-211,860,326
1698745479.106,-303,814,348
1698745479.186,-349,721,370
1698745479.266,-384,649,360
1698745479.346,-385,631,367
1698745479.486,-383,619,364
1698745479.506,-380,632,374
1698745479.694,-378,635,368
1698745479.748,-385,636,361
1698745479.934,-395,638,376
1698745480.143,-383,638,366
1698745480.151,-377,636,372
1698745480.682,-394,624,368
1698745480.687,-386,639,378
1698745480.891,-385,637,376
1698745480.896,-387,638,364
1698745480.954,-390,640,370
1698745481.025,-374,627,367
1698745481.106,-372,645,378
1698745481.185,-336,666,400
1698745481.265,-250,739,412
1698745481.348,-139,797,400
1698745481.425,-25,807,374
1698745481.505,59,804,348
1698745481.586,83,790,336
1698745481.665,93,783,314
1698745481.748,110,795,323
1698745481.826,84,798,340
