timestamp,hr,conf
1698745468.394,0,12
1698745469.293,0,66
1698745470.258,0,64
1698745471.993,0,54
1698745472.856,0,59
1698745473.755,0,57
1698745475.486,0,56
1698745479.016,90,57
1698745479.936,90,0
1698745481.68,91,32
