timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698744543.323,False,0,0,0,5518
1698744543.82,False,0,0,0,5518
1698744544.81,False,0,0,0,5518
1698744545.799,False,0,0,0,5518
1698744546.798,False,0,0,0,5518
1698744548.283,False,0,0,0,5518
1698744548.774,False,0,0,0,5518
1698744549.761,False,0,0,0,5518
1698744550.771,False,0,0,0,5518
1698744552.231,False,0,0,0,5518
1698744552.731,False,0,0,0,5518
1698744553.726,False,0,0,0,5518
1698744554.708,False,0,0,0,5518
1698744556.202,False,0,0,0,5518
1698744557.185,False,0,0,0,5518
1698744558.672,False,0,0,0,5518
1698744560.161,False,0,0,0,5518
1698744561.157,False,0,0,0,5518
1698744562.138,False,0,0,0,5518
1698744563.627,False,0,0,0,5518
1698744564.116,False,0,0,0,5518
1698744565.107,False,0,0,0,5518
1698744566.096,False,0,0,0,5518
1698744567.087,False,0,0,0,5518
1698744568.572,False,0,0,0,5518
1698744570.061,False,0,0,0,5518
1698744571.539,False,0,0,0,5518
1698744572.039,False,0,0,0,5518
1698744573.032,False,0,0,0,5518
1698744574.52,False,0,0,0,5518
1698744575.01,False,0,0,0,5518
1698744575.995,False,0,0,0,5518
1698744577.486,False,0,0,0,5518
1698744577.998,False,0,0,0,5518
1698744578.96,False,0,0,0,5518
1698744580.458,False,0,0,0,5518
1698744580.956,False,0,0,0,5518
1698744581.936,False,0,0,0,5518
1698744583.426,False,0,0,0,5518
1698744583.914,False,0,0,0,5518
1698744584.914,False,0,0,0,5518
1698744585.899,False,0,0,0,5518
1698744586.885,False,0,0,0,5518
1698744587.881,False,0,0,0,5518
1698744588.869,False,0,0,0,5518
1698744589.854,False,0,0,0,5518
1698744590.845,False,0,0,0,5518
1698744591.833,False,0,0,0,5518
1698744592.822,False,0,0,0,5518
