msFromStart,alpha,beta,gamma,heading,acc
177,359.5315487329548,9.566687933299267,5.740004861282758,161.97288513183594,47.179656982421875
193,359.5694123870072,9.758249343476137,5.544366803795453,161.97288513183594,47.179656982421875
210,359.61746105988067,9.890829475835165,5.407727649633065,161.97288513183594,47.179656982421875
226,359.6804005367892,9.95511760655499,5.369616936056859,161.97288513183594,47.179656982421875
243,359.7126553769634,9.918458980552694,5.411979458524798,161.97288513183594,47.179656982421875
259,359.8329151926519,9.839239385807083,4.818185120891245,161.97288513183594,47.179656982421875
276,359.6471872204976,9.768411459891963,5.809308993357824,161.97288513183594,47.179656982421875
293,359.5713602467494,9.6150685051841,6.126769748650863,161.97288513183594,47.179656982421875
310,359.5696425904055,9.605899210441235,6.041379844576541,161.97288513183594,47.179656982421875
326,359.5796049410347,9.680039682915076,5.845710082575568,161.97288513183594,47.179656982421875
343,359.57653699004095,9.787429865043036,5.662816995855175,161.97288513183594,47.179656982421875
360,359.55092014419904,9.822473877745946,5.565647721398735,161.97288513183594,47.179656982421875
376,359.52412110049886,9.846570038725053,5.429968444034176,161.97288513183594,47.179656982421875
393,359.51153619140064,9.846267916949694,5.317302539868497,161.97288513183594,47.179656982421875
410,359.49200132904684,9.809576958274874,5.229919152907177,161.97288513183594,47.179656982421875
426,359.4638143807626,9.798842497328165,5.092360226012452,161.97288513183594,47.179656982421875
442,359.4451645153046,9.797796491997387,5.017871496410328,161.97288513183594,47.179656982421875
459,359.44713439848425,9.775230201211288,4.9404893601960485,161.97288513183594,47.179656982421875
476,359.477810360847,9.761630732825887,4.8090039200743275,161.97288513183594,47.179656982421875
492,359.50624956972064,9.764192997582752,4.701392657945055,161.97288513183594,47.179656982421875
509,359.52990332168736,9.777398944873617,4.652266497020068,161.97288513183594,47.179656982421875
525,359.56850920887894,9.769907456500366,4.568837669229619,161.97288513183594,47.179656982421875
542,359.60509650193706,9.759945558349955,4.436206819897192,161.97288513183594,47.179656982421875
559,359.6363944617446,9.764860330216106,4.240352166972441,161.97288513183594,47.179656982421875
576,359.64788368522073,9.808933358484687,3.9871673708936113,161.97288513183594,47.179656982421875
592,359.6288312016245,9.814680794225081,3.8383931404531415,161.97288513183594,47.179656982421875
608,359.5877321800736,9.758094400377132,3.7271362434224216,161.97288513183594,47.179656982421875
625,359.5178073404337,9.704541556259196,3.6095165257925186,161.97288513183594,47.179656982421875
642,359.4787327355999,9.75155604968577,3.497633895995368,161.97288513183594,47.179656982421875
659,359.48195834554235,9.854037836255225,3.3334187541969147,161.97288513183594,47.179656982421875
676,359.5663191497625,10.115825753474414,3.1093230714882085,161.97288513183594,47.179656982421875
692,359.6796059473563,10.381666402216618,2.969154888095574,161.97288513183594,47.179656982421875
709,359.79782021040944,10.641378438775817,2.800623765529875,161.97288513183594,47.179656982421875
726,359.8874628979095,10.836168781759143,2.502358823419808,161.97288513183594,47.179656982421875
742,359.877998522552,10.766392364392424,2.2665220640839827,161.97288513183594,47.179656982421875
759,359.8486801881767,10.471070242928521,2.043097833223045,161.97288513183594,47.179656982421875
776,359.8369659988465,9.819180919160894,1.801036964399368,161.97288513183594,47.179656982421875
792,359.88756337231126,9.284173003923243,1.6858206513809648,161.97288513183594,47.179656982421875
809,359.9532965312087,8.863415053120903,1.6808618259451673,161.97288513183594,47.179656982421875
825,0.15384387681603828,8.724011690312587,1.7855040288282238,161.97288513183594,47.179656982421875
842,0.5235977644412285,9.03572708230542,1.8540714300056946,161.97288513183594,47.179656982421875
858,1.0004404634412893,9.629645241025326,1.9003835500208306,161.97288513183594,47.179656982421875
876,1.6508760414605772,10.643485621887129,1.8197478424847573,160.31201171875,41.20423126220703
892,2.100661090090739,11.416240858473355,1.618048693031403,160.31201171875,41.20423126220703
910,2.442880435356446,12.123353505914485,1.350813854794158,160.31201171875,41.20423126220703
926,2.6298841352735125,12.926272679734964,1.0538591193088023,160.31201171875,41.20423126220703
943,2.5991493437334685,13.473006634254588,0.9264314678656292,159.2255401611328,41.2042350769043
960,2.517533443227376,14.02058986719694,0.8992120003060143,159.2255401611328,41.2042350769043
976,2.4816116997841116,14.787442372102232,1.0009540186590553,159.2255401611328,41.2042350769043
992,2.4502805242568835,15.480794179875257,1.2017223693671082,159.2255401611328,41.2042350769043
1009,2.252940912758568,16.32165317439213,1.4936412030648625,159.2255401611328,41.2042350769043
1026,1.9396441108435714,17.60692649300777,1.7640030319236346,159.2255401611328,41.2042350769043
1043,1.7017193866761924,18.63404268559752,1.9506907382072005,159.2255401611328,41.2042350769043
1061,1.4571779392269657,19.632221429845963,2.1622509031984243,159.2255401611328,41.2042350769043
