isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance,msFromStart
False,0.0,0,0,1174,1698419347118.0
False,0.0,0,0,1174,1698419348105.0
False,0.0,0,0,1174,1698419349095.0
False,0.0,0,0,1174,1698419350082.0
False,0.0,0,0,1174,1698419352064.0
False,0.0,0,0,1174,1698419353051.0
False,0.0,0,0,1174,1698419354039.0
False,0.0,0,0,1174,1698419355033.0
False,0.0,0,0,1174,1698419357015.0
False,1.3046875,14,137,1198,1698419357016.0
False,1.359375,29,176,1211,1698419358007.0
False,1.5,60,227,1242,1698419358995.0
False,1.52734375,61,230,1258,1698419359981.0
False,1.58203125,62,195,1274,1698419361463.0
False,1.609375,61,161,1291,1698419361966.0
False,1.58203125,60,153,1308,1698419362956.0
False,1.58203125,60,153,1308,1698419363942.0
False,1.52734375,59,155,1324,1698419364930.0
False,1.46875,57,157,1338,1698419366419.0
False,1.46875,57,157,1338,1698419366914.0
False,0.0,0,0,1338,1698419368895.0
False,1.13671875,13,158,1364,1698419369881.0
False,1.19140625,27,185,1377,1698419371368.0
False,1.25,41,212,1391,1698419371863.0
False,1.33203125,56,220,1405,1698419372857.0
False,1.359375,57,218,1421,1698419374339.0
False,1.38671875,59,187,1436,1698419374833.0
False,1.4140625,58,156,1451,1698419375825.0
False,1.44140625,58,145,1467,1698419377309.0
False,1.44140625,58,144,1482,1698419378797.0
False,1.4140625,57,145,1498,1698419379795.0
False,0.0,0,0,1498,1698419380777.0
False,0.0,0,0,1498,1698419381773.0
False,0.0,0,0,1498,1698419383246.0
False,0.0,0,0,1498,1698419383745.0
False,0.0,10,0,1498,1698419384732.0
