ts,abs,alpha,beta,gamma
1698744543051.0,False,90.0,68.7,0.5
1698744543084.0,False,89.9,68.7,0.6000000000000001
1698744543184.0,False,89.80000000000001,68.7,0.8
1698744543284.0,False,89.7,68.8,0.8
1698744543301.0,False,89.7,68.9,0.8
1698744543384.0,False,89.60000000000001,69.10000000000001,0.9
1698744543401.0,False,89.5,69.2,0.9
1698744543434.0,False,89.4,69.4,1.0
1698744543467.0,False,89.30000000000001,69.60000000000001,1.0
1698744543484.0,False,89.30000000000001,69.7,1.1
1698744543518.0,False,89.30000000000001,69.9,1.0
1698744543568.0,False,89.30000000000001,70.10000000000001,1.0
1698744543601.0,False,89.5,70.2,0.8
1698744543635.0,False,89.60000000000001,70.3,0.7000000000000001
1698744543655.0,False,89.60000000000001,70.4,0.7000000000000001
1698744543701.0,False,89.7,70.60000000000001,0.5
1698744543717.0,False,89.80000000000001,70.7,0.5
1698744543801.0,False,89.80000000000001,70.9,0.5
1698744543968.0,False,89.9,70.9,0.30000000000000004
1698744544217.0,False,90.0,70.8,0.30000000000000004
1698744544368.0,False,89.80000000000001,70.7,0.4
1698744544834.0,False,89.80000000000001,70.9,0.5
1698744544917.0,False,89.7,71.10000000000001,0.6000000000000001
1698744544934.0,False,89.4,71.10000000000001,0.9
1698744544950.0,False,89.2,71.3,1.1
1698744544967.0,False,89.10000000000001,71.4,1.1
1698744544984.0,False,89.0,71.60000000000001,1.2000000000000002
1698744545018.0,False,88.9,71.8,1.3
1698744545034.0,False,88.9,71.9,1.2000000000000002
1698744545067.0,False,88.9,72.3,1.2000000000000002
1698744545084.0,False,88.9,72.5,1.3
1698744545101.0,False,88.80000000000001,72.7,1.3
1698744545134.0,False,88.80000000000001,73.10000000000001,1.3
1698744545151.0,False,88.7,73.2,1.3
1698744545168.0,False,88.7,73.5,1.3
1698744545184.0,False,88.60000000000001,73.7,1.3
1698744545201.0,False,88.60000000000001,73.9,1.4000000000000001
1698744545218.0,False,88.5,74.0,1.4000000000000001
1698744545234.0,False,88.5,74.2,1.4000000000000001
1698744545251.0,False,88.5,74.4,1.4000000000000001
1698744545284.0,False,88.4,74.60000000000001,1.4000000000000001
1698744545300.0,False,88.30000000000001,74.8,1.4000000000000001
1698744545318.0,False,88.2,74.8,1.5
1698744545334.0,False,88.2,75.0,1.4000000000000001
1698744545351.0,False,88.2,75.2,1.4000000000000001
1698744545384.0,False,88.10000000000001,75.4,1.4000000000000001
1698744545401.0,False,88.0,75.60000000000001,1.5
1698744545434.0,False,87.80000000000001,75.8,1.6
1698744545451.0,False,87.7,76.0,1.7000000000000002
1698744545468.0,False,87.60000000000001,76.10000000000001,1.8
1698744545484.0,False,87.5,76.2,1.9000000000000001
1698744545501.0,False,87.4,76.4,2.0
1698744545518.0,False,87.30000000000001,76.4,2.1
1698744545534.0,False,87.10000000000001,76.60000000000001,2.2
1698744545584.0,False,87.0,76.80000000000001,2.3000000000000003
1698744545601.0,False,86.9,76.9,2.4000000000000004
1698744545634.0,False,86.60000000000001,77.10000000000001,2.6
1698744545684.0,False,86.5,77.30000000000001,2.7
1698744545701.0,False,86.30000000000001,77.4,2.8000000000000003
1698744545734.0,False,86.10000000000001,77.60000000000001,3.0
1698744545756.0,False,86.0,77.60000000000001,3.1
1698744545767.0,False,85.9,77.80000000000001,3.2
1698744545784.0,False,85.80000000000001,77.80000000000001,3.3000000000000003
1698744545800.0,False,85.60000000000001,77.9,3.4000000000000004
1698744545818.0,False,85.5,78.0,3.5
1698744545834.0,False,85.5,78.0,3.6
1698744545851.0,False,85.5,78.2,3.5
1698744545867.0,False,85.60000000000001,78.2,3.5
1698744545884.0,False,85.7,78.4,3.3000000000000003
1698744545901.0,False,85.80000000000001,78.60000000000001,3.2
1698744545917.0,False,86.0,78.7,3.0
1698744545934.0,False,86.0,78.80000000000001,3.0
1698744545984.0,False,85.80000000000001,79.0,2.9000000000000004
1698744546001.0,False,85.7,79.0,2.9000000000000004
1698744546017.0,False,85.60000000000001,79.10000000000001,2.9000000000000004
1698744546035.0,False,85.5,79.10000000000001,3.0
1698744546051.0,False,85.30000000000001,79.10000000000001,3.2
1698744546070.0,False,85.0,79.10000000000001,3.4000000000000004
1698744546085.0,False,84.9,79.10000000000001,3.6
1698744546101.0,False,84.7,79.10000000000001,3.8000000000000003
1698744546118.0,False,84.5,79.10000000000001,4.0
