timestamp,accGGx,accGGy,accGGz
1698744543.028,0.624,0.616,-0.49
1698744543.108,0.633,0.583,-0.495
1698744543.188,0.646,0.583,-0.493
1698744543.267,0.642,0.553,-0.507
1698744543.347,0.626,0.536,-0.516
1698744543.428,0.628,0.568,-0.521
1698744543.507,0.632,0.573,-0.53
1698744543.587,0.634,0.571,-0.528
1698744543.668,0.633,0.572,-0.535
1698744543.747,0.623,0.566,-0.532
1698744543.827,0.614,0.557,-0.51
1698744543.908,0.625,0.578,-0.504
1698744543.99,0.633,0.615,-0.517
1698744544.067,0.632,0.628,-0.526
1698744544.15,0.635,0.634,-0.517
1698744544.227,0.637,0.628,-0.501
1698744544.307,0.638,0.619,-0.499
1698744544.389,0.634,0.621,-0.499
1698744544.467,0.632,0.598,-0.495
1698744544.55,0.64,0.569,-0.502
1698744544.628,0.636,0.555,-0.535
1698744544.707,0.633,0.568,-0.533
1698744544.788,0.638,0.595,-0.494
1698744544.867,0.636,0.597,-0.496
1698744544.947,0.633,0.588,-0.507
1698744545.027,0.632,0.593,-0.498
1698744545.107,0.634,0.61,-0.492
1698744545.187,0.682,0.625,-0.549
1698744545.267,0.7,0.64,-0.519
1698744545.348,0.66,0.633,-0.503
1698744545.427,0.65,0.641,-0.489
1698744545.507,0.642,0.646,-0.479
1698744545.587,0.638,0.634,-0.476
1698744545.667,0.64,0.586,-0.482
1698744545.747,0.647,0.568,-0.487
1698744545.827,0.65,0.594,-0.484
1698744545.907,0.641,0.605,-0.477
1698744545.987,0.638,0.6,-0.474
1698744546.067,0.643,0.593,-0.478
1698744546.147,0.647,0.596,-0.478
1698744546.227,0.649,0.605,-0.476
1698744546.307,0.649,0.613,-0.482
1698744546.387,0.648,0.611,-0.482
1698744546.467,0.639,0.59,-0.492
1698744546.547,0.636,0.61,-0.496
1698744546.627,0.638,0.64,-0.486
1698744546.707,0.646,0.656,-0.454
1698744546.787,0.673,0.691,-0.38
1698744546.867,0.683,0.671,-0.369
1698744546.947,0.698,0.642,-0.366
1698744547.027,0.711,0.605,-0.325
1698744547.107,0.724,0.566,-0.303
1698744547.187,0.735,0.558,-0.337
1698744547.267,0.743,0.565,-0.354
1698744547.347,0.748,0.569,-0.36
1698744547.427,0.75,0.569,-0.363
1698744547.507,0.738,0.528,-0.366
1698744547.587,0.636,0.491,-0.352
1698744547.667,0.536,0.494,-0.35
1698744547.747,0.533,0.607,-0.406
1698744547.827,0.513,0.661,-0.474
1698744547.907,0.504,0.603,-0.424
1698744547.987,0.629,0.977,-0.05
1698744548.067,0.732,1.358,0.428
1698744548.149,0.626,1.345,0.61
1698744548.228,0.228,1.039,0.261
1698744548.307,0.164,0.784,0.122
1698744548.387,0.177,0.693,-0.498
1698744548.467,0.308,0.663,-0.882
1698744548.548,0.552,0.629,-0.676
1698744548.627,0.722,0.648,-0.666
1698744548.709,0.723,0.619,-0.752
1698744548.787,0.603,0.505,-0.772
1698744548.867,0.405,0.368,-0.673
1698744548.948,0.341,0.302,-0.587
1698744549.027,0.42,0.286,-0.638
1698744549.109,0.549,0.402,-0.726
1698744549.187,0.691,0.5,-0.689
1698744549.266,0.742,0.496,-0.625
1698744549.347,0.683,0.461,-0.622
1698744549.427,0.604,0.472,-0.593
1698744549.506,0.592,0.579,-0.514
1698744549.586,0.604,0.564,-0.478
1698744549.667,0.584,0.538,-0.59
1698744549.746,0.566,0.568,-0.648
1698744549.826,0.59,0.525,-0.61
1698744549.907,0.603,0.501,-0.625
1698744549.986,0.606,0.488,-0.624
