timestamp,alpha,beta,gamma,acc,heading
1698924848.173,344.89009689811024,124.83977519303669,4.845498599979575,17.67506980895996,126.41002655029297
1698924848.19,344.2715126325427,128.73642128368914,7.250201766979916,17.675018310546875,118.08892059326172
1698924848.206,343.92654050234466,131.7263358195182,8.78885531384385,17.67494773864746,111.46539306640625
1698924848.223,343.87113262120107,134.29654001046475,9.981990026772692,17.674877166748047,106.65155029296875
1698924848.24,344.01483721715243,135.18048534576744,10.074277043574115,17.674795150756836,104.11152648925781
1698924848.256,344.21824511117904,135.15747471748116,9.38035092891534,17.67471694946289,105.53087615966797
1698924848.273,344.2808456273468,134.11300305913062,8.263086249694169,17.67471694946289,105.53087615966797
1698924848.29,344.09779457925896,133.17811569352108,7.770678445043711,17.67464828491211,108.59294891357422
1698924848.307,343.6710865989884,132.76265944109147,7.90808079967062,17.674571990966797,110.59713745117188
1698924848.323,343.5322467706044,133.20817801133174,8.264603905706007,17.674571990966797,110.59713745117188
1698924848.377,344.1796589154887,137.17453651389636,9.15443854651816,17.674036026000977,304.52001953125
1698924851.924,349.98806340289605,146.68804047188036,10.102527435316851,17.577022552490234,299.02166748046875
1698924851.939,349.965462076713,146.69810417455164,10.181471908199095,17.577022552490234,299.02166748046875
1698924851.955,349.9354982019212,146.70753038096376,10.262031757005444,17.577022552490234,299.02166748046875
1698924851.973,349.89259139384643,146.6732981257701,10.369714320646615,17.577022552490234,299.02166748046875
1698924851.99,349.8747546274874,146.64844793391694,10.440060061382724,17.577022552490234,299.02166748046875
1698924852.005,349.87815475358576,146.64164044096293,10.466848960084752,17.577022552490234,299.02166748046875
1698924852.023,349.8959858495733,146.6576543829917,10.46338904483186,17.577022552490234,299.02166748046875
1698924852.04,349.9314603425994,146.68449206404537,10.43834871837629,17.577022552490234,299.02166748046875
1698924852.056,349.9705100876125,146.71277739332896,10.414771335052714,17.577022552490234,299.02166748046875
1698924852.073,350.01599183271367,146.70845660766668,10.398811591417276,17.577022552490234,299.02166748046875
1698924852.09,350.0486638428272,146.68931017067553,10.391976290109639,17.577022552490234,299.02166748046875
1698924852.107,350.0941915504943,146.65320491730978,10.368577529061119,17.577022552490234,299.02166748046875
1698924852.123,350.1201715755175,146.6162739404384,10.338143039802922,17.577022552490234,299.02166748046875
1698924852.14,350.14650984532193,146.575340993438,10.299741169917315,17.577022552490234,299.02166748046875
1698924852.157,350.19400897383434,146.53656078991236,10.22124144391249,17.577022552490234,299.02166748046875
1698924852.173,350.2496896848946,146.5310342983441,10.144611520936639,17.577022552490234,299.02166748046875
1698924852.19,350.31458643494926,146.53283449285482,10.06682441106532,17.577022552490234,299.02166748046875
1698924852.206,350.40495771575513,146.52114211733706,9.959390005192754,17.577022552490234,299.02166748046875
1698924852.223,350.4449866897023,146.48796926298797,9.900787503236353,17.577022552490234,299.02166748046875
1698924852.24,350.4667756183779,146.4449480406974,9.86343023248896,17.577022552490234,299.02166748046875
1698924852.256,350.4912380150711,146.42460232245463,9.831653809205068,17.577022552490234,299.02166748046875
1698924852.273,350.5027423760123,146.41555091229768,9.792933904611152,17.577022552490234,299.02166748046875
1698924852.29,350.48160926527146,146.39237598860547,9.769518531670158,17.577022552490234,299.02166748046875
1698924852.306,350.4445109606462,146.35299201238138,9.762158487963417,17.577022552490234,299.02166748046875
1698924852.323,350.4257014861859,146.32727337181882,9.755183823594301,17.577022552490234,299.02166748046875
1698924852.339,350.41537445092365,146.30201167099224,9.73351097464032,17.577022552490234,299.02166748046875
1698924852.356,350.3989358152679,146.27578887473598,9.706726175806246,17.577022552490234,299.02166748046875
1698924852.373,350.3886579340587,146.27501898632758,9.704167658746082,17.577022552490234,299.02166748046875
1698924852.389,350.3955534811315,146.32449670633446,9.718306222413956,17.577022552490234,299.02166748046875
1698924852.407,350.4715760953543,146.569251299626,9.82649660166626,17.577022552490234,299.02166748046875
1698924852.423,350.528198899085,146.78631091072185,9.9124588150937,17.577022552490234,299.02166748046875
1698924852.44,350.54978019385754,146.89799208761534,9.965007413292776,17.577022552490234,299.02166748046875
1698924852.456,350.55059244962865,146.89207380741647,10.012208103174673,17.577022552490234,299.02166748046875
1698924852.473,350.5693215227533,146.8671781569053,10.032647119694046,17.577022552490234,299.02166748046875
1698924852.49,350.58748208035183,146.86450783947342,10.03359399886918,17.577022552490234,299.02166748046875
1698924852.506,350.6157166736951,146.89460726742655,10.029085299324535,17.577022552490234,299.02166748046875
1698924852.523,350.6382848789799,146.92987934222955,10.004028236807178,17.577022552490234,299.02166748046875
1698924852.539,350.6257967462786,146.94828838551422,9.984877036641052,17.577022552490234,299.02166748046875
1698924852.557,350.55861212178326,146.90209039840695,9.98220202790418,17.577022552490234,299.02166748046875
1698924852.574,350.5073639537812,146.83166775004494,9.950307508928306,17.577022552490234,299.02166748046875
1698924852.59,350.47993041684936,146.75108074014807,9.885051097822389,17.577022552490234,299.02166748046875
1698924852.607,350.46937190377486,146.63580862839564,9.85117823162329,17.577022552490234,299.02166748046875
1698924852.622,350.44885845683575,146.51899349150327,9.860009789319033,17.577022552490234,299.02166748046875
1698924852.639,350.4035607647438,146.3349780614836,9.889388211413607,17.577022552490234,299.02166748046875
1698924852.656,350.3520382031476,146.0470365018115,9.953821731627796,17.577022552490234,299.02166748046875
1698924852.672,350.3063413189169,145.83287475356315,10.025587866818858,17.577022552490234,299.02166748046875
1698924852.689,350.2522858843295,145.60415414934212,10.105316231400536,17.577022552490234,299.02166748046875
1698924852.706,350.1671175113268,145.29092477654828,10.278906205117078,17.577022552490234,299.02166748046875
1698924852.723,350.1209313234652,145.03026298243896,10.45261544328289,17.577022552490234,299.02166748046875
1698924852.74,350.0693383636725,144.72918356012576,10.617861156196936,17.577022552490234,299.02166748046875
1698924852.756,349.9845264285229,144.2347366388305,10.76692918017353,17.577022552490234,299.02166748046875
1698924852.773,349.91948822476184,143.8222213422911,10.828262179113363,17.577022552490234,299.02166748046875
1698924852.79,349.8885853354994,143.40805243900522,10.863766871395777,17.577022552490234,299.02166748046875
1698924852.806,349.91179174268086,142.85009419731563,10.880492924687296,17.577022552490234,299.02166748046875
1698924852.822,349.9143599922672,142.37341629894996,10.91645408661013,17.577022552490234,299.02166748046875
1698924852.84,349.87230847747526,141.8525065937308,11.018039830573654,17.577022552490234,299.02166748046875
1698924852.856,349.7944961364267,141.14329806056602,11.28698862586977,17.577022552490234,299.02166748046875
1698924852.873,349.72980780748975,140.62838243353823,11.590972147570765,17.577022552490234,299.02166748046875
1698924852.89,349.6627310918455,140.10069057568896,11.987976187117031,17.577022552490234,299.02166748046875
1698924852.906,349.5436654743374,139.30973572168972,12.713305249359808,17.577022552490234,299.02166748046875
1698924852.923,349.3805077424024,138.6096394295554,13.474991808879961,17.51004409790039,297.7591857910156
1698924852.94,349.12661377963366,137.80910780979573,14.400155997399814,17.51004409790039,297.7591857910156
1698924852.956,348.7080300109805,136.65236266892543,15.733346526826589,17.51004409790039,297.7591857910156
1698924852.973,348.42333555201486,135.80380376705835,16.811599058794886,17.510068893432617,84.69407653808594
1698924852.99,348.15162979876266,134.99728034265698,17.956207619853288,17.510082244873047,82.7829360961914
1698924853.007,347.8360044619435,134.06000335257445,19.639916211994382,17.510095596313477,80.57288360595703
1698924853.023,347.63650041940656,133.44009125288142,21.110525631132408,17.51011085510254,77.7158203125
1698924853.04,347.43061179072623,132.84234472341817,22.8327884877223,17.51011085510254,77.7158203125
1698924853.057,347.0561748667652,132.0787070619152,25.54381803199656,17.51012420654297,74.11836242675781
1698924853.073,346.76290886428706,131.49121919325881,27.67206130751918,17.510141372680664,70.08316802978516
