timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698674961.508,False,0.0,0,0,4383
1698674962.99,False,0.0,0,0,4383
1698674963.491,False,0.0,0,0,4383
1698674964.485,False,0.0,0,0,4383
1698674965.475,False,0.0,0,0,4383
1698674966.456,False,0.0,0,0,4383
1698674968.443,False,0.0,0,0,4383
1698674968.93,False,0.0,0,0,4383
1698674969.425,False,0.0,0,0,4383
1698674970.414,False,1.3046875,15,114,4406
1698674971.408,False,1.359375,30,156,4419
1698674972.404,False,1.46875,46,198,4433
1698674973.397,False,1.5546875,62,218,4450
1698674975.372,False,1.609375,62,228,4468
1698674976.356,False,1.63671875,62,196,4485
1698674977.84,False,1.6640625,62,157,4518
1698674978.341,False,1.6640625,62,160,4534
1698674979.326,False,1.63671875,62,162,4551
1698674980.32,False,1.58203125,61,163,4567
1698674981.305,False,1.52734375,61,160,4581
1698674982.294,False,1.52734375,61,160,4581
1698674984.277,False,0.44140625,0,156,4607
1698674984.282,False,0.83203125,17,152,4615
1698674985.264,False,1.21875,31,170,4628
1698674986.259,True,1.9140625,46,194,4644
1698674987.745,False,1.69140625,62,215,4668
1698674988.231,False,1.71875,60,221,4684
1698674989.234,False,1.71875,62,204,4702
1698674990.216,False,1.69140625,62,183,4718
1698674991.206,False,1.6640625,62,166,4734
1698674992.197,False,1.63671875,61,164,4751
1698674993.186,False,1.58203125,61,163,4765
1698674994.182,False,1.5546875,61,161,4780
1698674995.164,False,1.44140625,60,159,4794
1698674996.162,False,1.44140625,60,159,4794
1698674997.144,False,0.0,0,0,4794
1698674998.138,False,0.0,0,0,4794
