timestamp,accGGx,accGGy,accGGz
1698924288.04,-0.345,0.835,-0.49
1698924288.12,-0.356,0.781,-0.502
1698924288.2,-0.353,0.484,-0.625
1698924288.279,-0.32,0.166,-0.744
1698924288.36,-0.335,0.003,-0.819
1698924288.44,-0.365,0.047,-0.78
1698924288.519,-0.343,-0.036,-0.805
1698924288.6,-0.315,-0.188,-0.841
1698924288.679,-0.334,-0.306,-0.811
1698924288.759,-0.345,-0.36,-0.756
1698924288.842,-0.349,-0.353,-0.804
1698924288.919,-0.368,-0.372,-0.902
1698924288.999,-0.364,-0.335,-0.925
1698924289.08,-0.338,-0.298,-0.942
1698924289.159,-0.11,0.118,-0.818
1698924289.239,0.008,0.172,-0.705
1698924289.32,0.064,0.539,-0.483
1698924289.399,0.085,0.835,-0.22
1698924289.479,0.13,1.027,0.119
1698924289.56,0.113,1.153,0.274
1698924289.639,0.091,1.072,0.339
1698924289.72,0.093,0.98,0.463
1698924289.799,0.108,0.816,0.472
1698924289.879,0.13,0.763,0.453
1698924289.959,0.187,0.856,0.448
1698924290.04,0.239,0.913,0.529
1698924290.119,0.241,0.928,0.601
1698924290.199,0.211,0.908,0.538
1698924290.28,0.206,0.856,0.485
1698924290.359,0.213,0.86,0.482
1698924290.442,0.217,0.962,0.478
1698924290.519,0.237,0.997,0.474
1698924290.599,0.3,0.974,0.536
1698924290.681,0.334,0.933,0.545
1698924290.759,0.291,0.883,0.463
1698924290.839,0.279,0.864,0.406
1698924290.919,0.299,0.85,0.371
1698924290.999,0.328,0.872,0.361
1698924291.079,0.335,0.912,0.354
1698924291.159,0.315,0.914,0.367
1698924291.24,0.337,0.92,0.38
1698924291.319,0.321,0.893,0.378
1698924291.399,0.303,0.873,0.377
1698924291.479,0.305,0.88,0.375
1698924291.559,0.305,0.895,0.369
1698924291.639,0.313,0.909,0.36
1698924291.719,0.342,0.918,0.349
1698924291.799,0.376,0.933,0.338
1698924291.879,0.38,0.931,0.299
1698924291.959,0.387,0.927,0.282
1698924292.039,0.418,0.939,0.284
1698924292.121,0.461,0.972,0.262
1698924292.199,0.486,1.05,0.203
1698924292.279,0.414,1.097,0.256
1698924292.359,0.27,1.025,0.467
1698924292.439,0.137,0.906,0.584
1698924292.519,0.076,0.913,0.615
1698924292.599,0.103,1.019,0.616
1698924292.679,0.15,1.069,0.532
1698924292.759,0.189,1.039,0.457
1698924292.839,0.212,0.983,0.434
1698924292.919,0.201,0.944,0.416
1698924292.999,0.173,0.896,0.364
1698924293.079,0.136,0.815,0.317
1698924293.159,0.127,0.787,0.376
1698924293.239,0.121,0.843,0.464
1698924293.319,0.099,0.88,0.501
1698924293.399,0.054,0.9,0.537
1698924293.479,0.031,0.936,0.561
1698924293.559,0.059,0.96,0.494
1698924293.639,0.067,0.953,0.357
1698924293.721,0.087,0.948,0.218
1698924293.799,0.135,0.96,0.129
1698924293.879,0.182,0.963,0.057
1698924293.961,0.217,0.977,0.024
1698924294.039,0.254,1.026,0.027
1698924294.119,0.275,1.105,0.074
1698924294.198,0.339,1.222,0.191
1698924294.278,0.31,1.233,0.297
1698924294.359,0.18,1.089,0.337
1698924294.438,0.12,0.943,0.331
1698924294.518,0.09,0.863,0.303
1698924294.599,0.079,0.879,0.274
1698924294.678,0.107,0.959,0.252
1698924294.758,0.171,1.024,0.266
1698924294.839,0.181,1.087,0.318
1698924294.918,0.103,1.103,0.362
1698924294.998,0.029,1.053,0.369
1698924295.079,0.017,0.96,0.35
1698924295.158,0.063,0.914,0.305
1698924295.238,0.099,0.863,0.252
1698924295.319,0.138,0.885,0.211
1698924295.4,0.168,0.964,0.192
1698924295.478,0.192,1.029,0.22
1698924295.561,0.178,1.113,0.3
1698924295.638,0.107,1.098,0.395
1698924295.718,0.053,0.985,0.465
1698924295.798,0.032,0.933,0.452
1698924295.878,0.031,0.886,0.381
1698924295.958,0.052,0.852,0.319
1698924296.038,0.112,0.876,0.293
1698924296.118,0.186,0.925,0.294
1698924296.198,0.217,0.978,0.308
1698924296.279,0.143,1.067,0.313
1698924296.358,0.025,1.098,0.359
1698924296.438,-0.054,1.024,0.415
1698924296.518,-0.061,0.959,0.41
1698924296.598,-0.009,0.927,0.403
1698924296.678,0.015,0.93,0.406
1698924296.758,0.018,0.938,0.402
1698924296.839,0.024,0.917,0.383
