ms,x,y,z
1698924605029.0,76,672,221
1698924605109.0,71,667,219
1698924605189.0,69,661,222
1698924605270.0,76,660,230
1698924605349.0,69,671,223
1698924605432.0,72,670,224
1698924605509.0,64,675,223
1698924605589.0,77,666,229
1698924605669.0,80,679,230
1698924605749.0,73,674,220
1698924605832.0,69,671,239
1698924605909.0,65,668,227
1698924605989.0,56,670,228
1698924606069.0,70,670,227
1698924606149.0,73,669,213
1698924606231.0,71,670,233
1698924606309.0,69,676,237
1698924606389.0,73,672,230
1698924606469.0,75,673,223
1698924606549.0,76,667,236
1698924606629.0,80,665,213
1698924606709.0,70,671,221
1698924606789.0,79,682,223
1698924606869.0,75,672,222
1698924606950.0,69,675,224
1698924607029.0,70,679,232
1698924607109.0,84,670,222
1698924607189.0,66,671,223
1698924607269.0,78,678,235
1698924607349.0,81,668,224
1698924607429.0,78,674,225
1698924607510.0,76,663,222
1698924607589.0,76,677,227
1698924607671.0,76,672,227
1698924607749.0,70,663,230
1698924607829.0,77,663,220
1698924607910.0,73,660,231
1698924607989.0,70,665,233
1698924608071.0,56,666,226
1698924608149.0,61,677,223
1698924608229.0,56,662,232
1698924608308.0,39,672,240
1698924608388.0,25,667,223
1698924608471.0,34,661,237
1698924608548.0,49,674,228
1698924608628.0,42,666,233
1698924608709.0,54,675,245
1698924608788.0,29,664,235
1698924608871.0,20,669,235
1698924608949.0,7,664,249
1698924609028.0,-26,657,260
1698924609108.0,-66,663,287
1698924609189.0,-105,633,306
1698924609268.0,-144,602,330
1698924609348.0,-145,579,374
1698924609428.0,-144,506,410
1698924609508.0,-47,383,514
1698924609588.0,147,491,564
1698924609669.0,216,585,495
1698924609749.0,276,562,456
1698924609828.0,558,582,412
1698924609908.0,927,591,308
1698924609988.0,958,614,263
1698924610068.0,943,629,250
1698924610150.0,941,627,246
1698924610228.0,932,623,259
1698924610311.0,901,618,269
1698924610389.0,893,619,269
1698924610468.0,867,624,268
1698924610548.0,845,606,264
1698924610629.0,821,608,272
1698924610711.0,814,600,286
1698924610788.0,801,592,289
1698924610868.0,799,607,284
1698924610948.0,770,597,297
1698924611028.0,760,595,299
1698924611111.0,760,596,297
1698924611188.0,761,590,291
1698924611268.0,750,590,294
1698924611348.0,750,590,290
1698924611428.0,752,579,293
1698924611508.0,762,592,294
1698924611588.0,767,595,295
1698924611668.0,756,591,293
1698924611748.0,764,597,290
1698924611828.0,764,593,291
1698924611908.0,755,598,293
1698924611988.0,750,582,299
1698924612068.0,758,601,289
1698924612148.0,748,598,292
1698924612228.0,748,597,292
1698924612308.0,740,595,303
1698924612389.0,746,586,296
1698924612468.0,739,588,300
1698924612551.0,743,594,291
1698924612628.0,738,578,301
1698924612708.0,728,580,300
1698924612791.0,728,578,300
1698924612868.0,725,588,297
1698924612950.0,735,593,303
1698924613028.0,739,605,306
1698924613108.0,739,600,297
1698924613188.0,739,592,307
1698924613268.0,741,587,298
1698924613350.0,728,584,297
1698924613428.0,743,579,305
1698924613508.0,737,594,286
1698924613588.0,729,601,289
1698924613668.0,764,607,291
1698924613751.0,815,601,300
1698924613828.0,893,576,303
1698924613908.0,925,555,287
1698924613988.0,930,538,255
1698924614067.0,843,543,244
1698924614147.0,854,563,227
1698924614228.0,854,551,229
1698924614308.0,835,542,231
1698924614387.0,801,550,251
1698924614468.0,796,542,269
1698924614547.0,736,537,309
1698924614628.0,692,524,354
1698924614708.0,640,523,383
1698924614790.0,620,510,386
1698924614867.0,606,517,389
1698924614948.0,591,523,397
1698924615030.0,590,515,397
1698924615107.0,590,528,377
1698924615190.0,588,523,374
1698924615267.0,555,529,379
1698924615347.0,549,535,355
1698924615428.0,557,531,355
1698924615507.0,559,515,365
1698924615590.0,571,520,373
1698924615667.0,574,479,384
1698924615747.0,552,455,377
1698924615827.0,558,431,406
1698924615907.0,590,424,411
1698924615990.0,577,429,391
1698924616067.0,586,467,375
1698924616147.0,610,479,368
1698924616227.0,570,500,364
1698924616307.0,581,502,366
1698924616388.0,537,497,383
1698924616467.0,490,462,419
1698924616547.0,556,403,445
1698924616628.0,765,332,482
1698924616707.0,690,331,480
1698924616787.0,687,327,446
1698924616867.0,745,338,461
1698924616947.0,800,331,473
1698924617030.0,802,351,477
1698924617107.0,796,381,484
1698924617187.0,698,424,489
1698924617268.0,652,470,535
1698924617347.0,712,472,550
1698924617429.0,730,484,543
1698924617507.0,733,452,543
1698924617587.0,669,459,531
1698924617669.0,653,461,521
1698924617747.0,629,463,508
1698924617830.0,586,451,497
1698924617907.0,607,444,486
1698924617987.0,583,428,474
1698924618067.0,554,426,481
1698924618147.0,543,399,483
1698924618229.0,522,382,480
1698924618307.0,542,349,522
1698924618387.0,558,329,524
1698924618467.0,533,338,486
1698924618547.0,527,374,489
1698924618627.0,453,438,459
1698924618707.0,450,443,460
1698924618787.0,439,446,468
1698924618867.0,444,450,468
1698924618947.0,462,444,466
