ts,ppg
1698921495009.9016,15881.0
1698921495030.3518,15875.0
1698921495050.8022,15878.0
1698921495071.2527,15874.0
1698921495091.7031,15881.0
1698921495112.1533,15881.0
1698921495132.6038,15880.0
1698921495153.0542,15885.0
1698921495173.5046,15885.0
1698921495193.9548,15882.0
1698921495214.4053,15883.0
1698921495234.8557,15884.0
1698921495255.3062,15883.0
1698921495275.7563,15886.0
1698921495296.2068,15885.0
1698921495316.6572,15890.0
1698921495337.1077,15884.0
1698921495357.558,15887.0
1698921495378.0083,15890.0
1698921495398.4587,15887.0
1698921495418.9092,15888.0
1698921495439.3594,15892.0
1698921495459.8098,15890.0
1698921495480.2605,15893.0
1698921495500.7107,15889.0
1698921495521.161,15891.0
1698921495541.611,15894.0
1698921495562.0618,15891.0
1698921495582.5122,15899.0
1698921495602.9624,15898.0
1698921495623.4128,15895.0
1698921495643.8633,15896.0
1698921495664.3137,15895.0
1698921495684.764,15897.0
1698921495705.2144,15896.0
1698921495725.6648,15899.0
1698921495746.1152,15895.0
1698921495766.5654,15892.0
1698921495787.016,15895.0
1698921495807.4663,15895.0
1698921495827.9167,15900.0
1698921495848.367,15900.0
1698921495868.8174,15896.0
1698921495889.2678,15898.0
1698921495909.7185,15901.0
1698921495930.1685,15900.0
1698921495950.619,15901.0
1698921495971.069,15908.0
1698921495991.5198,15903.0
1698921496011.97,15902.0
1698921496032.4204,15904.0
1698921496052.8708,15904.0
1698921496073.3213,15907.0
1698921496093.7715,15909.0
1698921496114.222,15908.0
1698921496134.6724,15915.0
1698921496155.1228,15913.0
1698921496175.573,15919.0
1698921496196.0234,15923.0
1698921496216.474,15926.0
1698921496236.9243,15935.0
1698921496257.3745,15918.0
1698921496277.825,15912.0
1698921496298.2754,15912.0
1698921496318.7258,15922.0
1698921496339.176,15920.0
1698921496359.6265,15921.0
1698921496380.077,15923.0
1698921496400.527,15923.0
1698921496420.9775,15923.0
1698921496441.428,15922.0
1698921496461.8784,15925.0
1698921496482.3289,15923.0
1698921496502.779,15922.0
1698921496523.2295,15923.0
1698921496543.68,15923.0
1698921496564.1304,15919.0
1698921496584.5806,15919.0
1698921496605.031,15924.0
1698921496625.4814,15924.0
1698921496645.932,15922.0
1698921496666.382,15923.0
1698921496686.8325,15927.0
1698921496707.283,15930.0
1698921496727.7334,15929.0
1698921496748.1836,15929.0
1698921496768.634,15929.0
1698921496789.0845,15932.0
1698921496809.535,15927.0
1698921496829.985,15927.0
1698921496850.4355,15931.0
1698921496870.886,15932.0
1698921496891.3364,15930.0
1698921496911.7866,15932.0
1698921496932.237,15932.0
1698921496952.6875,15927.0
1698921496973.138,15932.0
1698921496993.5884,15936.0
1698921497014.0386,15932.0
1698921497034.489,15931.0
1698921497054.9397,15937.0
1698921497075.39,15935.0
1698921497095.84,15934.0
1698921497116.2903,15935.0
1698921497136.741,15934.0
1698921497157.1914,15933.0
1698921497177.6416,15938.0
1698921497198.092,15937.0
1698921497218.5425,15933.0
1698921497238.993,15933.0
1698921497259.443,15932.0
1698921497279.8936,15936.0
1698921497300.344,15936.0
1698921497320.7944,15938.0
1698921497341.2446,15938.0
1698921497361.695,15932.0
1698921497382.1455,15935.0
1698921497402.596,15937.0
1698921497423.046,15936.0
1698921497443.4966,15944.0
1698921497463.947,15942.0
1698921497484.3977,15948.0
1698921497504.8477,15936.0
1698921497525.298,15979.0
1698921497545.7483,15979.0
1698921497566.199,15995.0
1698921497586.6492,16003.0
1698921497607.0996,16021.0
1698921497627.55,16036.0
1698921497648.0005,16050.0
1698921497668.4507,16057.0
1698921497688.9011,16070.0
1698921497709.3516,16092.0
1698921497729.802,16095.0
1698921497750.2522,16104.0
1698921497770.7026,16118.0
1698921497791.153,16131.0
1698921497811.6035,16146.0
1698921497832.0537,16155.0
1698921497852.5042,16171.0
1698921497872.9546,16188.0
1698921497893.405,16199.0
1698921497913.8552,16215.0
1698921497934.3057,16231.0
1698921497954.756,16246.0
1698921497975.2063,16256.0
1698921497995.6567,16278.0
1698921498016.1072,16293.0
1698921498036.5576,16308.0
1698921498057.008,16324.0
1698921498077.4585,16341.0
1698921498097.9087,16357.0
1698921498118.3591,16377.0
1698921498138.8096,16383.0
1698921498159.2598,16401.0
1698921498179.7102,16416.0
1698921498200.1606,16424.0
1698921498220.611,16435.0
1698921498241.0613,16447.0
1698921498261.5117,16456.0
1698921498281.9622,16464.0
1698921498302.4126,16469.0
1698921498322.8628,16486.0
1698921498343.3132,16489.0
1698921498363.7637,16498.0
1698921498384.214,16506.0
1698921498404.6643,16512.0
1698921498425.1147,16512.0
1698921498445.5652,16512.0
1698921498466.0156,16512.0
1698921498486.4658,16512.0
1698921498506.9165,16512.0
1698921498527.3667,16512.0
1698921498547.8171,16512.0
1698921498568.267,16512.0
1698921498588.7178,16512.0
1698921498609.1682,16512.0
1698921498629.619,16512.0
1698921498650.0688,16512.0
1698921498670.5193,16512.0
1698921498690.9695,16512.0
1698921498711.4202,16512.0
1698921498731.8704,16512.0
1698921498752.3208,16512.0
1698921498772.7712,16512.0
1698921498793.2217,16512.0
1698921498813.672,16512.0
1698921498834.1223,16512.0
1698921498854.5728,16512.0
1698921498875.0232,16510.0
1698921498895.4734,16499.0
1698921498915.9238,16485.0
1698921498936.3745,16467.0
1698921498956.8247,16450.0
1698921498977.275,16427.0
1698921498997.725,16400.0
1698921499018.1758,16369.0
1698921499038.6262,16343.0
1698921499059.0764,16314.0
1698921499079.5269,16285.0
1698921499099.9773,16267.0
1698921499120.4275,16238.0
1698921499140.878,16221.0
1698921499161.3284,16205.0
1698921499181.7788,16190.0
1698921499202.2292,16181.0
1698921499222.6794,16168.0
1698921499243.13,16162.0
1698921499263.5803,16145.0
1698921499284.0308,16137.0
1698921499304.481,16131.0
1698921499324.9314,16133.0
1698921499345.3818,16154.0
1698921499365.8325,16179.0
1698921499386.2825,16220.0
1698921499406.733,16257.0
1698921499427.183,16275.0
1698921499447.6338,16289.0
1698921499468.084,16310.0
1698921499488.5344,16326.0
1698921499508.9849,16331.0
1698921499529.4353,16321.0
1698921499549.8855,16315.0
1698921499570.336,16311.0
1698921499590.7864,16293.0
1698921499611.2368,16288.0
1698921499631.687,16274.0
1698921499652.1377,16276.0
1698921499672.588,16272.0
1698921499693.0383,16261.0
1698921499713.4883,16258.0
1698921499733.939,16251.0
1698921499754.3894,16250.0
1698921499774.8398,16248.0
1698921499795.29,16241.0
1698921499815.7405,16240.0
1698921499836.191,16237.0
1698921499856.6414,16233.0
1698921499877.0916,16232.0
1698921499897.542,16223.0
1698921499917.9924,16222.0
1698921499938.4429,16220.0
1698921499958.893,16213.0
1698921499979.3435,16211.0
1698921499999.794,16216.0
1698921500020.2444,16222.0
1698921500040.6946,16235.0
1698921500061.145,16247.0
1698921500081.5957,16257.0
1698921500102.046,16255.0
1698921500122.496,16236.0
1698921500142.9463,16234.0
1698921500163.397,16231.0
1698921500183.8474,16225.0
1698921500204.2976,16233.0
1698921500224.748,16238.0
1698921500245.1985,16245.0
1698921500265.649,16255.0
1698921500286.099,16262.0
1698921500306.5496,16268.0
1698921500347.492,16290.0
1698921500367.9836,16300.0
1698921500388.4756,16304.0
1698921500408.9675,16320.0
1698921500429.4592,16330.0
1698921500449.9512,16333.0
1698921500470.4429,16347.0
1698921500490.9348,16351.0
1698921500511.4268,16352.0
1698921500531.9185,16354.0
1698921500552.4104,16354.0
1698921500572.9023,16355.0
1698921500593.394,16352.0
1698921500613.886,16343.0
1698921500634.378,16332.0
1698921500654.8696,16323.0
1698921500675.3616,16311.0
1698921500695.8535,16302.0
