ts,hr,conf
1698673399532.0,80,48
1698673400434.0,77,57
1698673401309.0,77,75
1698673402207.0,77,80
1698673403110.0,77,84
1698673404012.0,77,86
1698673404916.0,77,77
1698673405788.0,77,78
1698673406688.0,77,87
1698673407591.0,75,85
