isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance,msFromStart
False,0.0,0,0,3745,1698672659754.0
False,0.0,0,0,3745,1698672660743.0
False,0.0,0,0,3745,1698672662231.0
False,0.0,0,0,3745,1698672663223.0
False,0.0,0,0,3745,1698672664211.0
False,0.0,0,0,3745,1698672665205.0
False,0.0,0,0,3745,1698672666193.0
False,0.0,0,0,3745,1698672667182.0
False,0.44140625,0,210,3766,1698672668170.0
False,0.859375,13,223,3776,1698672669166.0
False,0.859375,13,223,3776,1698672670159.0
False,0.0,0,0,3776,1698672671138.0
False,0.5,0,131,3801,1698672672137.0
False,0.88671875,14,183,3812,1698672673126.0
False,0.94140625,31,183,3823,1698672674119.0
False,0.94140625,31,183,3823,1698672676099.0
False,0.0,0,0,3823,1698672676100.0
False,0.0,0,0,3823,1698672677084.0
False,0.0,0,0,3823,1698672678073.0
