ts,hr,conf
1698672661645.0,0,57
1698672662558.0,0,0
1698672663416.0,0,28
1698672664319.0,0,37
1698672665198.0,0,38
1698672666090.0,0,35
1698672667838.0,0,13
1698672668763.0,0,48
1698672669676.0,0,41
1698672670534.0,0,7
1698672671439.0,0,5
1698672672339.0,82,3
1698672673208.0,82,0
1698672674078.0,82,4
