timestamp,magnRawx,magnRawy,magnRawz
1698672659.589,-20,216,316
1698672660.389,-22,215,320
1698672661.189,0,242,324
1698672661.277,-83,222,327
1698672661.355,-99,222,327
1698672661.434,-97,217,325
1698672661.514,-91,213,325
1698672661.595,-96,218,330
1698672661.674,-92,215,328
1698672661.754,-97,218,344
1698672661.835,-96,213,334
1698672661.914,-96,207,334
1698672661.995,-102,218,325
1698672662.075,-93,220,330
1698672662.154,-96,230,331
1698672662.234,-96,227,343
1698672662.314,-94,241,329
1698672662.394,-93,272,344
1698672662.474,-89,270,344
1698672662.556,-102,270,348
1698672662.634,-80,255,342
1698672662.717,-59,241,332
1698672662.794,-50,241,328
1698672662.874,-49,244,339
1698672662.956,-44,245,322
1698672663.034,-51,249,328
1698672663.117,-68,223,325
1698672663.194,-77,241,342
1698672663.274,-83,234,340
1698672663.354,-82,249,332
1698672663.434,-81,247,345
1698672663.517,-89,255,337
1698672663.594,-53,259,332
1698672663.674,-39,250,338
1698672663.754,-33,259,327
1698672663.834,-33,248,328
1698672663.914,-24,230,325
1698672663.994,-27,217,332
1698672664.074,-39,226,343
1698672664.154,-38,210,319
1698672664.234,-45,217,331
1698672664.314,-47,228,324
1698672664.394,-44,227,332
1698672664.474,-60,244,338
1698672664.554,-69,248,336
1698672664.634,-72,262,348
1698672664.714,-66,244,332
1698672664.794,-68,240,335
1698672664.874,-69,236,335
1698672664.957,-63,262,343
1698672665.034,-45,236,331
1698672665.114,-38,223,335
1698672665.196,-51,224,331
1698672665.274,-67,214,329
1698672665.356,-63,211,332
1698672665.434,-75,229,337
1698672665.514,-70,220,344
1698672665.594,-65,239,342
1698672665.674,-49,222,339
1698672665.756,-51,224,329
1698672665.834,-32,214,339
1698672665.914,-20,204,327
1698672665.994,17,197,331
1698672666.074,51,189,327
1698672666.156,82,186,330
1698672666.234,103,191,341
1698672666.314,133,199,355
1698672666.394,161,208,354
1698672666.474,190,210,372
1698672666.554,206,220,388
1698672666.634,206,239,384
1698672666.713,212,260,397
1698672666.793,215,261,400
1698672666.875,206,264,409
1698672666.953,191,260,391
1698672667.033,198,283,401
1698672667.114,196,292,400
1698672667.193,175,296,401
1698672667.273,166,308,407
1698672667.354,174,297,406
1698672667.434,169,313,407
1698672667.513,164,316,402
1698672667.596,167,326,422
1698672667.673,169,330,425
1698672667.753,172,343,440
1698672667.836,170,341,434
1698672667.913,156,348,435
1698672667.996,144,335,431
1698672668.073,149,361,429
1698672668.153,144,355,430
1698672668.233,154,352,428
1698672668.314,160,346,422
1698672668.396,164,336,432
1698672668.473,161,349,434
1698672668.555,168,351,431
1698672668.633,160,348,425
1698672668.713,166,356,431
1698672668.796,164,340,438
1698672668.873,173,355,439
1698672668.953,170,356,436
1698672669.033,176,354,432
1698672669.113,164,360,437
1698672669.193,134,374,432
1698672669.273,140,370,437
1698672669.353,131,368,444
1698672669.433,109,384,442
1698672669.513,89,390,440
1698672669.594,51,396,454
1698672669.674,24,399,444
1698672669.753,-4,397,431
1698672669.836,-41,387,422
1698672669.913,-57,372,411
1698672669.993,-78,352,390
1698672670.074,-87,347,380
1698672670.153,-94,318,360
1698672670.236,-84,300,347
1698672670.313,-78,281,351
1698672670.394,-81,279,343
1698672670.473,-88,268,352
1698672670.553,-87,259,338
1698672670.636,-69,257,341
1698672670.713,-82,245,341
1698672670.793,-85,246,339
1698672670.873,-113,234,333
1698672670.953,-133,237,343
1698672671.036,-162,215,346
1698672671.113,-169,234,351
1698672671.193,-187,231,357
1698672671.273,-202,226,361
1698672671.353,-210,212,364
1698672671.437,-231,198,371
1698672671.513,-230,204,377
1698672671.593,-234,198,365
1698672671.673,-247,185,365
1698672671.753,-248,180,380
1698672671.833,-246,174,370
1698672671.913,-240,185,378
1698672671.993,-244,173,375
1698672672.073,-246,178,381
1698672672.153,-241,171,378
1698672672.233,-239,168,361
1698672672.314,-247,185,374
1698672672.394,-241,176,366
1698672672.475,-237,174,374
1698672672.553,-239,170,362
1698672672.633,-240,171,378
1698672672.715,-232,182,365
1698672672.793,-235,188,364
1698672672.875,-239,193,365
1698672672.953,-227,193,355
1698672673.033,-215,192,356
1698672673.113,-210,193,360
1698672673.193,-218,183,367
1698672673.275,-217,185,357
1698672673.353,-221,182,350
1698672673.432,-224,191,364
1698672673.513,-223,197,353
1698672673.593,-224,190,357
1698672673.676,-226,194,360
1698672673.752,-214,186,365
1698672673.833,-229,186,361
1698672673.912,-216,186,361
1698672673.992,-213,188,363
1698672674.073,-210,174,355
1698672674.152,-221,179,357
1698672674.232,-215,168,357
1698672674.313,-213,180,357
1698672674.392,-212,176,349
1698672674.472,-203,156,355
1698672674.553,-195,151,344
