msFromStart,alpha,beta,gamma,acc,heading
3691,13.70033768403148,29.581349069625812,2.7649876943860243,40.30643844604492,104.2805404663086
3708,13.818523160680229,29.158094020189473,2.2367604605406397,40.30643844604492,104.2805404663086
3725,13.816486735969029,28.936298973041094,1.732302736639956,40.30643844604492,104.2805404663086
3741,13.580599709294102,28.982676584738414,1.3631948515383197,40.30643844604492,104.2805404663086
3758,13.247698078209238,29.195650953117582,1.4280401252827795,40.30643844604492,104.2805404663086
3775,12.832016337313403,29.479468400432438,1.7624060542613014,40.222450256347656,105.46662902832031
3791,12.262735810477139,29.841317928426577,2.5068328440069565,40.222450256347656,105.46662902832031
3808,11.909227112382457,30.047612051618728,3.13023889521995,40.222450256347656,105.46662902832031
3825,11.696392308415348,30.175501528223585,3.7141588635054767,40.222450256347656,105.46662902832031
3841,11.731658207229687,30.170464904946407,4.302682299322716,40.222450256347656,105.46662902832031
3858,12.012094757038394,30.020378922772025,4.519783067928179,40.222450256347656,105.46662902832031
3875,12.50910309989004,29.77101780223092,4.543182086699211,40.222450256347656,105.46662902832031
3890,13.437357546209242,29.37589242345993,4.367280307223102,40.222450256347656,105.46662902832031
3908,14.263582628571834,29.098737635833977,4.164890067336437,40.18457794189453,103.52348327636719
3925,15.167320228686947,28.87331109832277,3.9348400311360643,40.18457794189453,103.52348327636719
3941,16.452844546133235,28.613721823491638,3.610622721338265,40.180320739746094,102.39747619628906
3958,17.46128482047407,28.389955221507122,3.3793675901538727,40.176185607910156,101.18517303466797
3975,18.492119693950347,28.146710926556505,3.169293446492269,40.17214584350586,99.90570068359375
3991,19.86009095366225,27.868136654855476,2.9377578962743827,40.16816329956055,98.60487365722656
4008,20.864878257923234,27.746126422925663,2.8369259076910147,40.164207458496094,97.30293273925781
4025,21.879020485871585,27.712217986856523,2.7994174739330746,40.164207458496094,97.30293273925781
4041,23.29693549014888,27.704063241473865,2.807090250011754,40.1602783203125,95.95406341552734
4058,24.440449673122394,27.6499158274893,2.825713348660211,40.156394958496094,94.50447845458984
4075,25.68368937979044,27.522187784200614,2.861717564098192,40.152557373046875,92.91361999511719
4091,27.48049944168092,27.26272662696332,2.92830996260923,40.14875793457031,91.13827514648438
4108,28.872917859528453,27.111316270107373,2.956241476793107,40.14492416381836,89.28302001953125
4125,30.29556309437122,27.078974716653708,2.949812019161239,40.14492416381836,89.28302001953125
4141,32.25005531787703,27.198772411812218,2.9719304213703555,40.1410026550293,87.37893676757812
4158,33.786161548547305,27.31086054981671,3.096397289349929,40.13698196411133,85.38935852050781
4175,35.44989092877095,27.37848171261328,3.265560868088703,40.13290786743164,83.21126556396484
