timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698419978.741,False,0.0,0,0,1810
1698419979.734,False,0.0,0,0,1810
1698419980.858,False,0.0,0,0,1810
1698419981.757,False,0.0,0,0,1810
1698419982.747,False,0.0,0,0,1810
1698419983.739,False,0.0,0,0,1810
1698419984.73,False,0.0,0,0,1810
1698419986.167,False,0.0,0,0,1810
1698419987.66,False,0.5546875,21,223,1810
1698419988.148,False,1.71875,39,240,1819
1698419989.141,False,1.83203125,72,203,1852
1698419990.128,False,1.8046875,71,188,1867
1698419991.117,False,1.69140625,66,172,1887
1698419992.105,False,1.69140625,66,172,1887
1698419993.098,False,0.0,0,0,1887
1698419994.088,False,0.0,0,0,1887
1698419995.078,False,0.0,0,0,1887
1698419996.067,False,0.0,0,0,1887
