timestamp,magnRawx,magnRawy,magnRawz
1698672816.014,-32,244,334
1698672816.097,-34,245,334
1698672816.174,-43,240,326
1698672816.254,-27,247,338
1698672816.334,-35,252,332
1698672816.414,-32,253,331
1698672816.496,-43,243,335
1698672816.574,-43,241,325
1698672816.654,-37,244,323
1698672816.734,-42,241,328
1698672816.814,-40,244,331
1698672816.894,-28,248,326
1698672816.974,-28,244,330
1698672817.054,-35,240,327
1698672817.134,-30,246,328
1698672817.214,-33,240,327
1698672817.294,-29,243,333
1698672817.374,-28,249,325
1698672817.454,-41,234,335
1698672817.534,-42,239,327
1698672817.614,-34,238,338
1698672817.694,-33,242,334
1698672817.776,-35,239,331
1698672817.854,-32,241,323
1698672817.936,-30,246,334
1698672818.014,-42,236,333
1698672818.094,-44,234,326
1698672818.174,-38,236,333
1698672818.254,-31,248,326
1698672818.337,-43,232,322
1698672818.414,-31,230,324
1698672818.494,-36,249,323
1698672818.574,-27,232,331
1698672818.654,-39,242,330
1698672818.736,-36,241,326
1698672818.814,-31,233,328
1698672818.894,-45,239,336
1698672818.974,-45,236,326
1698672819.054,-37,239,332
1698672819.129,-37,249,321
1698672819.214,-26,245,316
1698672819.293,-31,249,320
1698672819.373,-23,241,310
1698672819.454,-31,240,330
1698672819.534,-19,246,332
1698672819.614,-29,237,322
1698672819.694,-12,248,323
1698672819.773,-22,241,318
1698672819.853,-32,221,324
1698672819.934,-21,237,329
1698672820.015,-50,237,329
1698672820.093,-65,225,321
1698672820.176,-90,242,330
1698672820.253,-99,243,340
1698672820.333,-110,250,339
1698672820.414,-103,262,342
1698672820.493,-85,244,338
1698672820.576,-71,254,346
1698672820.654,-67,253,333
1698672820.733,-58,250,330
1698672820.813,-59,246,321
1698672820.894,-68,237,323
1698672820.976,-78,244,327
1698672821.053,-69,243,325
1698672821.134,-91,240,337
1698672821.213,-88,242,336
1698672821.293,-88,243,334
1698672821.373,-94,234,331
1698672821.453,-97,244,335
1698672821.533,-85,239,345
1698672821.613,-83,248,336
1698672821.693,-79,242,343
1698672821.773,-87,243,321
1698672821.853,-85,239,336
1698672821.933,-90,251,332
1698672822.016,-89,243,334
1698672822.093,-74,241,341
1698672822.173,-90,235,332
1698672822.254,-92,237,335
1698672822.333,-95,242,337
1698672822.417,-89,242,334
1698672822.493,-87,246,340
1698672822.573,-102,227,329
1698672822.655,-100,241,337
1698672822.728,-95,232,343
1698672822.817,-88,247,342
1698672822.893,-99,242,337
1698672822.973,-86,248,340
1698672823.053,-93,238,330
1698672823.133,-89,223,329
1698672823.215,-90,225,337
1698672823.293,-102,232,336
1698672823.373,-107,243,351
1698672823.453,-106,225,333
1698672823.533,-102,229,343
1698672823.613,-98,232,336
1698672823.693,-96,225,335
1698672823.773,-100,234,330
1698672823.853,-87,228,341
1698672823.933,-89,241,327
1698672824.013,-83,235,338
1698672824.093,-85,249,341
1698672824.173,-76,243,329
1698672824.253,-90,248,346
1698672824.333,-85,241,345
1698672824.413,-102,241,355
1698672824.494,-103,247,337
1698672824.573,-87,218,341
1698672824.655,-93,243,337
1698672824.734,-87,249,342
1698672824.813,-90,240,339
1698672824.895,-81,243,341
1698672824.973,-91,250,346
1698672825.055,-81,240,353
1698672825.133,-81,238,333
1698672825.213,-90,238,339
1698672825.293,-83,250,344
1698672825.373,-81,249,346
1698672825.455,-86,259,350
1698672825.532,-80,255,343
1698672825.613,-79,243,346
1698672825.693,-82,241,350
1698672825.772,-72,239,337
1698672825.852,-72,248,338
1698672825.933,-68,250,337
1698672826.012,-66,238,343
1698672826.092,-71,246,342
1698672826.173,-62,242,339
1698672826.252,-58,261,347
1698672826.332,-75,259,349
1698672826.413,-63,256,343
1698672826.492,-66,249,340
1698672826.572,-62,246,347
1698672826.653,-51,242,350
1698672826.733,-48,233,341
1698672826.812,-43,245,335
1698672826.895,-29,243,340
