timestamp,accGGx,accGGy,accGGz
1698924355.572,-0.25,0.793,0.606
1698924355.652,-0.253,0.792,0.603
1698924355.732,-0.249,0.783,0.607
1698924355.814,-0.243,0.782,0.627
1698924355.892,-0.231,0.809,0.639
1698924355.972,-0.168,0.828,0.634
1698924356.052,-0.095,0.84,0.62
1698924356.132,-0.031,0.845,0.587
1698924356.216,0.041,0.823,0.562
1698924356.292,0.059,0.821,0.556
1698924356.372,0.028,0.857,0.567
1698924356.452,-0.043,0.875,0.604
1698924356.532,-0.094,0.872,0.609
1698924356.612,-0.148,0.88,0.616
1698924356.692,-0.194,0.867,0.667
1698924356.772,-0.254,0.85,0.699
1698924356.852,-0.374,0.843,0.745
1698924356.932,-0.474,0.791,0.807
1698924357.012,-0.487,0.765,0.835
1698924357.092,-0.449,0.774,0.786
1698924357.172,-0.384,0.767,0.685
1698924357.253,-0.323,0.741,0.625
1698924357.332,-0.268,0.675,0.575
1698924357.412,-0.219,0.647,0.547
1698924357.492,-0.183,0.622,0.489
1698924357.572,-0.14,0.584,0.457
1698924357.654,-0.057,0.573,0.496
1698924357.732,0.038,0.583,0.544
1698924357.812,0.067,0.671,0.594
1698924357.892,0.067,0.747,0.617
1698924357.972,0.082,0.719,0.65
1698924358.052,0.087,0.704,0.682
1698924358.132,0.067,0.751,0.688
1698924358.212,0.04,0.783,0.669
1698924358.292,0.07,0.776,0.617
1698924358.372,0.038,0.795,0.605
1698924358.452,0.024,0.858,0.552
1698924358.532,0.056,0.919,0.528
1698924358.612,0.09,0.909,0.516
1698924358.692,0.11,0.878,0.493
1698924358.772,0.111,0.895,0.473
1698924358.852,0.116,0.936,0.462
1698924358.932,0.137,0.957,0.458
1698924359.012,0.148,0.999,0.484
1698924359.093,0.106,1.018,0.539
1698924359.172,0.059,1.005,0.586
1698924359.254,0.05,0.945,0.617
1698924359.332,0.039,0.807,0.62
1698924359.412,0.028,0.725,0.603
1698924359.494,0.033,0.737,0.595
1698924359.572,0.06,0.79,0.596
1698924359.652,0.081,0.826,0.593
1698924359.732,0.098,0.791,0.568
1698924359.812,0.19,0.805,0.499
1698924359.892,0.262,0.86,0.479
1698924359.972,0.246,0.884,0.522
1698924360.052,0.223,0.907,0.544
1698924360.132,0.172,0.901,0.589
1698924360.212,0.086,0.893,0.656
1698924360.292,-0.001,0.854,0.661
1698924360.452,-0.119,0.711,0.673
1698924360.532,-0.044,0.857,0.744
1698924360.612,0.036,0.94,0.751
1698924360.692,0.074,0.858,0.646
1698924360.772,0.107,0.819,0.589
1698924360.852,0.125,0.825,0.549
1698924360.933,0.14,0.869,0.534
1698924361.012,0.145,0.922,0.531
1698924361.094,0.129,0.954,0.544
1698924361.171,0.098,0.965,0.586
1698924361.252,0.078,0.965,0.632
