msFromStart,alpha,beta,gamma,acc,heading
175,359.7325609598703,14.72971154637906,2.132591938195657,-1.0,
191,359.77393649435396,14.696417591442088,2.00205499110381,39.99024200439453,120.63510131835938
207,359.8012321955942,14.752046469282682,1.8617760501621294,39.99024200439453,120.63510131835938
225,359.800981015483,14.946514925119613,1.5939566180731581,39.99024200439453,120.63510131835938
241,359.7529603254652,15.16751876997042,1.4291541196566584,39.99024200439453,120.63510131835938
259,359.61402268015405,14.039450638004675,1.5750235312116305,39.99024200439453,120.63510131835938
275,359.38976559339005,14.436771322583988,1.9120647984721253,39.99024200439453,120.63510131835938
291,359.28995669187117,14.739976688742185,2.0259987840640363,39.99024200439453,120.63510131835938
308,359.2447870425364,14.98570741286854,2.057147990671572,39.99024200439453,120.63510131835938
325,359.3056638620381,15.460271161766512,1.8379214734876446,39.99024200439453,120.63510131835938
341,359.36122969191706,15.833243655450039,1.6687300465171033,39.99024200439453,120.63510131835938
357,359.47504671473814,16.46463301599252,1.269287997630451,39.99024200439453,120.63510131835938
375,359.586934570822,17.149212055716895,0.7944481390277713,39.99024200439453,120.63510131835938
391,359.58371093667057,17.508968819269892,0.6524115989197937,39.99024200439453,120.63510131835938
408,359.6266727171614,18.262094645574404,0.31890264919426464,39.99024200439453,120.63510131835938
425,359.6051673450783,19.017664658228465,0.16387241186638415,39.99024200439453,120.63510131835938
441,359.50538464805254,19.542964020672155,0.24571050891705257,39.99024200439453,120.63510131835938
458,359.34430995319104,20.01033206398697,0.3941632356781018,39.99024200439453,120.63510131835938
475,359.0685840448268,20.54083842707024,0.7440529546144574,39.99024200439453,120.63510131835938
491,358.8682753337847,21.01208949317627,1.024358347770274,39.99024200439453,120.63510131835938
508,358.63905078520753,21.723032634393736,1.363158142285796,39.99024200439453,120.63510131835938
524,358.4847856341647,22.136022350479145,1.6544726941781047,34.002315521240234,121.77739715576172
541,358.3484825756359,22.42645771787302,2.0317988445594355,34.002315521240234,121.77739715576172
558,358.1259807753771,22.77649729053813,2.7661378783041015,34.002315521240234,121.77739715576172
575,357.98769361963423,23.07414499546601,3.38818474226729,34.002315521240234,121.77739715576172
591,357.85977440296494,23.34857483742183,3.909279280131513,34.002315521240234,121.77739715576172
608,357.68905218824506,23.483120956340237,4.51052113192295,34.002315521240234,121.77739715576172
625,357.5920533386941,23.375956665466166,4.982599402365411,34.002315521240234,121.77739715576172
641,357.50144129855465,23.29819477151077,5.518057263631918,34.002315521240234,121.77739715576172
657,357.3298243868949,23.515316277377156,6.323263283006889,34.002315521240234,121.77739715576172
675,357.1108707645654,23.765457837008405,6.889923692043062,34.002315521240234,121.77739715576172
691,356.8181780130793,23.859870716504446,7.398416475650639,34.002315521240234,121.77739715576172
708,356.3769249003704,23.84816613739503,8.027415026736668,34.002315521240234,121.77739715576172
724,355.9990283829516,23.97936147381528,8.494935505923651,34.002315521240234,121.77739715576172
741,355.5352472141773,24.232991191481343,9.025263995194729,34.00232696533203,123.05184173583984
758,354.90080675864647,24.497967406043003,9.73567740567559,34.00232696533203,123.05184173583984
775,354.47806311159565,24.503205176297637,10.165453968577754,34.00232696533203,123.05184173583984
792,354.08144836225284,24.330093800515534,10.475166498560883,34.00232696533203,123.05184173583984
808,353.5469723423524,24.053469954753247,10.828758207072296,34.00233459472656,124.41719818115234
825,353.11198577076397,23.92350222692141,11.085718932050215,34.00233459472656,124.41719818115234
841,352.6333357119108,23.81297214203499,11.36080578312999,34.00233459472656,125.4585952758789
857,351.92334062999726,23.51138470578013,11.96022842747528,34.00233459472656,125.4585952758789
875,351.4741410500671,22.969250002610533,12.418435926077386,34.00233459472656,125.4585952758789
891,351.1944023886808,22.196508578534186,12.616529935335297,34.00233459472656,126.63697052001953
908,350.91736329122716,21.081765884803964,12.912541781460403,34.00233459472656,126.63697052001953
925,350.7468028377175,20.28566595127907,13.316267561104096,34.00233459472656,126.63697052001953
941,350.64364040222983,19.55424172531816,13.736324778297554,34.00233459472656,126.63697052001953
958,350.69671326399515,18.488449592009047,14.312847110619973,34.00233459472656,126.63697052001953
975,350.89118302904205,17.480277022973922,14.783201796060826,34.00233459472656,126.63697052001953
991,351.1483048484943,16.415359426988704,15.224315307619637,34.00233459472656,126.63697052001953
1007,351.40920588601085,15.263709938449113,15.836772577613342,34.00233459472656,126.63697052001953
1025,351.42934044769953,14.65035130077612,16.464138312909792,34.00233459472656,126.63697052001953
1043,351.4294663693798,14.080437296576195,17.05311635326164,34.00233459472656,126.63697052001953
1058,351.6074303075327,13.055865410814084,17.371581128404,34.00233459472656,126.63697052001953
1075,351.8297568598938,12.165958473155477,17.531287872595662,34.00233459472656,126.63697052001953
1091,351.99161993395364,11.352856689430771,17.854671358388167,34.00233459472656,126.63697052001953
1108,352.05223896703217,10.4938662902982,18.341410949569525,34.00233459472656,126.63697052001953
1125,352.0259254092057,9.981498882980548,18.666108648353887,34.00233459472656,126.63697052001953
1141,351.93536186828277,9.580068976887954,18.965166250583437,34.00233459472656,126.63697052001953
1158,351.72612547531344,8.999425046473325,19.438221924940716,34.00233459472656,126.63697052001953
1175,351.5412593153124,8.510386111181719,19.850221301401998,34.00233459472656,126.63697052001953
1191,351.3633455299985,7.98729898540398,20.203794492680263,34.00233459472656,126.63697052001953
1207,351.29511661909515,7.145785146773523,20.481265911449377,33.96345138549805,127.92436218261719
1225,351.3632104312595,6.572588205995925,20.399039680708686,33.96345138549805,127.92436218261719
1241,351.3784014490842,6.192441023240121,20.11977068091268,33.96345138549805,127.92436218261719
1258,351.0631966948672,6.218467196867319,20.096979392993035,33.96345138549805,127.92436218261719
1276,350.6243049684003,6.304193048798265,20.44231150921546,33.96345138549805,127.92436218261719
1292,350.2253039777591,6.103272617232658,20.697530905953247,33.96345138549805,127.92436218261719
1307,349.9945223505466,5.572611008944039,20.614402267253737,33.77303695678711,129.4158935546875
1325,349.9788006726298,5.180625770791522,20.469483718347252,33.77303695678711,129.4158935546875
1341,350.02627712368377,4.770188607903388,20.205162155460737,33.77303695678711,129.4158935546875
1358,350.0821505181594,3.9877839198055884,19.418978828212442,33.77303695678711,129.4158935546875
1375,349.9905177547678,3.374098354676568,18.57956626209895,33.77303695678711,129.4158935546875
1392,349.81517221866704,2.903049429541142,17.637776486779128,33.77303695678711,129.4158935546875
1409,349.57823395763234,2.8013593002510717,16.528483386619904,33.74699401855469,130.46377563476562
1425,349.42871961330053,3.1526481409577225,15.878078153485923,33.74699401855469,130.46377563476562
1441,349.2426876413167,3.899644042006266,15.20632767445837,33.74699401855469,130.46377563476562
1458,349.17519419239915,4.408162871669601,14.725768188748097,33.74699401855469,130.46377563476562
1475,349.2465653862866,4.7432781256831165,14.14553573717756,33.74699401855469,130.46377563476562
1491,349.4531889829815,4.971117949267194,13.22610101370606,33.74699401855469,130.46377563476562
1508,349.58641669516106,5.107918704301714,12.464637450698362,33.74699401855469,130.46377563476562
1525,349.6626029814624,5.291666556359003,11.725584151914054,33.74699401855469,130.46377563476562
1541,349.6987865436784,5.662365392295125,10.916771502980152,33.74699401855469,130.46377563476562
1558,349.7125021890518,6.02306474052986,10.37252313725595,33.74699401855469,130.46377563476562
1575,349.7136444615031,6.406530267072475,9.855392624005283,33.74699401855469,130.46377563476562
1591,349.7679124288241,6.880039939055736,9.2788023348422,33.74699401855469,130.46377563476562
1607,349.9141750264878,7.138782838217918,8.92459464278001,33.74699401855469,130.46377563476562
