ts,abs,alpha,beta,gamma
1698924352014.0,False,71.9,80.0,16.0
1698924352064.0,False,72.0,79.9,15.8
1698924352080.0,False,72.10000000000001,79.9,15.8
1698924352113.0,False,72.2,79.80000000000001,15.600000000000001
1698924352164.0,False,72.3,79.80000000000001,15.5
1698924352214.0,False,72.4,79.80000000000001,15.5
1698924352230.0,False,72.4,79.7,15.4
1698924352280.0,False,72.60000000000001,79.7,15.200000000000001
1698924352313.0,False,72.8,79.7,15.100000000000001
1698924352347.0,False,72.8,79.60000000000001,15.0
1698924352364.0,False,72.9,79.60000000000001,14.9
1698924352399.0,False,73.10000000000001,79.60000000000001,14.700000000000001
1698924352431.0,False,73.3,79.60000000000001,14.5
1698924352447.0,False,73.4,79.60000000000001,14.4
1698924352481.0,False,73.60000000000001,79.5,14.3
1698924352513.0,False,73.8,79.5,14.100000000000001
1698924352530.0,False,73.8,79.5,14.0
1698924352547.0,False,73.9,79.5,14.0
1698924352763.0,False,74.10000000000001,79.4,13.8
1698924352780.0,False,74.0,79.4,13.9
1698924352799.0,False,74.10000000000001,79.5,13.8
1698924352831.0,False,74.2,79.5,13.600000000000001
1698924352914.0,False,74.4,79.4,13.5
1698924352997.0,False,74.4,79.5,13.600000000000001
1698924353047.0,False,74.3,79.5,13.600000000000001
1698924353114.0,False,74.2,79.5,13.8
1698924353247.0,False,74.0,79.5,13.9
1698924353280.0,False,74.10000000000001,79.5,13.8
1698924353330.0,False,74.3,79.30000000000001,13.700000000000001
1698924353349.0,False,74.5,79.30000000000001,13.5
1698924353364.0,False,74.5,79.2,13.4
1698924353381.0,False,74.60000000000001,79.2,13.4
1698924353399.0,False,74.5,79.30000000000001,13.4
1698924353464.0,False,74.60000000000001,79.30000000000001,13.3
1698924353480.0,False,74.8,79.30000000000001,13.100000000000001
1698924353497.0,False,74.8,79.2,13.0
1698924353514.0,False,74.9,79.2,13.0
1698924353547.0,False,74.8,79.30000000000001,13.200000000000001
1698924353563.0,False,74.5,79.30000000000001,13.4
1698924353599.0,False,74.10000000000001,79.4,13.8
1698924353614.0,False,74.0,79.5,13.9
1698924353631.0,False,73.8,79.60000000000001,14.100000000000001
1698924353647.0,False,73.60000000000001,79.60000000000001,14.4
1698924353664.0,False,73.4,79.60000000000001,14.600000000000001
1698924353680.0,False,73.3,79.7,14.8
1698924353714.0,False,72.9,79.80000000000001,15.100000000000001
1698924353750.0,False,72.8,79.9,15.200000000000001
1698924353796.0,False,72.7,80.10000000000001,15.200000000000001
1698924353864.0,False,72.5,80.10000000000001,15.3
1698924353897.0,False,72.3,80.10000000000001,15.5
1698924353915.0,False,72.3,80.10000000000001,15.600000000000001
1698924353947.0,False,72.5,80.10000000000001,15.4
1698924353963.0,False,72.8,80.10000000000001,15.3
1698924354014.0,False,72.4,80.2,15.700000000000001
1698924354030.0,False,72.3,80.2,15.9
1698924354048.0,False,72.10000000000001,80.30000000000001,16.1
1698924354065.0,False,72.3,80.30000000000001,16.0
1698924354115.0,False,72.3,80.2,16.0
1698924354147.0,False,72.4,80.0,16.0
1698924354164.0,False,72.60000000000001,79.9,15.8
1698924354180.0,False,72.8,79.9,15.600000000000001
1698924354197.0,False,73.10000000000001,79.80000000000001,15.3
1698924354213.0,False,73.4,79.7,15.0
1698924354248.0,False,73.60000000000001,79.60000000000001,14.8
1698924354280.0,False,73.8,79.80000000000001,14.5
1698924354297.0,False,73.9,79.9,14.4
1698924354314.0,False,73.8,80.10000000000001,14.4
1698924354347.0,False,73.7,80.4,14.5
1698924354365.0,False,73.60000000000001,80.4,14.600000000000001
1698924354431.0,False,73.8,80.2,14.5
1698924354449.0,False,73.7,80.0,14.600000000000001
1698924354464.0,False,73.60000000000001,79.80000000000001,14.700000000000001
1698924354481.0,False,73.60000000000001,79.7,14.8
1698924354499.0,False,73.5,79.60000000000001,14.9
1698924354513.0,False,73.3,79.60000000000001,15.0
1698924354530.0,False,73.2,79.5,15.100000000000001
1698924354563.0,False,73.0,79.5,15.200000000000001
1698924354581.0,False,72.8,79.60000000000001,15.3
1698924354613.0,False,72.7,79.80000000000001,15.4
1698924354647.0,False,72.60000000000001,80.0,15.4
1698924354663.0,False,72.5,80.10000000000001,15.5
1698924354680.0,False,72.4,80.30000000000001,15.600000000000001
1698924354696.0,False,72.3,80.30000000000001,15.700000000000001
1698924354746.0,False,72.3,80.2,15.700000000000001
1698924354763.0,False,72.4,80.0,15.700000000000001
1698924354797.0,False,72.60000000000001,79.80000000000001,15.5
1698924354813.0,False,72.60000000000001,79.7,15.5
1698924354830.0,False,72.4,79.7,15.700000000000001
1698924354847.0,False,72.2,79.80000000000001,15.9
1698924354880.0,False,71.9,79.9,16.2
1698924354897.0,False,71.8,80.0,16.3
1698924354914.0,False,71.60000000000001,80.0,16.400000000000002
1698924354930.0,False,71.5,80.10000000000001,16.5
1698924354980.0,False,71.60000000000001,80.10000000000001,16.400000000000002
1698924354997.0,False,71.7,80.10000000000001,16.3
1698924355014.0,False,71.8,80.0,16.2
1698924355030.0,False,71.9,80.0,16.2
1698924355114.0,False,71.9,80.10000000000001,16.2
1698924355163.0,False,71.8,80.2,16.2
1698924355197.0,False,71.9,80.2,16.2
1698924355230.0,False,72.10000000000001,80.10000000000001,16.0
1698924355263.0,False,72.2,80.10000000000001,15.8
1698924355281.0,False,72.4,80.0,15.700000000000001
1698924355297.0,False,72.5,80.0,15.5
1698924355314.0,False,72.60000000000001,80.0,15.5
1698924355480.0,False,72.8,79.9,15.4
1698924355497.0,False,72.9,79.9,15.4
1698924355531.0,False,73.4,79.9,14.9
1698924355564.0,False,73.8,79.9,14.700000000000001
1698924355580.0,False,74.0,80.0,14.5
1698924355597.0,False,74.10000000000001,80.0,14.4
1698924355614.0,False,74.2,80.10000000000001,14.3
1698924355648.0,False,74.3,80.30000000000001,14.200000000000001
1698924355664.0,False,74.4,80.4,14.100000000000001
1698924355697.0,False,74.5,80.5,14.0
1698924355714.0,False,74.5,80.60000000000001,14.0
1698924355748.0,False,74.5,80.7,13.8
1698924355763.0,False,74.5,80.80000000000001,13.8
1698924355780.0,False,74.60000000000001,80.9,13.700000000000001
1698924355813.0,False,74.4,81.10000000000001,13.8
1698924355864.0,False,74.3,81.30000000000001,13.9
1698924355880.0,False,74.10000000000001,81.30000000000001,14.0
1698924355897.0,False,73.8,81.4,14.3
1698924355914.0,False,73.60000000000001,81.4,14.5
1698924355948.0,False,73.5,81.5,14.600000000000001
1698924355964.0,False,73.5,81.60000000000001,14.5
1698924355980.0,False,73.60000000000001,81.60000000000001,14.4
1698924355997.0,False,73.7,81.7,14.200000000000001
1698924356015.0,False,73.9,81.80000000000001,14.0
