ts,abs,alpha,beta,gamma
1698920021065.0,False,74.9,76.2,15.5
1698920021113.0,False,75.2,76.10000000000001,15.200000000000001
1698920021164.0,False,75.0,76.10000000000001,15.3
1698920021181.0,False,74.8,76.10000000000001,15.4
1698920021214.0,False,74.9,76.3,15.200000000000001
1698920021231.0,False,74.7,76.3,15.3
1698920021248.0,False,74.4,76.2,15.5
1698920021264.0,False,74.2,76.2,15.600000000000001
1698920021281.0,False,74.3,76.2,15.5
1698920021298.0,False,74.4,76.4,15.3
1698920021314.0,False,74.2,76.4,15.3
1698920021331.0,False,73.60000000000001,76.4,15.9
1698920021347.0,False,74.9,76.3,14.600000000000001
1698920021364.0,False,75.2,76.3,14.200000000000001
1698920021380.0,False,75.3,76.5,14.0
1698920021397.0,False,75.4,76.5,13.9
1698920021413.0,False,75.3,76.5,13.8
1698920021431.0,False,75.2,76.60000000000001,13.8
1698920021497.0,False,75.0,76.60000000000001,13.8
1698920021514.0,False,74.8,76.60000000000001,14.0
1698920021630.0,False,74.7,76.60000000000001,14.100000000000001
1698920021663.0,False,74.8,76.60000000000001,14.0
1698920021680.0,False,75.10000000000001,76.60000000000001,13.700000000000001
1698920021764.0,False,75.5,76.60000000000001,13.3
1698920021780.0,False,75.60000000000001,76.60000000000001,13.200000000000001
1698920021798.0,False,75.5,76.60000000000001,13.3
1698920021813.0,False,75.2,76.60000000000001,13.4
1698920021848.0,False,75.2,76.60000000000001,13.200000000000001
1698920021914.0,False,74.9,76.60000000000001,13.100000000000001
1698920021930.0,False,74.5,76.60000000000001,13.3
1698920021948.0,False,74.10000000000001,76.5,13.5
1698920021997.0,False,74.2,76.5,13.3
1698920022014.0,False,74.0,76.5,13.5
1698920022031.0,False,73.8,76.5,13.700000000000001
1698920022063.0,False,73.9,76.5,13.600000000000001
1698920022080.0,False,73.9,76.60000000000001,13.700000000000001
1698920022130.0,False,73.9,76.7,14.100000000000001
1698920022164.0,False,74.10000000000001,76.7,14.100000000000001
1698920022180.0,False,74.5,76.7,13.9
1698920022214.0,False,74.10000000000001,76.7,14.3
1698920022248.0,False,74.0,76.7,14.5
1698920022280.0,False,74.10000000000001,76.7,14.4
1698920022314.0,False,74.10000000000001,76.80000000000001,14.5
1698920022331.0,False,74.0,76.80000000000001,14.700000000000001
1698920022348.0,False,73.8,76.80000000000001,15.0
1698920022363.0,False,73.60000000000001,76.80000000000001,15.3
1698920022380.0,False,73.4,76.80000000000001,15.600000000000001
1698920022447.0,False,73.8,77.0,15.100000000000001
1698920022480.0,False,73.9,77.0,15.0
1698920022497.0,False,74.0,77.0,14.8
1698920022530.0,False,74.0,77.0,14.5
1698920022580.0,False,74.0,76.9,14.3
1698920022597.0,False,74.2,76.9,14.200000000000001
1698920022630.0,False,74.3,76.9,13.9
1698920022663.0,False,74.4,77.10000000000001,13.9
1698920022697.0,False,74.5,77.10000000000001,13.700000000000001
1698920022730.0,False,74.60000000000001,77.2,13.600000000000001
1698920022747.0,False,74.7,77.30000000000001,13.5
1698920022797.0,False,74.8,77.4,13.3
1698920022848.0,False,74.9,77.60000000000001,13.200000000000001
1698920022913.0,False,74.9,77.80000000000001,13.200000000000001
1698920022947.0,False,75.0,77.9,13.0
1698920022980.0,False,75.10000000000001,77.9,12.9
1698920023047.0,False,75.2,78.0,12.700000000000001
1698920023080.0,False,75.2,78.10000000000001,12.700000000000001
1698920023163.0,False,75.4,78.10000000000001,12.5
1698920023348.0,False,75.4,78.10000000000001,12.600000000000001
1698920023364.0,False,75.3,78.10000000000001,12.600000000000001
1698920023397.0,False,75.4,78.10000000000001,12.5
1698920023414.0,False,75.4,78.0,12.4
1698920023480.0,False,75.7,77.9,12.100000000000001
1698920023496.0,False,75.7,77.9,12.0
1698920023530.0,False,76.0,77.9,11.700000000000001
1698920023563.0,False,76.10000000000001,77.9,11.600000000000001
1698920023614.0,False,76.10000000000001,77.80000000000001,11.5
1698920023632.0,False,76.0,77.80000000000001,11.5
1698920023680.0,False,76.10000000000001,77.7,11.5
1698920023730.0,False,76.2,77.7,11.3
1698920023831.0,False,76.10000000000001,77.60000000000001,11.5
1698920023847.0,False,76.0,77.60000000000001,11.600000000000001
1698920023864.0,False,75.8,77.60000000000001,11.700000000000001
1698920023897.0,False,75.60000000000001,77.60000000000001,12.0
1698920023914.0,False,75.4,77.60000000000001,12.100000000000001
1698920023931.0,False,75.3,77.60000000000001,12.3
1698920024064.0,False,75.3,77.80000000000001,12.200000000000001
1698920024080.0,False,75.4,77.80000000000001,12.0
1698920024113.0,False,75.60000000000001,77.80000000000001,11.8
1698920024148.0,False,75.8,77.80000000000001,11.600000000000001
1698920024163.0,False,75.9,77.80000000000001,11.5
1698920024196.0,False,76.10000000000001,77.80000000000001,11.200000000000001
1698920024230.0,False,76.5,77.80000000000001,10.9
1698920024247.0,False,76.7,77.80000000000001,10.700000000000001
1698920024280.0,False,76.80000000000001,77.80000000000001,10.600000000000001
1698920024297.0,False,76.9,77.80000000000001,10.4
1698920024330.0,False,77.2,77.9,10.200000000000001
1698920024347.0,False,77.30000000000001,77.9,10.100000000000001
1698920024364.0,False,77.5,77.9,9.9
1698920024380.0,False,77.7,77.9,9.700000000000001
1698920024397.0,False,77.9,77.9,9.5
1698920024430.0,False,78.0,77.9,9.3
1698920024447.0,False,78.10000000000001,77.9,9.3
1698920024498.0,False,78.30000000000001,77.9,9.200000000000001
1698920024532.0,False,78.4,77.9,9.1
1698920024580.0,False,78.60000000000001,77.9,8.9
1698920024630.0,False,78.80000000000001,77.9,8.700000000000001
1698920024663.0,False,78.9,77.9,8.6
1698920024680.0,False,79.10000000000001,77.9,8.4
1698920024713.0,False,79.30000000000001,77.9,8.200000000000001
1698920024730.0,False,79.5,77.9,8.0
1698920024747.0,False,79.60000000000001,77.9,7.9
1698920024763.0,False,79.80000000000001,77.9,7.7
1698920024797.0,False,80.2,77.9,7.300000000000001
1698920024814.0,False,80.30000000000001,77.9,7.2
1698920024830.0,False,80.5,77.9,6.9
1698920024847.0,False,80.7,77.9,6.7
1698920024863.0,False,80.80000000000001,77.9,6.6000000000000005
1698920024897.0,False,81.10000000000001,77.9,6.4
1698920024930.0,False,81.30000000000001,77.9,6.2
1698920024964.0,False,81.60000000000001,78.0,6.0
1698920024997.0,False,81.80000000000001,78.0,5.9
1698920025013.0,False,82.0,78.0,5.7
1698920025030.0,False,82.10000000000001,78.0,5.6000000000000005
1698920025048.0,False,82.2,78.0,5.4
1698920025063.0,False,82.30000000000001,78.0,5.4
1698920025097.0,False,82.5,78.0,5.2
1698920025130.0,False,82.60000000000001,78.0,5.2
1698920025180.0,False,82.60000000000001,78.10000000000001,5.300000000000001
1698920025197.0,False,82.5,78.10000000000001,5.4
1698920025296.0,False,82.30000000000001,78.2,5.5
1698920025313.0,False,82.2,78.2,5.6000000000000005
1698920025364.0,False,82.30000000000001,78.2,5.6000000000000005
1698920025463.0,False,82.30000000000001,78.2,5.5
1698920025497.0,False,82.4,78.2,5.300000000000001
1698920025530.0,False,82.5,78.2,5.2
1698920025547.0,False,82.7,78.30000000000001,5.1000000000000005
1698920025564.0,False,82.80000000000001,78.30000000000001,4.9
1698920025580.0,False,83.0,78.30000000000001,4.800000000000001
1698920025649.0,False,82.9,78.5,5.0
1698920025663.0,False,82.80000000000001,78.5,5.1000000000000005
1698920025681.0,False,82.7,78.60000000000001,5.2
1698920025697.0,False,82.60000000000001,78.60000000000001,5.300000000000001
1698920025713.0,False,82.4,78.60000000000001,5.6000000000000005
1698920025730.0,False,82.10000000000001,78.7,5.9
1698920025748.0,False,82.0,78.7,6.0
1698920025764.0,False,81.7,78.7,6.300000000000001
1698920025797.0,False,81.30000000000001,78.80000000000001,6.7
1698920025814.0,False,81.0,78.80000000000001,7.0
1698920025830.0,False,80.9,78.80000000000001,7.1000000000000005
1698920025847.0,False,80.60000000000001,78.9,7.4
1698920025864.0,False,80.30000000000001,78.9,7.7
1698920025880.0,False,80.10000000000001,78.9,7.800000000000001
1698920025896.0,False,80.0,78.9,7.9
1698920025930.0,False,79.80000000000001,78.9,8.1
1698920025946.0,False,79.80000000000001,78.9,8.200000000000001
1698920025963.0,False,79.7,78.9,8.200000000000001
1698920025997.0,False,79.60000000000001,78.9,8.4
1698920026013.0,False,79.5,78.9,8.4
1698920026114.0,False,79.60000000000001,78.9,8.4
1698920026148.0,False,79.7,78.9,8.200000000000001
1698920026164.0,False,79.9,78.9,8.1
1698920026197.0,False,80.10000000000001,78.9,7.9
1698920026213.0,False,80.2,78.9,7.7
1698920026230.0,False,80.30000000000001,78.9,7.7
1698920026264.0,False,80.4,78.9,7.5
1698920026280.0,False,80.4,78.9,7.6000000000000005
1698920026347.0,False,80.2,78.9,7.7
1698920026364.0,False,80.2,78.9,7.800000000000001
1698920026463.0,False,80.0,78.9,7.9
1698920026530.0,False,79.80000000000001,78.9,8.1
1698920026547.0,False,79.7,78.9,8.1
1698920026563.0,False,79.7,78.9,8.200000000000001
1698920026597.0,False,79.5,78.9,8.3
1698920026630.0,False,79.4,78.9,8.5
1698920026680.0,False,79.2,78.9,8.700000000000001
1698920026880.0,False,79.0,78.9,8.9
1698920027014.0,False,78.80000000000001,78.9,9.1
1698920027113.0,False,78.9,78.9,8.9
1698920027163.0,False,78.80000000000001,78.9,9.1
1698920027180.0,False,78.7,78.9,9.200000000000001
1698920027213.0,False,78.4,78.9,9.5
1698920027230.0,False,78.30000000000001,78.9,9.600000000000001
1698920027246.0,False,78.10000000000001,78.9,9.9
1698920027263.0,False,77.80000000000001,78.80000000000001,10.200000000000001
1698920027280.0,False,77.60000000000001,78.80000000000001,10.3
1698920027296.0,False,77.4,78.80000000000001,10.5
1698920027363.0,False,77.4,78.7,10.4
1698920027413.0,False,77.7,78.7,10.100000000000001
1698920027430.0,False,77.7,78.7,10.0
1698920027446.0,False,77.80000000000001,78.7,9.9
1698920027480.0,False,78.0,78.60000000000001,9.8
1698920027513.0,False,77.80000000000001,78.60000000000001,10.0
1698920027563.0,False,78.0,78.5,9.8
1698920027580.0,False,78.10000000000001,78.5,9.700000000000001
1698920027630.0,False,78.30000000000001,78.5,9.5
1698920027697.0,False,78.5,78.4,9.4
1698920027714.0,False,78.7,78.4,9.200000000000001
1698920027730.0,False,78.9,78.4,9.0
1698920027746.0,False,79.10000000000001,78.30000000000001,8.8
1698920027813.0,False,79.0,78.4,8.9
1698920027847.0,False,79.10000000000001,78.4,8.8
1698920027880.0,False,79.2,78.4,8.6
1698920027913.0,False,79.2,78.4,8.700000000000001
1698920027963.0,False,79.0,78.4,8.8
1698920027980.0,False,79.10000000000001,78.4,8.8
1698920028063.0,False,79.2,78.4,8.6
1698920028097.0,False,79.2,78.4,8.700000000000001
1698920028197.0,False,79.0,78.4,8.9
1698920028363.0,False,79.10000000000001,78.30000000000001,8.8
1698920028431.0,False,79.2,78.2,8.6
1698920028447.0,False,79.30000000000001,78.2,8.6
1698920028497.0,False,79.4,78.2,8.4
1698920028580.0,False,79.60000000000001,78.10000000000001,8.3
1698920028748.0,False,79.7,78.10000000000001,8.1
1698920028830.0,False,79.80000000000001,78.10000000000001,8.1
1698920029064.0,False,79.9,78.10000000000001,7.9
1698920029263.0,False,79.80000000000001,78.2,8.1
1698920029280.0,False,79.7,78.2,8.1
1698920029297.0,False,79.7,78.2,8.200000000000001
1698920029347.0,False,79.5,78.10000000000001,8.5
1698920029396.0,False,79.30000000000001,78.10000000000001,8.700000000000001
1698920029431.0,False,79.2,78.10000000000001,8.8
1698920029597.0,False,79.30000000000001,78.2,8.700000000000001
1698920029613.0,False,79.30000000000001,78.2,8.6
1698920029697.0,False,79.5,78.2,8.5
1698920029713.0,False,79.5,78.30000000000001,8.5
1698920029747.0,False,79.60000000000001,78.30000000000001,8.4
1698920029863.0,False,79.7,78.4,8.200000000000001
1698920029897.0,False,79.80000000000001,78.4,8.200000000000001
1698920029948.0,False,79.7,78.4,8.200000000000001
1698920029997.0,False,79.80000000000001,78.5,8.200000000000001
1698920030048.0,False,79.80000000000001,78.5,8.1
1698920030113.0,False,79.80000000000001,78.5,8.200000000000001
1698920030163.0,False,79.80000000000001,78.60000000000001,8.200000000000001
1698920030197.0,False,79.80000000000001,78.60000000000001,8.1
1698920030213.0,False,79.80000000000001,78.60000000000001,8.200000000000001
1698920030231.0,False,79.7,78.60000000000001,8.200000000000001
1698920030263.0,False,79.60000000000001,78.60000000000001,8.4
1698920030280.0,False,79.5,78.60000000000001,8.4
1698920030380.0,False,79.4,78.80000000000001,8.6
1698920030397.0,False,79.2,78.80000000000001,8.700000000000001
1698920030447.0,False,79.0,78.9,8.9
1698920030497.0,False,78.80000000000001,78.9,9.1
1698920030514.0,False,78.60000000000001,79.0,9.3
1698920030530.0,False,78.4,79.0,9.4
1698920030547.0,False,78.10000000000001,79.0,9.600000000000001
1698920030563.0,False,77.7,79.10000000000001,10.0
1698920030580.0,False,77.10000000000001,79.30000000000001,10.5
1698920030597.0,False,76.80000000000001,79.4,10.700000000000001
1698920030613.0,False,76.3,79.5,11.200000000000001
1698920030630.0,False,76.0,79.7,11.5
1698920030647.0,False,75.9,79.80000000000001,11.600000000000001
1698920030663.0,False,75.7,79.9,11.8
1698920030680.0,False,75.3,80.0,12.200000000000001
1698920030696.0,False,75.10000000000001,80.0,12.3
1698920030713.0,False,74.8,80.0,12.600000000000001
1698920030731.0,False,74.4,80.0,13.0
1698920030746.0,False,74.3,80.0,13.100000000000001
1698920030797.0,False,74.10000000000001,80.0,13.100000000000001
