ts(msec),X,Y,Z
1698920214028.0,0.2838134765625,-0.935302734375,-0.2879638671875
1698920214059.25,0.2869873046875,-0.9364013671875,-0.2918701171875
1698920214090.5,0.2889404296875,-0.938232421875,-0.2982177734375
1698920214121.75,0.2889404296875,-0.93994140625,-0.303955078125
1698920214153.0,0.287353515625,-0.9403076171875,-0.3045654296875
1698920214184.25,0.2861328125,-0.9398193359375,-0.2998046875
1698920214215.5,0.2869873046875,-0.939697265625,-0.2952880859375
1698920214246.75,0.28857421875,-0.938720703125,-0.29150390625
1698920214278.0,0.2882080078125,-0.9365234375,-0.2874755859375
1698920214309.25,0.2862548828125,-0.9378662109375,-0.2877197265625
1698920214340.5,0.28564453125,-0.9410400390625,-0.290771484375
1698920214371.75,0.2864990234375,-0.945068359375,-0.2950439453125
1698920214403.0,0.2867431640625,-0.9442138671875,-0.2965087890625
1698920214434.25,0.2884521484375,-0.940185546875,-0.294189453125
1698920214465.5,0.2933349609375,-0.94091796875,-0.293701171875
1698920214496.75,0.29833984375,-0.937744140625,-0.292236328125
1698920214528.0,0.3011474609375,-0.93310546875,-0.287353515625
1698920214559.25,0.301025390625,-0.9342041015625,-0.28466796875
1698920214590.5,0.2960205078125,-0.93505859375,-0.2850341796875
1698920214621.75,0.2857666015625,-0.93994140625,-0.28515625
1698920214653.0,0.274169921875,-0.9464111328125,-0.2828369140625
1698920214684.25,0.267822265625,-0.946533203125,-0.2833251953125
1698920214715.5,0.2725830078125,-0.9453125,-0.2894287109375
1698920214746.75,0.2841796875,-0.94482421875,-0.2935791015625
1698920214778.0,0.293701171875,-0.940673828125,-0.2921142578125
1698920214809.25,0.29833984375,-0.93505859375,-0.288818359375
1698920214840.5,0.2991943359375,-0.9393310546875,-0.2890625
1698920214871.75,0.296875,-0.94384765625,-0.2882080078125
1698920214903.0,0.2943115234375,-0.94140625,-0.2835693359375
1698920214934.25,0.29345703125,-0.9407958984375,-0.282470703125
1698920214965.5,0.2938232421875,-0.9403076171875,-0.282958984375
1698920214996.75,0.2943115234375,-0.941650390625,-0.2852783203125
1698920215028.0,0.2938232421875,-0.9423828125,-0.2889404296875
1698920215059.25,0.29248046875,-0.941650390625,-0.2894287109375
1698920215090.5,0.291259765625,-0.9383544921875,-0.2852783203125
1698920215121.75,0.29150390625,-0.9393310546875,-0.2821044921875
1698920215153.0,0.2921142578125,-0.9439697265625,-0.2850341796875
1698920215184.25,0.291748046875,-0.9381103515625,-0.284423828125
1698920215215.5,0.2896728515625,-0.9403076171875,-0.281982421875
1698920215246.75,0.28759765625,-0.9495849609375,-0.2821044921875
1698920215278.0,0.28857421875,-0.94384765625,-0.280029296875
1698920215309.25,0.2926025390625,-0.93798828125,-0.2764892578125
1698920215340.5,0.2957763671875,-0.942626953125,-0.2742919921875
1698920215371.75,0.29638671875,-0.9456787109375,-0.2750244140625
1698920215403.0,0.2958984375,-0.9434814453125,-0.2747802734375
1698920215434.25,0.2950439453125,-0.93994140625,-0.2730712890625
1698920215465.5,0.294677734375,-0.9407958984375,-0.2716064453125
1698920215496.75,0.294677734375,-0.9447021484375,-0.27197265625
1698920215528.0,0.295166015625,-0.942138671875,-0.2723388671875
1698920215559.25,0.2962646484375,-0.940185546875,-0.2728271484375
1698920215590.5,0.295654296875,-0.9420166015625,-0.2738037109375
1698920215621.75,0.2939453125,-0.941650390625,-0.2713623046875
1698920215653.0,0.2928466796875,-0.93994140625,-0.2701416015625
1698920215684.25,0.29296875,-0.941650390625,-0.274169921875
1698920215715.5,0.2933349609375,-0.9449462890625,-0.2801513671875
1698920215746.75,0.2940673828125,-0.943603515625,-0.2860107421875
1698920215778.0,0.295654296875,-0.94189453125,-0.2852783203125
1698920215809.25,0.296142578125,-0.939697265625,-0.2725830078125
1698920215840.5,0.2938232421875,-0.9356689453125,-0.269775390625
1698920215871.75,0.2911376953125,-0.9371337890625,-0.28271484375
1698920215903.0,0.29150390625,-0.9425048828125,-0.288818359375
1698920215934.25,0.2904052734375,-0.946044921875,-0.289306640625
1698920215965.5,0.2882080078125,-0.9407958984375,-0.2916259765625
1698920215996.75,0.289794921875,-0.9371337890625,-0.296630859375
1698920216028.0,0.29150390625,-0.945068359375,-0.296875
1698920216059.25,0.2913818359375,-0.9439697265625,-0.287109375
1698920216090.5,0.293701171875,-0.937744140625,-0.2840576171875
1698920216121.75,0.2978515625,-0.937255859375,-0.2862548828125
1698920216153.0,0.3021240234375,-0.9398193359375,-0.285888671875
1698920216184.25,0.3046875,-0.941650390625,-0.2872314453125
1698920216215.5,0.3072509765625,-0.9365234375,-0.289794921875
1698920216246.75,0.308837890625,-0.93359375,-0.28955078125
1698920216278.0,0.306640625,-0.941650390625,-0.28466796875
1698920216309.25,0.303466796875,-0.9403076171875,-0.2806396484375
1698920216340.5,0.302490234375,-0.9351806640625,-0.2781982421875
1698920216371.75,0.3031005859375,-0.9398193359375,-0.2764892578125
1698920216403.0,0.3016357421875,-0.9407958984375,-0.2747802734375
1698920216434.25,0.30029296875,-0.9398193359375,-0.2724609375
1698920216465.5,0.2999267578125,-0.9422607421875,-0.272705078125
1698920216496.75,0.2989501953125,-0.943115234375,-0.2728271484375
1698920216528.0,0.29736328125,-0.9412841796875,-0.27099609375
1698920216559.25,0.2969970703125,-0.94287109375,-0.2735595703125
1698920216590.5,0.2978515625,-0.9405517578125,-0.2723388671875
1698920216621.75,0.2989501953125,-0.939697265625,-0.2689208984375
1698920216653.0,0.2998046875,-0.944091796875,-0.27099609375
1698920216684.25,0.3006591796875,-0.9423828125,-0.2711181640625
1698920216715.5,0.30126953125,-0.9415283203125,-0.266845703125
1698920216746.75,0.3006591796875,-0.9443359375,-0.266845703125
1698920216778.0,0.3001708984375,-0.94384765625,-0.271728515625
1698920216809.25,0.3013916015625,-0.943359375,-0.27001953125
1698920216840.5,0.3037109375,-0.941650390625,-0.27099609375
1698920216871.75,0.3065185546875,-0.938720703125,-0.279541015625
1698920216903.0,0.30908203125,-0.9383544921875,-0.269775390625
1698920216934.25,0.305419921875,-0.9398193359375,-0.25341796875
1698920216965.5,0.291259765625,-0.943359375,-0.253173828125
1698920216996.75,0.275390625,-0.9527587890625,-0.2587890625
1698920217028.0,0.264892578125,-0.961181640625,-0.2642822265625
1698920217059.25,0.2666015625,-0.9560546875,-0.267333984375
1698920217090.5,0.27734375,-0.9481201171875,-0.2677001953125
1698920217121.75,0.2882080078125,-0.94482421875,-0.2655029296875
1698920217153.0,0.2989501953125,-0.94677734375,-0.2667236328125
1698920217184.25,0.2998046875,-0.9556884765625,-0.276611328125
1698920217215.5,0.29248046875,-0.949951171875,-0.27880859375
1698920217246.75,0.29443359375,-0.9339599609375,-0.2584228515625
1698920217278.0,0.30078125,-0.9420166015625,-0.2513427734375
1698920217309.25,0.3009033203125,-0.9510498046875,-0.2584228515625
1698920217340.5,0.3048095703125,-0.9383544921875,-0.2412109375
1698920217371.75,0.3099365234375,-0.9366455078125,-0.222900390625
1698920217403.0,0.304443359375,-0.957275390625,-0.232421875
1698920217434.25,0.296875,-0.958740234375,-0.24560546875
1698920217465.5,0.2943115234375,-0.9453125,-0.2471923828125
1698920217496.75,0.298095703125,-0.9464111328125,-0.2513427734375
1698920217528.0,0.30078125,-0.9503173828125,-0.2564697265625
1698920217559.25,0.301025390625,-0.9573974609375,-0.251708984375
1698920217590.5,0.300537109375,-0.9468994140625,-0.2413330078125
1698920217621.75,0.3033447265625,-0.931396484375,-0.219482421875
1698920217653.0,0.3028564453125,-0.9979248046875,-0.2442626953125
1698920217684.25,0.2783203125,-0.988525390625,-0.2779541015625
1698920217715.5,0.2724609375,-0.8951416015625,-0.2320556640625
1698920217746.75,0.2884521484375,-0.9244384765625,-0.2081298828125
1698920217778.0,0.2869873046875,-0.9678955078125,-0.2298583984375
1698920217809.25,0.286376953125,-0.952392578125,-0.2442626953125
1698920217840.5,0.2889404296875,-0.94140625,-0.2498779296875
1698920217871.75,0.281982421875,-0.9521484375,-0.2552490234375
1698920217903.0,0.27734375,-0.9609375,-0.25927734375
1698920217934.25,0.2811279296875,-0.956298828125,-0.255615234375
1698920217965.5,0.281494140625,-0.94580078125,-0.2529296875
1698920217996.75,0.279052734375,-0.946533203125,-0.2532958984375
1698920218028.0,0.2779541015625,-0.952880859375,-0.251953125
1698920218059.25,0.280029296875,-0.9534912109375,-0.2554931640625
1698920218090.5,0.2801513671875,-0.9537353515625,-0.2620849609375
1698920218121.75,0.2763671875,-0.9490966796875,-0.2615966796875
1698920218153.0,0.275390625,-0.951416015625,-0.2608642578125
1698920218184.25,0.2762451171875,-0.952392578125,-0.2611083984375
1698920218215.5,0.279541015625,-0.950927734375,-0.259521484375
1698920218246.75,0.281005859375,-0.951416015625,-0.2603759765625
1698920218278.0,0.2802734375,-0.9493408203125,-0.260986328125
1698920218309.25,0.2784423828125,-0.9490966796875,-0.260009765625
1698920218340.5,0.2772216796875,-0.94775390625,-0.259033203125
1698920218371.75,0.277587890625,-0.9482421875,-0.26123046875
1698920218403.0,0.2783203125,-0.950439453125,-0.26513671875
1698920218434.25,0.2779541015625,-0.9508056640625,-0.267333984375
1698920218465.5,0.2747802734375,-0.9503173828125,-0.2669677734375
1698920218496.75,0.2691650390625,-0.950927734375,-0.2679443359375
1698920218528.0,0.265380859375,-0.947265625,-0.270263671875
1698920218559.25,0.266845703125,-0.9459228515625,-0.2711181640625
1698920218590.5,0.2705078125,-0.9537353515625,-0.2750244140625
1698920218621.75,0.272705078125,-0.955810546875,-0.2811279296875
1698920218653.0,0.2730712890625,-0.9508056640625,-0.286376953125
1698920218684.25,0.2755126953125,-0.9453125,-0.286865234375
1698920218715.5,0.2811279296875,-0.942138671875,-0.2838134765625
1698920218746.75,0.2880859375,-0.9432373046875,-0.2822265625
1698920218778.0,0.2943115234375,-0.944091796875,-0.2835693359375
1698920218809.25,0.297607421875,-0.9378662109375,-0.2822265625
1698920218840.5,0.2962646484375,-0.9364013671875,-0.279541015625
1698920218871.75,0.2911376953125,-0.944091796875,-0.2823486328125
1698920218903.0,0.2864990234375,-0.945068359375,-0.283447265625
1698920218934.25,0.284912109375,-0.9425048828125,-0.28076171875
1698920218965.5,0.28662109375,-0.9423828125,-0.281494140625
1698920218996.75,0.2899169921875,-0.945556640625,-0.28662109375
1698920219028.0,0.2911376953125,-0.9495849609375,-0.29052734375
1698920219059.25,0.2894287109375,-0.943359375,-0.2880859375
1698920219090.5,0.291259765625,-0.9384765625,-0.28271484375
1698920219121.75,0.2945556640625,-0.9388427734375,-0.278076171875
1698920219153.0,0.2972412109375,-0.9361572265625,-0.2747802734375
1698920219184.25,0.2999267578125,-0.9432373046875,-0.2769775390625
1698920219215.5,0.298828125,-0.9500732421875,-0.283203125
1698920219246.75,0.2957763671875,-0.9432373046875,-0.2779541015625
1698920219278.0,0.2919921875,-0.9403076171875,-0.2667236328125
1698920219309.25,0.2879638671875,-0.94482421875,-0.263916015625
1698920219340.5,0.28369140625,-0.942626953125,-0.260009765625
1698920219371.75,0.282958984375,-0.9586181640625,-0.2652587890625
1698920219403.0,0.2877197265625,-0.98681640625,-0.28125
1698920219434.25,0.2930908203125,-0.9949951171875,-0.283447265625
1698920219465.5,0.2923583984375,-1.025634765625,-0.28076171875
1698920219496.75,0.2813720703125,-1.0069580078125,-0.274169921875
1698920219528.0,0.2371826171875,-0.9267578125,-0.252197265625
1698920219559.25,0.16552734375,-0.9063720703125,-0.2357177734375
1698920219590.5,0.13427734375,-0.9306640625,-0.2252197265625
1698920219621.75,0.1365966796875,-0.93994140625,-0.2001953125
1698920219653.0,0.1441650390625,-0.9482421875,-0.1767578125
1698920219684.25,0.17919921875,-0.98095703125,-0.169677734375
1698920219715.5,0.2113037109375,-0.9805908203125,-0.14404296875
1698920219746.75,0.209228515625,-0.9534912109375,-0.119140625
1698920219778.0,0.2017822265625,-0.91796875,-0.1331787109375
1698920219809.25,0.20849609375,-0.8912353515625,-0.1607666015625
1698920219840.5,0.202880859375,-0.9456787109375,-0.1719970703125
1698920219871.75,0.1993408203125,-0.987060546875,-0.182861328125
1698920219903.0,0.238525390625,-0.9263916015625,-0.2174072265625
1698920219934.25,0.3212890625,-0.8773193359375,-0.282958984375
1698920219965.5,0.3848876953125,-0.970947265625,-0.333984375
1698920219996.75,0.3759765625,-1.03759765625,-0.3453369140625
1698920220028.0,0.40283203125,-0.9959716796875,-0.34765625
1698920220059.25,0.4427490234375,-0.9349365234375,-0.3607177734375
1698920220090.5,0.451904296875,-0.860107421875,-0.364990234375
1698920220121.75,0.4981689453125,-0.827392578125,-0.349853515625
1698920220153.0,0.543212890625,-0.8341064453125,-0.35205078125
1698920220184.25,0.5640869140625,-0.8275146484375,-0.3643798828125
1698920220215.5,0.5777587890625,-0.8037109375,-0.3699951171875
1698920220246.75,0.586181640625,-0.8079833984375,-0.3768310546875
1698920220278.0,0.5777587890625,-0.8096923828125,-0.3955078125
1698920220309.25,0.5789794921875,-0.79150390625,-0.4024658203125
1698920220340.5,0.63623046875,-0.8035888671875,-0.40283203125
1698920220371.75,0.693359375,-0.8226318359375,-0.406982421875
1698920220403.0,0.666748046875,-0.83251953125,-0.4041748046875
1698920220434.25,0.65185546875,-0.8148193359375,-0.41162109375
1698920220465.5,0.69775390625,-0.791015625,-0.4139404296875
1698920220496.75,0.7066650390625,-0.8123779296875,-0.408447265625
1698920220528.0,0.7044677734375,-0.8309326171875,-0.3988037109375
1698920220559.25,0.713623046875,-0.813720703125,-0.380126953125
1698920220590.5,0.701171875,-0.7855224609375,-0.384765625
1698920220621.75,0.69775390625,-0.7803955078125,-0.3892822265625
1698920220653.0,0.6962890625,-0.78076171875,-0.377685546875
