ts(msec),PPG
1698920214011.8557,20200.0
1698920214032.2273,20206.0
1698920214052.5989,20198.0
1698920214072.9705,20202.0
1698920214093.342,20204.0
1698920214113.7136,20199.0
1698920214134.0852,20195.0
1698920214154.4568,20192.0
1698920214174.8284,20192.0
1698920214195.2,20191.0
1698920214215.5715,20193.0
1698920214235.943,20187.0
1698920214256.3147,20189.0
1698920214276.6863,20193.0
1698920214297.058,20191.0
1698920214317.4294,20195.0
1698920214337.801,20193.0
1698920214358.1726,20184.0
1698920214378.5444,20186.0
1698920214398.916,20190.0
1698920214419.2876,20193.0
1698920214439.6592,20190.0
1698920214460.0308,20186.0
1698920214480.4023,20192.0
1698920214500.774,20193.0
1698920214521.1455,20186.0
1698920214541.517,20190.0
1698920214561.889,20192.0
1698920214582.2605,20193.0
1698920214602.6318,20183.0
1698920214623.0034,20188.0
1698920214643.375,20186.0
1698920214663.7466,20189.0
1698920214684.1182,20188.0
1698920214704.4895,20189.0
1698920214724.861,20191.0
1698920214745.233,20187.0
1698920214765.6045,20185.0
1698920214785.976,20187.0
1698920214806.3477,20191.0
1698920214826.7192,20180.0
1698920214847.0908,20189.0
1698920214867.4624,20184.0
1698920214887.834,20184.0
1698920214908.2056,20186.0
1698920214928.5774,20184.0
1698920214948.949,20185.0
1698920214969.3206,20183.0
1698920214989.692,20184.0
1698920215010.0637,20182.0
1698920215030.4353,20174.0
1698920215050.807,20163.0
1698920215071.1785,20158.0
1698920215091.55,20172.0
1698920215111.9216,20172.0
1698920215132.2932,20171.0
1698920215152.6648,20176.0
1698920215173.0364,20174.0
1698920215193.408,20179.0
1698920215213.7795,20175.0
1698920215234.1511,20172.0
1698920215254.5227,20170.0
1698920215274.8943,20162.0
1698920215295.266,20158.0
1698920215315.6377,20163.0
1698920215336.009,20159.0
1698920215356.3806,20165.0
1698920215376.7522,20162.0
1698920215397.1238,20162.0
1698920215417.4954,20163.0
1698920215437.867,20168.0
1698920215458.2383,20160.0
1698920215478.61,20162.0
1698920215498.982,20165.0
1698920215519.3535,20162.0
1698920215539.725,20162.0
1698920215560.0967,20162.0
1698920215580.4685,20162.0
1698920215600.8398,20162.0
1698920215621.2114,20169.0
1698920215641.583,20165.0
1698920215661.9546,20168.0
1698920215682.3262,20169.0
1698920215702.6978,20160.0
1698920215723.069,20164.0
1698920215743.441,20165.0
1698920215763.8125,20169.0
1698920215784.184,20169.0
1698920215804.5557,20174.0
1698920215824.9272,20172.0
1698920215845.2988,20169.0
1698920215865.6704,20177.0
1698920215886.042,20172.0
1698920215906.4136,20170.0
1698920215926.7852,20172.0
1698920215947.1567,20171.0
1698920215967.5283,20179.0
1698920215987.9,20176.0
1698920216008.2715,20176.0
1698920216028.643,20164.0
1698920216049.015,20172.0
1698920216069.3865,20166.0
1698920216089.758,20166.0
1698920216110.1296,20172.0
1698920216130.5012,20173.0
1698920216150.8728,20172.0
1698920216171.2444,20171.0
1698920216191.616,20160.0
1698920216211.9875,20152.0
1698920216232.3591,20151.0
1698920216252.7307,20149.0
1698920216273.1023,20150.0
1698920216293.474,20152.0
1698920216313.8457,20153.0
1698920216334.217,20159.0
1698920216354.5886,20152.0
1698920216374.9602,20152.0
1698920216395.3318,20158.0
1698920216415.7034,20160.0
1698920216436.075,20160.0
1698920216456.4463,20161.0
1698920216476.818,20166.0
1698920216497.1897,20166.0
1698920216517.5613,20167.0
1698920216537.9329,20171.0
1698920216558.3044,20173.0
1698920216578.676,20176.0
1698920216599.0476,20169.0
1698920216619.4194,20170.0
1698920216639.791,20169.0
1698920216660.1626,20170.0
1698920216680.5342,20169.0
1698920216700.9058,20168.0
1698920216721.277,20170.0
1698920216741.649,20169.0
1698920216762.0205,20167.0
1698920216782.392,20168.0
1698920216802.7637,20169.0
1698920216823.1353,20164.0
1698920216843.5068,20168.0
1698920216863.8784,20168.0
1698920216884.25,20162.0
1698920216904.6216,20168.0
1698920216924.9932,20168.0
1698920216945.3647,20169.0
1698920216965.7363,20167.0
1698920216986.108,20168.0
1698920217006.4795,20160.0
1698920217026.851,20160.0
1698920217047.223,20155.0
1698920217067.5942,20157.0
1698920217087.9658,20155.0
1698920217108.3374,20155.0
1698920217128.709,20150.0
1698920217149.0806,20149.0
1698920217169.4524,20155.0
1698920217189.824,20149.0
1698920217210.1956,20154.0
1698920217230.5671,20147.0
1698920217250.9387,20152.0
1698920217271.3103,20152.0
1698920217291.682,20151.0
1698920217312.0537,20153.0
1698920217332.425,20147.0
1698920217352.7966,20155.0
1698920217373.1682,20152.0
1698920217393.5398,20146.0
1698920217413.9114,20147.0
1698920217434.283,20146.0
1698920217454.6543,20141.0
1698920217475.026,20144.0
1698920217495.3977,20133.0
1698920217515.7693,20145.0
1698920217536.1409,20140.0
1698920217556.5125,20139.0
1698920217576.884,20131.0
1698920217597.2556,20113.0
1698920217617.6272,20115.0
1698920217637.9988,20112.0
1698920217658.3704,20120.0
1698920217678.742,20131.0
1698920217699.1135,20127.0
1698920217719.485,20129.0
1698920217739.857,20131.0
1698920217760.2285,20127.0
1698920217780.6,20124.0
1698920217800.9717,20126.0
1698920217821.3433,20136.0
1698920217841.7148,20132.0
1698920217862.0864,20127.0
1698920217882.458,20120.0
1698920217902.8296,20119.0
1698920217923.2012,20119.0
1698920217943.5728,20117.0
1698920217963.9443,20113.0
1698920217984.316,20118.0
1698920218004.6875,20112.0
1698920218025.059,20113.0
1698920218045.431,20106.0
1698920218065.8022,20108.0
1698920218086.1738,20097.0
1698920218106.5454,20101.0
1698920218126.917,20090.0
1698920218147.2886,20086.0
1698920218167.6602,20082.0
1698920218188.0315,20077.0
1698920218208.4033,20073.0
1698920218228.775,20049.0
1698920218249.1465,20056.0
1698920218269.518,20053.0
1698920218289.89,20065.0
1698920218310.2617,20068.0
1698920218330.633,20071.0
1698920218351.0046,20079.0
1698920218371.3762,20079.0
1698920218391.7478,20088.0
1698920218412.1194,20091.0
1698920218432.491,20095.0
1698920218452.8623,20096.0
1698920218473.234,20098.0
1698920218493.6057,20108.0
1698920218513.9773,20105.0
1698920218534.3489,20108.0
1698920218554.7205,20108.0
1698920218575.092,20110.0
1698920218595.4636,20103.0
1698920218615.8352,20111.0
1698920218636.2068,20111.0
1698920218656.5784,20119.0
1698920218676.95,20113.0
1698920218697.3215,20114.0
1698920218717.693,20120.0
1698920218738.0647,20123.0
1698920218758.4363,20122.0
1698920218778.808,20125.0
1698920218799.1794,20127.0
1698920218819.551,20120.0
1698920218839.9226,20120.0
1698920218860.2944,20110.0
1698920218880.666,20102.0
1698920218901.0376,20103.0
1698920218921.4092,20099.0
1698920218941.7808,20114.0
1698920218962.1523,20115.0
1698920218982.524,20126.0
1698920219002.8955,20123.0
1698920219023.267,20123.0
1698920219043.639,20124.0
1698920219064.0105,20125.0
1698920219084.3818,20127.0
1698920219104.7534,20127.0
1698920219125.125,20123.0
1698920219145.4966,20128.0
1698920219165.8682,20134.0
1698920219186.2395,20134.0
1698920219206.611,20142.0
1698920219226.983,20143.0
1698920219247.3545,20141.0
1698920219267.726,20146.0
1698920219288.0977,20147.0
1698920219308.4692,20153.0
1698920219328.8408,20154.0
1698920219349.2124,20151.0
1698920219369.584,20151.0
1698920219389.9556,20159.0
1698920219410.3274,20160.0
1698920219430.699,20160.0
1698920219451.0706,20160.0
1698920219471.442,20168.0
1698920219491.8137,20164.0
1698920219512.1853,20162.0
1698920219532.557,20164.0
1698920219552.9285,20171.0
1698920219573.3,20170.0
1698920219593.6716,20170.0
1698920219614.0432,20167.0
1698920219634.4148,20170.0
1698920219654.7864,20170.0
1698920219675.158,20171.0
1698920219695.5295,20174.0
1698920219715.9011,20169.0
1698920219736.2727,20175.0
1698920219756.6443,20172.0
1698920219777.016,20164.0
1698920219797.3877,20170.0
1698920219817.759,20167.0
1698920219838.1306,20169.0
1698920219858.5022,20171.0
1698920219878.8738,20167.0
1698920219899.2454,20165.0
1698920219919.617,20171.0
1698920219939.9883,20169.0
1698920219960.36,20165.0
1698920219980.732,20164.0
1698920220001.1035,20164.0
1698920220021.475,20155.0
1698920220041.8467,20156.0
1698920220062.2185,20148.0
1698920220082.5898,20151.0
1698920220102.9614,20147.0
1698920220123.333,20147.0
1698920220143.7046,20148.0
1698920220164.0762,20129.0
1698920220184.4478,20124.0
1698920220204.819,20140.0
1698920220225.191,20146.0
1698920220245.5625,20146.0
1698920220265.934,20153.0
1698920220286.3057,20158.0
1698920220306.6772,20163.0
1698920220327.0488,20162.0
1698920220347.4204,20162.0
1698920220367.792,20163.0
1698920220388.1636,20166.0
1698920220408.5352,20174.0
1698920220428.9067,20170.0
1698920220449.2783,20172.0
1698920220469.65,20171.0
1698920220490.0215,20163.0
1698920220510.393,20171.0
1698920220530.765,20189.0
1698920220551.1365,20191.0
1698920220571.508,20191.0
1698920220591.8796,20200.0
1698920220612.2512,20197.0
1698920220632.6228,20194.0
1698920220652.9944,20186.0
1698920220673.366,20180.0
1698920220693.7375,20174.0
1698920220714.1091,20180.0
1698920220734.4807,20177.0
1698920220754.8523,20180.0
1698920220775.224,20185.0
1698920220795.5957,20184.0
1698920220815.967,20189.0
1698920220836.3386,20179.0
1698920220856.7102,20180.0
1698920220877.0818,20174.0
1698920220897.4534,20167.0
1698920220917.825,20163.0
1698920220938.1963,20154.0
1698920220958.568,20155.0
1698920220978.9397,20152.0
1698920220999.3113,20155.0
1698920221019.6829,20156.0
1698920221040.0544,20160.0
1698920221060.426,20153.0
1698920221080.7976,20158.0
1698920221101.1694,20149.0
1698920221121.541,20157.0
1698920221141.9126,20159.0
1698920221162.2842,20159.0
1698920221182.6558,20161.0
1698920221203.027,20157.0
1698920221223.399,20162.0
1698920221243.7705,20162.0
1698920221264.142,20165.0
1698920221284.5137,20160.0
1698920221304.8853,20164.0
1698920221325.2568,20165.0
1698920221345.6284,20163.0
1698920221386.3716,20168.0
1698920221406.7432,20170.0
1698920221427.1147,20165.0
1698920221447.4863,20153.0
1698920221467.858,20151.0
1698920221488.2295,20163.0
1698920221508.601,20161.0
1698920221528.973,20168.0
1698920221549.3442,20170.0
1698920221569.7158,20171.0
1698920221590.0874,20170.0
1698920221610.459,20172.0
1698920221630.8306,20175.0
1698920221651.2024,20177.0
1698920221671.574,20169.0
1698920221691.9456,20176.0
1698920221712.3171,20174.0
1698920221732.6887,20174.0
1698920221753.0603,20174.0
1698920221773.432,20181.0
1698920221793.8037,20179.0
1698920221814.175,20174.0
1698920221834.5466,20176.0
1698920221854.9182,20174.0
1698920221875.2898,20176.0
1698920221895.6614,20176.0
1698920221916.033,20175.0
1698920221936.4043,20179.0
1698920221956.776,20175.0
1698920221977.1477,20177.0
1698920221997.5193,20173.0
1698920222017.8909,20174.0
1698920222038.2625,20170.0
1698920222058.634,20169.0
1698920222079.0056,20170.0
1698920222099.3772,20170.0
1698920222119.7488,20167.0
1698920222140.1204,20173.0
1698920222160.492,20168.0
1698920222180.8635,20168.0
1698920222201.235,20167.0
1698920222221.607,20168.0
1698920222241.9785,20165.0
1698920222262.35,20163.0
1698920222282.7217,20161.0
1698920222303.0933,20166.0
1698920222323.4648,20160.0
1698920222343.8364,20161.0
1698920222364.208,20164.0
1698920222384.5796,20161.0
1698920222404.9512,20158.0
1698920222425.3228,20159.0
1698920222445.6943,20161.0
1698920222466.066,20158.0
1698920222486.4375,20155.0
1698920222506.809,20160.0
1698920222527.181,20156.0
1698920222547.5522,20157.0
1698920222567.9238,20153.0
1698920222588.2954,20153.0
1698920222608.667,20146.0
1698920222629.0386,20153.0
1698920222649.4102,20151.0
1698920222669.7815,20142.0
1698920222690.1533,20145.0
1698920222710.525,20133.0
1698920222730.8965,20114.0
1698920222751.268,20117.0
