timestamp,magnRawx,magnRawy,magnRawz
1698923878.123,-163,631,288
1698923878.202,-174,620,278
1698923878.388,-162,610,288
1698923878.445,-154,624,283
1698923878.718,-160,615,278
1698923878.763,-161,617,286
1698923879.259,-158,617,283
1698923879.322,-160,624,282
1698923879.402,-159,634,273
1698923879.482,-155,630,292
1698923879.589,-153,631,286
1698923879.765,-158,621,295
1698923879.77,-154,633,274
1698923879.802,-159,628,281
1698923879.951,-162,620,289
1698923879.962,-151,619,281
1698923880.042,-157,634,282
1698923880.122,-160,636,278
1698923880.202,-145,622,285
1698923880.284,-156,622,282
1698923880.361,-155,630,284
1698923880.442,-148,628,290
1698923880.522,-145,625,283
1698923880.602,-154,630,285
1698923880.682,-157,633,292
1698923880.762,-156,631,285
1698923880.842,-168,630,277
1698923880.921,-151,629,284
1698923881.002,-156,625,283
1698923881.081,-147,634,280
1698923881.239,-149,637,277
1698923881.244,-157,616,280
1698923881.929,-143,633,280
1698923881.962,-142,644,282
1698923882.289,-147,678,305
1698923882.705,-136,689,305
1698923882.711,-78,664,249
1698923882.855,-55,654,230
1698923882.863,-39,654,220
1698923883.667,-21,652,216
1698923883.673,-129,632,239
1698923883.911,5,674,196
1698923884.145,35,685,184
1698923884.151,-8,669,202
1698923884.266,-45,663,216
1698923884.281,-79,658,239
1698923884.416,-114,646,261
1698923884.442,-128,650,285
1698923884.598,-139,681,287
1698923884.606,-130,663,274
1698923884.686,-117,664,250
1698923884.761,-69,660,222
1698923884.929,25,675,189
1698923885.001,69,689,180
1698923885.082,89,677,172
1698923885.161,50,683,177
1698923885.243,-19,692,192
1698923885.321,-89,710,220
1698923885.401,-150,700,265
1698923885.481,-180,700,289
1698923885.561,-177,715,293
1698923885.643,-146,735,299
1698923885.721,-114,740,261
1698923885.801,-66,747,233
1698923885.881,-10,729,205
1698923885.961,32,703,188
1698923886.041,64,684,171
1698923886.126,70,689,179
1698923886.201,53,700,185
1698923886.281,10,692,201
1698923886.361,-30,682,213
1698923886.442,-91,673,250
1698923886.523,-129,659,279
1698923886.601,-152,655,306
1698923886.683,-158,662,314
1698923886.761,-147,672,301
1698923886.84,-110,689,282
1698923886.921,-76,677,261
1698923887.001,-25,668,233
1698923887.083,11,679,228
1698923887.16,38,658,205
1698923887.242,52,664,212
1698923887.32,20,655,231
1698923887.4,-14,658,237
1698923887.481,-54,667,266
1698923887.561,-87,652,285
1698923887.64,-105,644,317
1698923887.721,-108,640,328
1698923887.8,-84,655,314
1698923887.88,-75,675,292
1698923887.963,-25,685,283
1698923888.04,17,682,252
1698923888.123,53,694,242
1698923888.201,70,681,236
1698923888.28,88,689,244
1698923888.36,96,676,232
1698923888.441,53,670,241
1698923888.52,13,664,251
1698923888.6,-21,666,268
1698923888.681,-71,658,295
1698923888.76,-85,650,313
1698923888.84,-96,644,313
1698923888.92,-78,648,292
1698923889.001,-51,644,281
1698923889.08,-9,645,250
1698923889.163,32,644,235
1698923889.24,57,644,227
1698923889.32,73,639,228
1698923889.4,76,630,218
1698923889.48,63,616,227
1698923889.563,14,610,245
1698923889.64,-26,611,246
1698923889.72,-66,585,276
1698923889.8,-95,572,294
1698923889.881,-103,572,300
1698923889.96,-90,574,299
1698923890.04,-60,587,280
1698923890.12,-22,607,265
1698923890.2,29,611,249
1698923890.28,83,618,234
1698923890.36,118,606,228
1698923890.441,137,617,223
1698923890.52,123,621,237
1698923890.603,114,608,246
1698923890.68,76,596,241
1698923890.76,41,590,252
1698923890.84,-5,570,260
1698923890.92,-36,543,288
1698923891.002,-60,547,280
1698923891.08,-43,553,278
1698923891.16,-30,565,269
1698923891.24,-2,565,251
1698923891.32,37,569,245
1698923891.4,61,565,235
1698923891.48,89,559,226
1698923891.56,95,573,217
1698923891.64,101,567,226
1698923891.72,77,584,228
1698923891.8,47,604,233
1698923891.882,22,604,259
1698923891.96,-28,608,266
1698923892.042,-55,605,285
1698923892.12,-68,601,288
1698923892.2,-41,609,266
1698923892.28,-8,618,247
1698923892.36,24,622,227
1698923892.442,62,631,219
1698923892.52,87,622,224
1698923892.6,111,624,219
1698923892.68,113,628,209
1698923892.76,106,641,214
1698923892.839,61,642,217
1698923892.92,17,643,240
1698923893.0,-29,631,251
1698923893.08,-61,633,275
1698923893.159,-79,628,283
1698923893.24,-100,629,287
1698923893.321,-79,625,278
1698923893.399,-59,635,252
1698923893.482,-1,629,230
1698923893.559,56,647,221
1698923893.639,101,642,215
1698923893.72,142,658,211
1698923893.8,145,659,203
1698923893.879,139,661,212
1698923893.96,123,665,208
1698923894.039,88,666,221
1698923894.119,40,667,227
1698923894.2,-4,667,246
1698923894.279,-38,646,248
1698923894.36,-65,650,262
1698923894.44,-72,640,267
1698923894.52,-79,637,268
1698923894.599,-69,639,253
1698923894.679,-64,668,258
1698923894.762,-57,686,274
1698923894.839,-62,697,272
1698923894.922,-57,724,298
1698923894.999,-50,745,309
1698923895.079,-15,772,339
1698923895.159,40,790,368
1698923895.239,56,809,369
1698923895.319,95,821,369
1698923895.399,126,818,391
1698923895.479,163,826,381
1698923895.559,188,828,380
1698923895.639,193,827,373
1698923895.719,216,823,358
1698923895.801,201,825,340
1698923895.88,206,812,334
1698923895.962,223,819,338
1698923896.039,239,822,338
1698923896.119,259,814,346
1698923896.199,258,805,346
1698923896.279,261,807,356
1698923896.362,262,800,343
1698923896.439,259,803,353
1698923896.519,256,793,350
1698923896.599,266,789,338
1698923896.679,254,783,333
1698923896.759,246,777,327
1698923896.839,245,774,318
1698923896.919,240,758,316
1698923896.999,223,773,310
1698923897.079,222,778,324
1698923897.159,239,774,324
1698923897.241,249,787,334
1698923897.319,260,790,341
1698923897.401,266,792,361
1698923897.479,266,783,374
1698923897.559,264,790,376
1698923897.639,257,792,371
1698923897.719,255,785,359
1698923897.801,244,792,350
1698923897.879,246,788,344
1698923897.959,242,774,329
1698923898.039,236,786,291
1698923898.119,209,767,297
1698923898.199,221,766,286
1698923898.279,219,762,279
1698923898.359,240,751,277
1698923898.439,235,752,291
1698923898.519,256,749,296
1698923898.599,256,754,309
1698923898.68,257,770,322
1698923898.759,251,782,330
1698923898.841,265,769,330
1698923898.919,249,771,335
1698923898.999,242,785,330
1698923899.078,238,770,321
1698923899.158,222,777,311
1698923899.239,203,769,332
1698923899.318,201,761,327
1698923899.398,199,764,320
1698923899.479,224,767,332
1698923899.558,220,764,325
1698923899.638,243,757,325
1698923899.719,245,753,343
1698923899.799,246,760,358
1698923899.881,246,764,365
1698923899.959,233,769,361
1698923900.038,231,771,359
1698923900.121,218,769,358
1698923900.199,225,766,361
1698923900.281,227,778,361
1698923900.358,227,783,353
1698923900.438,241,784,357
1698923900.518,257,797,357
1698923900.598,272,793,337
1698923900.678,306,796,340
1698923900.758,317,793,335
1698923900.838,332,795,343
1698923900.918,344,794,362
1698923900.998,345,786,357
1698923901.078,350,789,355
1698923901.159,353,778,339
1698923901.238,329,775,331
1698923901.321,302,776,315
1698923901.399,258,787,302
1698923901.478,223,786,307
1698923901.558,207,786,294
1698923901.638,221,788,292
1698923901.721,250,777,283
1698923901.798,287,784,302
1698923901.878,309,765,302
1698923901.958,343,757,321
1698923902.038,343,760,320
1698923902.118,350,763,318
1698923902.198,368,758,301
1698923902.278,335,786,307
1698923902.358,293,774,285
1698923902.438,257,775,278
1698923902.518,220,774,274
1698923902.6,177,774,269
1698923902.678,157,776,275
1698923902.762,184,777,264
1698923902.838,218,774,267
1698923902.918,244,763,270
1698923902.998,297,741,269
1698923903.078,344,752,275
1698923903.16,360,755,308
1698923903.238,372,772,313
1698923903.318,375,757,306
1698923903.398,354,764,302
1698923903.478,331,781,293
1698923903.558,300,791,281
1698923903.638,254,799,271
1698923903.718,216,810,278
1698923903.798,198,802,262
1698923903.878,188,810,266
1698923903.958,229,786,253
1698923904.04,265,802,260
1698923904.118,306,791,269
1698923904.2,338,794,285
1698923904.278,357,794,296
1698923904.358,367,808,302
1698923904.438,376,809,310
1698923904.518,365,811,303
1698923904.598,337,822,292
1698923904.678,303,821,286
1698923904.758,250,840,257
1698923904.837,207,843,262
1698923904.917,171,852,261
1698923904.998,171,848,259
1698923905.078,199,860,257
1698923905.157,252,838,259
1698923905.24,304,846,264
1698923905.317,341,845,286
1698923905.397,378,842,302
1698923905.48,393,837,311
1698923905.557,388,852,316
1698923905.64,374,846,310
1698923905.718,337,864,310
1698923905.797,310,882,297
1698923905.877,275,873,289
1698923905.958,228,884,288
1698923906.037,191,882,275
1698923906.261,203,871,301
1698923906.277,257,858,280
1698923906.413,304,835,276
1698923906.617,342,832,285
1698923906.623,365,831,322
1698923906.707,358,825,327
1698923906.757,348,836,329
1698923906.837,345,831,314
1698923906.92,322,830,314
1698923906.997,298,842,292
1698923907.08,251,847,293
1698923907.157,203,852,283
1698923907.237,175,861,284
1698923907.317,194,853,286
1698923907.398,245,848,277
1698923907.477,299,828,284
1698923907.557,344,809,280
1698923907.638,368,799,311
1698923907.717,384,809,313
1698923907.797,382,811,320
1698923907.877,376,833,323
1698923907.958,355,827,321
