timestamp,accGGx,accGGy,accGGz
1698924219.049,-0.329,0.793,0.61
1698924219.129,-0.333,0.778,0.602
1698924219.209,-0.335,0.778,0.588
1698924219.289,-0.336,0.779,0.587
1698924219.369,-0.334,0.774,0.586
1698924219.449,-0.334,0.771,0.593
1698924219.529,-0.341,0.781,0.605
1698924219.609,-0.331,0.716,0.648
1698924219.689,-0.281,0.775,0.717
1698924219.769,-0.186,0.888,0.755
1698924219.849,-0.084,0.828,0.727
1698924219.93,0.008,0.753,0.654
1698924220.009,0.108,0.718,0.576
1698924220.089,0.209,0.715,0.529
1698924220.169,0.293,0.726,0.506
1698924220.249,0.352,0.743,0.499
1698924220.329,0.387,0.76,0.495
1698924220.41,0.428,0.786,0.51
1698924220.489,0.458,0.787,0.518
1698924220.571,0.458,0.76,0.507
1698924220.649,0.455,0.748,0.502
1698924220.729,0.464,0.755,0.504
1698924220.809,0.479,0.769,0.51
1698924220.889,0.48,0.776,0.512
1698924220.969,0.465,0.766,0.514
1698924221.049,0.458,0.76,0.514
1698924221.129,0.47,0.762,0.514
1698924221.209,0.481,0.761,0.51
1698924221.289,0.483,0.755,0.508
1698924221.369,0.489,0.757,0.511
1698924221.448,0.494,0.755,0.506
1698924221.528,0.496,0.739,0.514
1698924221.609,0.498,0.734,0.518
1698924221.688,0.496,0.732,0.515
1698924221.768,0.496,0.735,0.514
1698924221.85,0.496,0.738,0.521
1698924221.928,0.492,0.741,0.531
1698924222.011,0.487,0.735,0.534
1698924222.089,0.489,0.736,0.535
1698924222.168,0.498,0.733,0.525
1698924222.248,0.496,0.736,0.511
1698924222.329,0.492,0.752,0.511
1698924222.408,0.49,0.742,0.499
1698924222.488,0.488,0.744,0.506
1698924222.569,0.495,0.757,0.527
1698924222.648,0.5,0.755,0.522
1698924222.728,0.523,0.768,0.532
1698924222.808,0.541,0.767,0.534
1698924222.888,0.541,0.751,0.51
1698924222.968,0.536,0.744,0.493
1698924223.049,0.533,0.733,0.477
1698924223.128,0.548,0.723,0.438
1698924223.208,0.57,0.72,0.389
1698924223.289,0.589,0.724,0.363
1698924223.368,0.6,0.746,0.349
1698924223.451,0.624,0.802,0.352
1698924223.528,0.662,0.969,0.427
1698924223.608,0.448,0.911,0.622
1698924223.688,0.3,0.892,0.654
1698924223.768,0.286,0.967,0.682
1698924223.848,0.295,0.958,0.651
1698924223.929,0.267,0.951,0.577
1698924224.009,0.264,0.958,0.578
1698924224.088,0.251,0.951,0.576
1698924224.168,0.233,0.898,0.512
1698924224.248,0.213,0.791,0.405
1698924224.328,0.204,0.7,0.295
1698924224.408,0.25,0.65,0.31
1698924224.488,0.35,0.631,0.461
1698924224.568,0.415,0.662,0.616
1698924224.648,0.386,0.738,0.681
1698924224.73,0.304,0.804,0.656
1698924224.808,0.226,0.813,0.622
1698924224.89,0.187,0.824,0.587
1698924224.968,0.198,0.852,0.539
1698924225.048,0.24,0.84,0.5
1698924225.13,0.323,0.807,0.479
1698924225.208,0.409,0.823,0.473
1698924225.288,0.412,0.889,0.523
1698924225.368,0.34,0.96,0.585
1698924225.448,0.255,1.014,0.628
1698924225.528,0.161,0.98,0.612
1698924225.608,0.098,0.878,0.553
1698924225.689,0.135,0.754,0.517
1698924225.768,0.2,0.776,0.528
1698924225.848,0.274,0.836,0.55
1698924225.928,0.307,0.869,0.574
1698924226.008,0.338,0.891,0.587
1698924226.088,0.297,0.9,0.573
1698924226.168,0.191,0.885,0.557
1698924226.248,0.165,0.858,0.544
1698924226.328,0.224,0.804,0.521
1698924226.408,0.284,0.761,0.487
1698924226.488,0.326,0.741,0.448
1698924226.569,0.379,0.778,0.453
1698924226.648,0.413,0.868,0.5
1698924226.728,0.416,0.987,0.609
1698924226.808,0.372,1.013,0.639
1698924226.888,0.282,0.906,0.58
1698924226.968,0.213,0.814,0.562
1698924227.048,0.198,0.753,0.53
1698924227.128,0.249,0.716,0.496
1698924227.208,0.321,0.717,0.487
1698924227.288,0.385,0.752,0.534
1698924227.368,0.441,0.804,0.597
1698924227.447,0.44,0.869,0.608
1698924227.528,0.368,0.927,0.631
1698924227.608,0.24,0.939,0.632
1698924227.687,0.171,0.859,0.52
1698924227.767,0.266,0.787,0.524
1698924227.848,0.313,0.791,0.559
1698924227.927,0.327,0.782,0.558
1698924228.009,0.327,0.768,0.546
1698924228.088,0.32,0.761,0.582
1698924228.167,0.278,0.764,0.642
1698924228.247,0.198,0.771,0.678
1698924228.328,0.146,0.783,0.704
1698924228.407,0.135,0.791,0.708
1698924228.487,0.145,0.78,0.676
1698924228.568,0.212,0.784,0.66
1698924228.647,0.299,0.817,0.659
1698924228.727,0.333,0.835,0.642
1698924228.808,0.309,0.833,0.623
1698924228.887,0.243,0.839,0.656
1698924228.967,0.157,0.844,0.653
1698924229.047,0.101,0.86,0.568
1698924229.127,0.111,0.893,0.516
1698924229.207,0.172,0.901,0.489
1698924229.288,0.25,0.883,0.477
1698924229.367,0.292,0.849,0.461
1698924229.448,0.311,0.817,0.436
1698924229.528,0.333,0.827,0.45
1698924229.61,0.315,0.893,0.487
1698924229.687,0.256,0.961,0.505
1698924229.768,0.211,0.992,0.518
1698924229.847,0.156,0.939,0.51
1698924229.927,0.156,0.88,0.513
1698924230.007,0.186,0.809,0.482
1698924230.087,0.247,0.765,0.458
1698924230.167,0.325,0.779,0.447
1698924230.247,0.396,0.832,0.443
1698924230.327,0.412,0.905,0.459
1698924230.407,0.298,0.988,0.513
1698924230.488,0.141,1.008,0.513
1698924230.567,0.07,0.951,0.471
1698924230.647,0.105,0.901,0.473
1698924230.727,0.178,0.862,0.466
1698924230.807,0.249,0.819,0.431
1698924230.888,0.309,0.806,0.404
1698924230.967,0.348,0.849,0.4
1698924231.049,0.369,0.912,0.413
1698924231.127,0.365,0.978,0.477
1698924231.207,0.309,1.04,0.505
