msFromStart,alpha,beta,gamma,heading,acc
1698411971003.0,44.45357619729266,94.78082301330114,12.903703698359203,142.91781616210938,13.025485038757324
1698411971019.0,44.357317792325965,94.77091405747144,13.00495006405588,142.91781616210938,13.025485038757324
1698411971036.0,44.22778222002246,94.76361480586941,13.143164859155345,142.91781616210938,13.025485038757324
1698411971052.0,44.06448657951054,94.75950102003225,13.316573861780507,142.91781616210938,13.025485038757324
1698411971069.0,43.973189169189716,94.75521593239122,13.409858750416417,142.91781616210938,13.025485038757324
1698411971086.0,43.89788485309085,94.74759075638747,13.48578414068194,142.91781616210938,13.025485038757324
1698411971103.0,43.76638029325169,94.73943222466305,13.615617119287666,142.91781616210938,13.025485038757324
1698411971119.0,43.634144971163124,94.73986482413898,13.745676477882938,142.91781616210938,13.025485038757324
1698411971136.0,43.4713556856415,94.74385475326446,13.905748772290545,142.91781616210938,13.025485038757324
1698411971153.0,43.33183099547812,94.76226780934898,14.042134974024684,142.91781616210938,13.025485038757324
1698411971169.0,43.34240505633109,94.78275213962755,14.027982528256555,142.91781616210938,13.025485038757324
1698411971186.0,43.40487699957869,94.80214530947602,13.962943115739378,142.91781616210938,13.025485038757324
1698411971203.0,43.50497604019158,94.82635190907348,13.857833441788246,142.91781616210938,13.025485038757324
1698411971219.0,43.56800808355045,94.8426525804069,13.786023608465086,142.91781616210938,13.025485038757324
1698411971236.0,43.62558189551379,94.85217715982246,13.715501520276753,142.91781616210938,13.025485038757324
1698411971252.0,43.62550940038063,94.85804396971886,13.689330077255336,142.91781616210938,13.025485038757324
1698411971269.0,43.608536470349996,94.86063335402852,13.682897405524844,142.91781616210938,13.025485038757324
1698411971286.0,43.616510939649366,94.86113522658607,13.649297881994826,142.91781616210938,13.025485038757324
1698411971302.0,43.68043942714335,94.85797874051885,13.551272107256924,142.91781616210938,13.025485038757324
1698411971319.0,43.71681241122612,94.85552621320704,13.49849849935459,142.91781616210938,13.025485038757324
1698411971336.0,43.704721598974146,94.8539248570979,13.497819218772046,142.91781616210938,13.025485038757324
1698411971352.0,43.62819335607731,94.8502620656124,13.568320184776844,142.91781616210938,13.025485038757324
1698411971369.0,43.55693914080825,94.84706812118968,13.640069108779718,142.91781616210938,13.025485038757324
1698411971386.0,43.48824172287097,94.84300304637846,13.712393403299895,142.91781616210938,13.025485038757324
1698411971403.0,43.42521593653174,94.83709721932402,13.786360127225647,142.91781616210938,13.025485038757324
1698411971419.0,43.3978878208547,94.83531969567474,13.825986485920303,142.91781616210938,13.025485038757324
1698411971436.0,43.391964707707174,94.83731452163471,13.846601578863783,142.91781616210938,13.025485038757324
1698411971453.0,43.40520148257313,94.84257577889488,13.859375802534078,142.91781616210938,13.025485038757324
1698411971469.0,43.45288337550058,94.84924695779658,13.832704493455036,142.91781616210938,13.025485038757324
1698411971486.0,43.495623456032405,94.85608380121965,13.80882770667857,142.91781616210938,13.025485038757324
1698411971503.0,43.53548563818095,94.86644632388968,13.785554047714596,142.91781616210938,13.025485038757324
1698411971519.0,43.56986327513822,94.87233152144942,13.759282530238467,142.91781616210938,13.025485038757324
1698411971536.0,43.622513664662705,94.87741218385575,13.71078491703866,142.91781616210938,13.025485038757324
1698411971553.0,43.70751578980591,94.88507467212564,13.625491024816858,142.91781616210938,13.025485038757324
1698411971569.0,43.74334698121909,94.89259938052751,13.586695507792134,142.91781616210938,13.025485038757324
1698411971586.0,43.7490103063155,94.89955740834725,13.57508047202776,142.91781616210938,13.025485038757324
1698411971603.0,43.74629493347019,94.91217371377074,13.569970206584953,142.91781616210938,13.025485038757324
1698411971619.0,43.73862799505625,94.92208322589408,13.574811312466336,142.91781616210938,13.025485038757324
1698411971637.0,43.72567960539393,94.93367348216306,13.585366947748401,142.91781616210938,13.025485038757324
1698411971653.0,43.71048866321996,94.95183275497779,13.599915409966265,142.91781616210938,13.025485038757324
1698411971669.0,43.663026033019264,94.9677958001868,13.648825297632651,142.91781616210938,13.025485038757324
1698411971686.0,43.59091805393369,94.9857976184558,13.724372944032318,142.91781616210938,13.025485038757324
1698411971703.0,43.48400619866239,95.01236337866733,13.839997960318083,142.91781616210938,13.025485038757324
