ms,x,y,z
1698411971012.0,-254,429,647
1698411971092.0,-245,432,637
1698411971172.0,-247,438,646
1698411971252.0,-247,441,647
1698411971332.0,-251,426,632
1698411971412.0,-253,434,648
1698411971492.0,-245,446,646
1698411971572.0,-240,423,646
1698411971652.0,-244,434,638
1698411971732.0,-252,433,633
1698411971812.0,-253,434,638
1698411971892.0,-243,431,637
1698411971972.0,-249,424,638
1698411972052.0,-248,431,635
1698411972132.0,-244,431,646
1698411972212.0,-252,432,653
1698411972292.0,-252,437,642
1698411972372.0,-246,430,640
1698411972455.0,-245,423,647
1698411972532.0,-244,433,640
1698411972615.0,-252,428,638
1698411972692.0,-250,433,647
1698411972772.0,-239,434,628
1698411972853.0,-243,442,640
1698411972932.0,-249,435,644
1698411973012.0,-240,427,646
1698411973092.0,-253,432,630
1698411973171.0,-245,432,631
1698411973252.0,-246,419,632
1698411973332.0,-255,431,642
1698411973412.0,-238,425,632
1698411973492.0,-246,430,642
1698411973572.0,-244,434,641
1698411973732.0,-253,432,638
1698411973811.0,-250,430,645
1698411973891.0,-250,424,649
1698411973972.0,-248,443,644
1698411974051.0,-254,429,643
1698411974131.0,-239,435,643
1698411974212.0,-246,428,639
1698411974291.0,-254,428,632
1698411974374.0,-245,426,638
1698411974452.0,-244,438,631
1698411974531.0,-258,421,631
1698411974611.0,-244,434,643
1698411974692.0,-250,435,643
1698411974774.0,-254,435,638
1698411974851.0,-249,421,626
1698411974932.0,-249,422,646
1698411975014.0,-247,437,631
1698411975091.0,-243,426,637
1698411975174.0,-249,442,636
1698411975251.0,-254,441,633
1698411975331.0,-242,441,639
1698411975414.0,-247,442,644
1698411975491.0,-246,428,638
1698411975574.0,-245,432,638
1698411975651.0,-248,428,637
1698411975731.0,-252,439,632
1698411975811.0,-253,430,636
1698411975891.0,-250,427,635
1698411975971.0,-260,441,626
1698411976051.0,-268,430,632
1698411976131.0,-263,422,636
1698411976211.0,-264,416,639
1698411976291.0,-244,397,659
1698411976371.0,-239,381,656
1698411976451.0,-211,394,657
1698411976531.0,-187,392,653
1698411976611.0,-164,403,649
1698411976691.0,-161,411,657
1698411976771.0,-143,424,644
1698411976851.0,-145,436,639
1698411976935.0,-138,425,628
1698411977011.0,-115,424,630
1698411977091.0,-100,446,623
1698411977171.0,-82,436,610
1698411977251.0,-62,460,594
1698411977334.0,-61,460,583
1698411977411.0,-61,462,586
1698411977491.0,-71,458,574
1698411977571.0,-63,456,566
1698411977652.0,-39,458,564
1698411977733.0,-26,462,563
1698411977811.0,-8,441,546
1698411977891.0,12,436,530
1698411977973.0,24,426,514
1698411978051.0,19,405,524
1698411978133.0,34,408,518
1698411978211.0,27,397,525
1698411978291.0,25,410,528
1698411978373.0,16,428,538
1698411978451.0,-3,439,548
1698411978531.0,-27,456,551
1698411978611.0,-71,475,540
1698411978691.0,-103,487,540
1698411978771.0,-114,496,554
1698411978851.0,-123,494,557
1698411978931.0,-99,477,554
1698411979011.0,-60,475,552
1698411979091.0,-18,451,556
1698411979171.0,12,420,545
1698411979251.0,15,417,541
1698411979331.0,17,421,538
1698411979411.0,31,418,535
1698411979494.0,15,425,529
1698411979571.0,21,412,531
1698411979650.0,23,422,516
1698411979731.0,10,405,529
1698411979810.0,26,406,520
1698411979893.0,27,419,521
1698411979972.0,26,411,532
1698411980050.0,7,424,534
1698411980130.0,11,424,530
1698411980211.0,1,434,528
1698411980293.0,0,434,545
1698411980370.0,-11,437,552
1698411980451.0,-36,442,548
1698411980532.0,-61,464,553
1698411980610.0,-84,479,558
1698411980693.0,-91,473,563
1698411980770.0,-92,471,570
1698411980850.0,-83,472,572
1698411980931.0,-49,438,564
1698411981010.0,-11,446,556
1698411981090.0,20,420,531
1698411981170.0,17,412,539
1698411981250.0,17,412,529
1698411981330.0,14,415,523
1698411981411.0,20,408,530
1698411981490.0,31,397,520
1698411981570.0,34,391,519
1698411981651.0,40,394,533
1698411981730.0,34,391,520
1698411981810.0,29,400,528
1698411981890.0,34,407,531
1698411981970.0,22,412,544
1698411982053.0,14,409,534
1698411982130.0,3,428,547
1698411982210.0,-21,441,554
1698411982290.0,-53,457,555
1698411982370.0,-66,459,553
1698411982453.0,-92,467,561
1698411982530.0,-90,476,555
1698411982610.0,-85,467,554
1698411982690.0,-64,469,568
1698411982770.0,-24,443,561
1698411982853.0,-6,412,553
1698411982930.0,16,393,550
1698411983010.0,21,387,556
1698411983092.0,7,413,568
1698411983170.0,-4,426,554
1698411983252.0,-20,425,566
1698411983330.0,-14,415,574
1698411983410.0,2,409,578
1698411983491.0,-3,392,575
1698411983570.0,-2,397,578
1698411983650.0,-6,384,585
1698411983730.0,7,363,599
1698411983810.0,20,336,605
1698411983890.0,-3,337,621
1698411983970.0,-2,356,610
1698411984050.0,-10,362,601
1698411984130.0,-13,372,605
1698411984210.0,5,327,615
1698411984290.0,22,292,613
1698411984370.0,42,221,602
1698411984450.0,34,187,591
1698411984530.0,34,152,595
1698411984610.0,35,152,609
1698411984691.0,28,182,606
1698411984770.0,18,171,620
1698411984850.0,13,170,615
1698411984930.0,18,159,615
1698411985013.0,17,162,610
1698411985090.0,23,144,602
1698411985170.0,24,139,587
1698411985250.0,35,147,602
1698411985330.0,24,152,599
1698411985412.0,29,133,588
1698411985490.0,29,121,574
1698411985569.0,24,119,593
1698411985651.0,28,119,587
1698411985730.0,54,137,596
1698411985812.0,46,150,577
1698411985889.0,44,156,588
1698411985970.0,55,160,581
1698411986050.0,53,166,574
1698411986129.0,50,153,560
1698411986210.0,48,140,567
1698411986289.0,53,160,583
1698411986369.0,66,203,596
1698411986450.0,56,222,582
1698411986529.0,67,217,588
1698411986609.0,57,239,572
1698411986690.0,66,218,584
1698411986769.0,70,207,584
1698411986849.0,64,203,571
1698411986930.0,64,180,582
1698411987009.0,53,167,589
1698411987089.0,34,150,594
1698411987172.0,38,164,589
1698411987249.0,34,159,594
1698411987329.0,28,169,608
1698411987410.0,41,177,602
1698411987489.0,44,171,600
1698411987572.0,45,156,590
1698411987649.0,42,147,586
1698411987729.0,36,129,571
1698411987809.0,43,117,578
1698411987889.0,33,107,581
1698411987972.0,36,110,582
1698411988049.0,38,143,591
1698411988130.0,42,152,583
1698411988211.0,46,169,593
1698411988289.0,51,178,597
1698411988372.0,50,196,598
1698411988449.0,56,239,600
1698411988529.0,57,256,606
1698411988612.0,55,237,589
1698411988689.0,70,212,590
1698411988769.0,72,191,579
1698411988849.0,59,181,586
1698411988930.0,51,146,602
1698411989009.0,38,141,601
1698411989089.0,54,128,607
1698411989169.0,31,140,608
1698411989249.0,27,159,614
1698411989329.0,41,149,611
1698411989409.0,37,153,597
1698411989489.0,50,145,602
1698411989569.0,53,147,603
1698411989649.0,39,145,599
1698411989729.0,45,134,582
1698411989809.0,49,124,573
1698411989889.0,53,127,573
1698411989969.0,58,149,565
1698411990049.0,76,158,585
1698411990131.0,77,168,576
1698411990209.0,75,154,566
1698411990289.0,72,148,549
1698411990369.0,81,139,563
1698411990449.0,85,126,518
1698411990531.0,69,123,522
1698411990609.0,63,108,506
1698411990689.0,63,110,510
1698411990771.0,70,108,493
1698411990849.0,64,121,496
1698411990931.0,71,132,490
1698411991009.0,72,142,465
1698411991089.0,82,157,483
1698411991170.0,81,171,476
1698411991249.0,81,177,466
1698411991331.0,76,187,459
1698411991409.0,76,212,459
1698411991489.0,71,229,468
1698411991569.0,71,246,463
1698411991648.0,63,270,453
1698411991729.0,56,311,453
1698411991808.0,48,320,450
1698411991888.0,42,337,437
1698411991969.0,37,334,442
1698411992048.0,30,358,455
1698411992128.0,29,380,469
1698411992209.0,33,376,473
1698411992288.0,42,393,480
1698411992368.0,19,401,486
1698411992449.0,34,412,494
1698411992528.0,34,402,487
1698411992608.0,36,403,507
1698411992691.0,47,410,507
1698411992768.0,43,400,523
1698411992848.0,53,400,518
1698411992929.0,50,404,532
1698411993008.0,37,412,512
1698411993091.0,23,422,526
1698411993168.0,16,429,527
1698411993248.0,-10,440,529
1698411993328.0,-34,465,539
1698411993408.0,-41,453,534
1698411993491.0,-46,483,550
1698411993568.0,-44,474,547
1698411993649.0,-61,472,551
1698411993730.0,-80,479,541
1698411993808.0,-88,479,559
1698411993888.0,-88,493,554
1698411993968.0,-101,485,550
1698411994048.0,-104,491,556
1698411994129.0,-117,493,568
1698411994208.0,-138,493,568
1698411994288.0,-152,491,575
1698411994368.0,-162,497,567
1698411994448.0,-181,493,582
1698411994528.0,-181,506,565
1698411994608.0,-191,488,580
1698411994688.0,-194,498,587
1698411994768.0,-211,492,583
1698411994848.0,-209,487,594
1698411994928.0,-222,481,600
1698411995008.0,-227,479,612
1698411995088.0,-225,480,595
1698411995168.0,-225,482,586
1698411995250.0,-249,488,603
1698411995328.0,-247,476,599
1698411995408.0,-241,462,623
1698411995488.0,-254,435,628
1698411995568.0,-241,440,628
1698411995651.0,-243,447,641
1698411995728.0,-249,429,637
1698411995808.0,-252,424,642
1698411995888.0,-241,454,639
1698411995968.0,-235,459,623
1698411996050.0,-233,444,635
1698411996129.0,-232,445,626
1698411996208.0,-240,444,619
1698411996290.0,-236,454,630
1698411996368.0,-240,458,621
1698411996450.0,-245,455,636
1698411996528.0,-238,461,632
1698411996609.0,-237,453,631
1698411996688.0,-232,461,634
1698411996768.0,-226,456,623
1698411996848.0,-243,456,620
1698411996928.0,-241,458,620
1698411997008.0,-239,449,631
1698411997087.0,-246,448,630
1698411997168.0,-245,449,624
1698411997248.0,-224,442,619
1698411997328.0,-242,455,623
1698411997408.0,-240,452,620
1698411997488.0,-243,464,621
1698411997568.0,-245,454,632
1698411997647.0,-229,461,626
1698411997728.0,-239,453,631
1698411997810.0,-242,462,625
1698411997888.0,-240,439,625
1698411997968.0,-234,454,624
1698411998047.0,-230,453,622
1698411998127.0,-243,457,619
