ts,hr,conf
1698921024514.0,0,37
1698921025414.0,0,48
1698921026317.0,0,58
1698921027231.0,0,6
1698921028124.0,0,53
1698921029027.0,0,52
1698921033444.0,0,8
1698921034353.0,0,34
1698921035217.0,87,14
1698921036087.0,87,85
1698921036957.0,87,75
1698921037871.0,87,71
1698921038764.0,86,87
1698921039667.0,86,86
1698921040570.0,83,78
1698921041406.0,81,70
1698921042310.0,81,68
1698921043214.0,81,78
