ms,x,y,z
1698921023073.0,65,800,424
1698921023149.0,61,803,423
1698921023229.0,68,804,430
1698921023309.0,71,804,428
1698921023389.0,65,799,426
1698921023469.0,75,807,420
1698921023549.0,78,812,428
1698921023629.0,68,807,422
1698921023709.0,72,804,420
1698921023789.0,70,803,423
1698921023869.0,73,813,431
1698921023950.0,72,813,427
1698921024029.0,70,804,427
1698921024112.0,79,806,421
1698921024189.0,77,809,422
1698921024269.0,77,808,426
1698921024351.0,56,809,429
1698921024429.0,20,787,430
1698921024512.0,-43,778,439
1698921024590.0,-93,745,445
1698921024669.0,-116,711,436
1698921024749.0,-139,699,455
1698921024829.0,-143,681,447
1698921024912.0,-142,685,449
1698921024989.0,-142,685,444
1698921025069.0,-141,684,450
1698921025149.0,-143,680,449
1698921025229.0,-139,675,454
1698921025309.0,-138,692,444
1698921025389.0,-151,682,446
1698921025469.0,-138,683,448
1698921025549.0,-132,688,441
1698921025630.0,-152,682,445
1698921025709.0,-142,687,450
1698921025790.0,-138,681,437
1698921025869.0,-159,676,454
1698921025952.0,-155,665,443
1698921026029.0,-158,660,450
1698921026109.0,-165,664,450
1698921026189.0,-182,645,440
1698921026269.0,-191,630,434
1698921026351.0,-194,596,440
1698921026429.0,-192,568,452
1698921026509.0,-169,542,448
1698921026589.0,-133,537,466
1698921026669.0,-100,550,477
1698921026749.0,-63,578,488
1698921026829.0,-10,590,493
1698921026909.0,47,621,505
1698921026989.0,117,639,521
1698921027069.0,162,648,519
1698921027149.0,174,639,516
1698921027229.0,188,650,518
1698921027309.0,193,658,521
1698921027389.0,212,646,524
1698921027468.0,205,654,517
1698921027549.0,187,655,507
1698921027630.0,158,644,500
1698921027708.0,92,661,482
1698921027791.0,23,663,488
1698921027868.0,0,613,518
1698921027948.0,-66,548,526
1698921028029.0,-102,517,522
1698921028108.0,-112,551,531
1698921028191.0,-122,661,539
1698921028269.0,-75,708,647
1698921028348.0,11,726,571
1698921028428.0,44,720,554
1698921028508.0,84,668,559
1698921028588.0,113,592,593
1698921028669.0,126,560,608
1698921028749.0,157,606,610
1698921028828.0,177,617,601
1698921028908.0,161,589,590
1698921028988.0,139,602,600
1698921029069.0,115,600,601
1698921029148.0,59,584,596
1698921029231.0,31,573,592
1698921029308.0,12,568,591
1698921029388.0,-1,569,578
1698921029470.0,-10,572,568
1698921029548.0,-2,551,574
1698921029631.0,-22,552,572
1698921029709.0,-31,548,563
1698921029788.0,-63,555,565
1698921029868.0,-83,528,548
1698921029949.0,-128,496,516
1698921030031.0,-216,521,474
1698921030108.0,-215,631,428
1698921030188.0,-177,687,423
1698921030268.0,-164,708,384
1698921030348.0,-148,714,341
1698921030428.0,-105,737,315
1698921030508.0,-16,763,289
1698921030588.0,132,775,266
1698921030668.0,320,704,307
1698921030748.0,356,664,331
1698921030828.0,355,681,321
1698921030909.0,353,645,305
1698921030988.0,359,619,310
1698921031071.0,352,658,309
1698921031148.0,323,693,311
1698921031228.0,285,740,326
1698921031308.0,269,773,340
1698921031388.0,241,811,375
1698921031471.0,218,806,387
1698921031549.0,225,791,383
1698921031628.0,249,774,369
1698921031708.0,277,768,354
1698921031788.0,296,753,348
1698921031871.0,315,742,339
1698921031948.0,332,723,336
1698921032028.0,336,713,329
1698921032108.0,327,715,325
1698921032188.0,316,732,329
1698921032268.0,298,740,331
1698921032348.0,288,747,344
1698921032428.0,273,763,333
1698921032510.0,273,771,355
1698921032588.0,269,773,352
1698921032668.0,282,770,355
1698921032749.0,279,763,344
1698921032828.0,295,751,357
1698921032910.0,294,748,348
1698921032988.0,295,741,353
1698921033068.0,303,747,337
1698921033148.0,288,751,344
1698921033228.0,309,744,347
1698921033310.0,307,750,339
1698921033388.0,302,757,338
1698921033468.0,298,757,344
1698921033548.0,294,753,342
1698921033627.0,301,748,353
1698921033707.0,303,747,345
1698921033789.0,299,745,345
1698921033867.0,304,747,338
1698921033947.0,304,745,332
1698921034028.0,305,751,343
1698921034107.0,300,749,331
1698921034188.0,299,753,344
1698921034268.0,305,754,345
1698921034350.0,296,749,337
1698921034427.0,290,750,342
1698921034508.0,302,750,341
1698921034589.0,294,751,340
1698921034667.0,301,741,341
1698921034750.0,304,742,343
1698921034827.0,294,752,344
1698921034907.0,295,748,345
1698921034988.0,304,745,331
1698921035067.0,299,746,333
