ms,x,y,z
1698415346041.0,-173,481,601
1698415346121.0,-177,482,610
1698415346201.0,-191,482,602
1698415346281.0,-178,485,607
1698415346361.0,-178,485,602
1698415346441.0,-178,482,600
1698415346521.0,-176,479,608
1698415346601.0,-190,490,604
1698415346681.0,-175,486,604
1698415346761.0,-176,479,594
1698415346841.0,-169,485,602
1698415346921.0,-179,494,598
1698415347001.0,-186,484,601
1698415347083.0,-181,482,599
1698415347161.0,-174,482,595
1698415347241.0,-169,485,606
1698415347321.0,-176,484,602
1698415347401.0,-168,483,592
1698415347483.0,-170,486,600
1698415347561.0,-176,484,601
1698415347640.0,-173,483,603
1698415347720.0,-175,486,604
1698415347801.0,-181,484,606
1698415347883.0,-178,494,601
1698415347960.0,-177,491,598
1698415348041.0,-178,481,601
1698415348120.0,-190,488,607
1698415348200.0,-176,489,611
1698415348283.0,-183,487,601
1698415348360.0,-177,484,597
1698415348440.0,-182,482,597
1698415348521.0,-175,486,603
1698415348600.0,-179,480,595
1698415348683.0,-176,491,588
1698415348761.0,-184,481,603
1698415348840.0,-182,490,592
1698415348920.0,-182,485,606
1698415349000.0,-181,480,596
1698415349083.0,-176,485,611
1698415349160.0,-184,496,595
1698415349240.0,-182,484,599
1698415349320.0,-183,481,600
1698415349400.0,-175,483,598
1698415349483.0,-179,483,601
1698415349560.0,-190,486,603
1698415349640.0,-177,481,599
1698415349721.0,-175,482,595
1698415349800.0,-191,485,602
1698415349883.0,-175,492,580
1698415349960.0,-177,474,601
1698415350041.0,-182,488,597
1698415350120.0,-177,484,605
1698415350200.0,-185,482,602
1698415350283.0,-181,480,594
1698415350360.0,-176,481,596
1698415350440.0,-180,483,595
1698415350520.0,-186,483,595
1698415350600.0,-186,479,598
1698415350683.0,-189,482,597
1698415350760.0,-211,491,598
1698415350841.0,-226,492,601
1698415350922.0,-228,489,588
1698415351000.0,-215,499,582
1698415351082.0,-178,508,562
1698415351160.0,-152,508,558
1698415351240.0,-107,502,551
1698415351322.0,-46,494,539
1698415351400.0,-12,471,515
1698415351482.0,-1,479,510
1698415351560.0,-6,471,506
1698415351640.0,-14,482,527
1698415351722.0,-13,480,530
1698415351800.0,-3,461,520
1698415351883.0,16,466,514
1698415351960.0,26,445,519
1698415352040.0,63,405,515
1698415352122.0,90,382,519
1698415352200.0,89,392,508
1698415352282.0,59,435,525
1698415352360.0,12,458,529
1698415352440.0,-41,481,552
1698415352521.0,-92,499,549
1698415352600.0,-116,496,542
1698415352682.0,-96,497,560
1698415352760.0,-51,480,552
1698415352840.0,0,457,552
1698415352921.0,20,441,547
1698415353000.0,44,445,529
1698415353080.0,58,410,533
1698415353160.0,56,419,550
1698415353240.0,47,423,532
1698415353321.0,43,421,533
1698415353400.0,33,446,536
1698415353480.0,6,442,545
1698415353560.0,-40,475,550
1698415353639.0,-83,490,551
1698415353720.0,-120,486,560
1698415353800.0,-114,486,554
1698415353879.0,-71,478,550
1698415353959.0,13,441,534
1698415354040.0,45,402,529
1698415354120.0,64,388,524
1698415354199.0,61,387,513
1698415354280.0,74,384,510
1698415354359.0,60,384,500
1698415354439.0,62,380,492
1698415354519.0,66,361,491
1698415354599.0,84,335,485
1698415354679.0,87,339,480
1698415354760.0,101,320,499
1698415354839.0,102,309,501
1698415354919.0,118,272,517
1698415355000.0,119,234,528
1698415355079.0,115,198,544
1698415355159.0,104,169,556
1698415355239.0,87,162,569
1698415355319.0,85,155,573
1698415355399.0,84,168,589
1698415355480.0,75,191,610
1698415355600.0,74,189,609
1698415355639.0,62,190,606
1698415355719.0,65,176,602
1698415355799.0,62,165,595
1698415355879.0,61,149,594
1698415355986.0,65,147,591
1698415356039.0,67,170,604
1698415356119.0,62,193,598
1698415356199.0,73,223,611
1698415356279.0,66,246,612
1698415356359.0,55,246,618
1698415356439.0,72,238,613
1698415356519.0,71,202,611
1698415356599.0,68,205,614
1698415356679.0,57,201,616
1698415356759.0,58,173,624
1698415356839.0,65,171,617
1698415356919.0,59,159,614
1698415356999.0,59,172,633
1698415357079.0,54,172,626
1698415357159.0,74,185,617
1698415357241.0,58,215,621
1698415357319.0,45,240,625
1698415357399.0,43,264,640
1698415357479.0,57,270,629
1698415357559.0,61,246,634
1698415357642.0,72,212,607
1698415357719.0,104,202,596
1698415357799.0,116,206,588
1698415357879.0,120,197,558
1698415357959.0,135,194,543
1698415358041.0,134,208,523
1698415358119.0,148,240,512
1698415358199.0,125,290,484
1698415358279.0,121,321,474
1698415358359.0,105,354,485
1698415358441.0,93,386,489
1698415358519.0,67,402,470
1698415358599.0,45,432,468
1698415358679.0,34,447,466
1698415358759.0,18,450,478
1698415358842.0,-9,471,479
1698415358919.0,-37,489,499
1698415358999.0,-61,498,520
1698415359079.0,-58,500,520
1698415359159.0,-65,496,539
1698415359241.0,-71,503,567
1698415359319.0,-87,495,588
1698415359398.0,-109,497,590
1698415359479.0,-142,483,592
1698415359559.0,-160,491,599
1698415359641.0,-173,486,596
1698415359719.0,-188,492,583
1698415359799.0,-208,497,586
1698415359878.0,-217,495,591
1698415359958.0,-211,490,594
1698415360042.0,-209,483,599
1698415360118.0,-205,489,588
1698415360198.0,-189,486,604
1698415360279.0,-186,481,591
1698415360358.0,-168,485,605
1698415360441.0,-175,482,611
1698415360519.0,-169,485,603
1698415360598.0,-178,478,616
1698415360681.0,-175,479,610
1698415360759.0,-173,475,602
1698415360841.0,-174,467,607
1698415360918.0,-171,474,598
1698415360998.0,-174,481,616
