ts,hr,conf
1698415346784.0,52,2
1698415347683.0,52,31
1698415348616.0,52,59
1698415349486.0,52,48
1698415350448.0,51,47
1698415351181.0,51,35
1698415352013.0,51,57
1698415352846.0,51,64
1698415353778.0,51,63
1698415355810.0,51,63
1698415357342.0,51,0
1698415360872.0,51,24
