ts,alpha,beta,gamma,acc,heading
1698415351188.0,359.2352926427006,35.85595225085172,2.3662336332475467,-1.0,
1698415351201.0,359.24990932121887,35.866202334893586,2.2492713274023393,43.258689880371094,123.01276397705078
1698415351220.0,359.1724599870123,35.83159874214865,2.1384839440520467,43.258689880371094,123.01276397705078
1698415351233.0,359.02957869633804,35.785889184370944,2.1417460293752626,43.258689880371094,123.01276397705078
1698415351251.0,358.83234904016336,35.740954690126955,2.227938066378257,43.258689880371094,123.01276397705078
1698415351267.0,358.4917029302039,35.955394962581835,2.515641243623459,43.258689880371094,123.01276397705078
1698415351283.0,358.16033656483035,35.879013405566944,2.910800813834348,43.258689880371094,123.01276397705078
1698415351301.0,358.0465508594729,35.9804872899156,3.0076219116587786,43.258689880371094,123.01276397705078
1698415351317.0,357.9447330363126,36.00515987895133,3.097691329440185,38.18142318725586,124.03388977050781
1698415351333.0,357.89860252030786,35.93177461800549,3.1176023035286486,38.18142318725586,124.03388977050781
1698415351350.0,357.90750518497066,35.70006782993741,2.973451491013991,38.18142318725586,124.03388977050781
1698415351367.0,357.88223449880627,35.59720390522016,2.9072340016274105,38.18142318725586,124.03388977050781
1698415351383.0,357.9217957190493,35.493013758676916,2.770032765046274,38.18142318725586,124.03388977050781
1698415351400.0,357.96394715625746,35.48966026423094,2.664732889586403,38.18142318725586,124.03388977050781
1698415351416.0,358.0073926240706,35.478266694345024,2.5486622877289618,38.18142318725586,124.03388977050781
1698415351433.0,358.03216954504154,35.454694916164684,2.4189130143225257,38.18142318725586,124.03388977050781
1698415351450.0,358.06507582022834,35.395257722276995,2.169016911650726,38.18142318725586,124.03388977050781
1698415351467.0,358.07644240060426,35.29937054159406,2.0119255993251985,38.18142318725586,124.03388977050781
1698415351484.0,358.16753516591535,35.248989761198764,1.7657310119614456,38.18142318725586,124.03388977050781
1698415351500.0,358.14946690944976,35.20795183116788,1.6633051397434346,38.18142318725586,124.03388977050781
1698415351517.0,358.0585991602689,35.17171745925452,1.6661557924010637,38.18142318725586,124.03388977050781
1698415351534.0,357.95910523821647,35.12115129725314,1.6733367384704965,38.18142318725586,124.03388977050781
1698415351557.0,358.0397488412693,35.06123681678008,1.4612835611802573,38.18142318725586,124.03388977050781
1698415351567.0,358.0993536849495,35.019767655856306,1.2892882951141678,38.18142318725586,124.03388977050781
1698415351596.0,358.1498520285557,35.03425401492068,1.0908795299607041,38.18142318725586,124.03388977050781
1698415351599.0,358.1498520285557,35.03425401492068,1.0908795299607041,38.18142318725586,124.03388977050781
1698415351617.0,358.2077880658614,35.04875856974834,0.9948830311745873,38.18142318725586,124.03388977050781
1698415351633.0,358.2597983621881,35.02453790644525,0.867579863404006,38.18142318725586,124.03388977050781
1698415351650.0,358.2241292605837,34.995039614904435,0.859100889158714,38.18142318725586,124.03388977050781
1698415351667.0,358.1886875907976,34.97986097215754,0.8553170398037503,38.18142318725586,124.03388977050781
1698415351684.0,358.204472568099,34.945408952865684,0.8111413217911496,38.18142318725586,124.03388977050781
1698415351700.0,358.2756911290775,34.899801111909746,0.7203471950427814,38.18142318725586,124.03388977050781
1698415351717.0,358.343961785388,34.877298293670734,0.6431068648309874,38.18142318725586,124.03388977050781
1698415351733.0,358.4395978156698,34.860772447131666,0.5263841155045812,38.18142318725586,124.03388977050781
1698415351750.0,358.499930831098,34.851393637536454,0.45494171783784304,38.18142318725586,124.03388977050781
1698415351767.0,358.54268871346045,34.83566607140333,0.4194863117709839,38.18142318725586,124.03388977050781
1698415351784.0,358.5802347288602,34.79911000327918,0.43072163738567676,38.18142318725586,124.03388977050781
1698415351800.0,358.5962850806936,34.769387035808,0.46889763196459383,38.18142318725586,124.03388977050781
1698415351817.0,358.63007619537177,34.74581044247997,0.4575464752545039,38.18142318725586,124.03388977050781
1698415351834.0,358.6697837630014,34.69673914310635,0.44068223919821903,38.18142318725586,124.03388977050781
1698415351851.0,358.71041686923314,34.66289878931829,0.4354426697296015,38.18142318725586,124.03388977050781
1698415351867.0,358.76540212463897,34.63983263365795,0.42762764898361366,38.18142318725586,124.03388977050781
1698415351884.0,358.84134145372974,34.632150555798404,0.41001540103221334,38.18142318725586,124.03388977050781
1698415351901.0,358.8698082901103,34.61063004404965,0.41986943248850106,38.18142318725586,124.03388977050781
1698415351918.0,358.88653875867374,34.59256817850361,0.4349785693154966,38.18142318725586,124.03388977050781
1698415351934.0,358.90358931503147,34.56917173585578,0.4575299822513782,38.18142318725586,124.03388977050781
1698415351951.0,358.92674833866715,34.55516622836369,0.4385534042186387,38.18142318725586,124.03388977050781
1698415351967.0,358.95692970439234,34.5696750409416,0.4062011527080974,38.18142318725586,124.03388977050781
1698415351984.0,359.01047661864385,34.59293479732041,0.3458429664800303,38.18142318725586,124.03388977050781
1698415352001.0,359.06364545615247,34.609864401103735,0.3132007760573257,38.18142318725586,124.03388977050781
1698415352017.0,359.11779973038637,34.618179710551324,0.30772811039670095,38.18142318725586,124.03388977050781
1698415352034.0,359.18206809524156,34.616445082255055,0.31208678697500897,38.18142318725586,124.03388977050781
1698415352050.0,359.2059990242182,34.60590083568755,0.3134813170635702,38.18142318725586,124.03388977050781
1698415352067.0,359.21547162823697,34.59255983066853,0.31776807985300454,38.18142318725586,124.03388977050781
1698415352084.0,359.22638691921884,34.58953749620605,0.33715997913351875,38.18142318725586,124.03388977050781
1698415352101.0,359.23854365642006,34.588210394343015,0.3252567969585062,38.18142318725586,124.03388977050781
1698415352117.0,359.2620478212876,34.59260316991832,0.29958015809225574,38.18142318725586,124.03388977050781
1698415352134.0,359.29498401300594,34.57705383572517,0.26256365009842475,38.18142318725586,124.03388977050781
1698415352151.0,359.3150936889981,34.56920051350517,0.24192678602778026,38.18142318725586,124.03388977050781
1698415352167.0,359.32895681064457,34.57598766555008,0.23630856165480044,38.18142318725586,124.03388977050781
1698415352185.0,359.3545269622643,34.609833775893144,0.2517471800805175,38.18142318725586,124.03388977050781
1698415352201.0,359.37203925892317,34.63503650752858,0.25743235097833544,38.18142318725586,124.03388977050781
1698415352217.0,359.3740551321634,34.63723039028245,0.2639467827765692,38.18142318725586,124.03388977050781
1698415352233.0,359.38542784219,34.63440817173733,0.2384984927729318,38.18142318725586,124.03388977050781
1698415352250.0,359.41127783779416,34.63404231043191,0.19307097219545957,38.18142318725586,124.03388977050781
1698415352267.0,359.4358188711672,34.62848907772084,0.145112247081214,38.18142318725586,124.03388977050781
1698415352284.0,359.4348141840056,34.60296699872765,0.1266534041425045,38.18142318725586,124.03388977050781
1698415352301.0,359.4124262478918,34.59470641319053,0.15738622732640448,38.18142318725586,124.03388977050781
1698415352317.0,359.4029330010852,34.60141517227637,0.1824662520244344,38.18142318725586,124.03388977050781
