isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance,msFromStart
False,0,0,0,38,1698412927020.0
False,0,0,0,38,1698412929001.0
False,0,0,0,38,1698412929003.0
False,0,0,0,38,1698412929989.0
False,0,0,0,38,1698412930974.0
False,0,0,0,38,1698412931965.0
False,0,0,0,38,1698412933450.0
False,0,0,0,38,1698412934941.0
False,0,0,0,38,1698412936421.0
False,0,0,0,38,1698412936919.0
False,0,0,0,38,1698412937909.0
False,0,0,0,38,1698412938890.0
False,0,0,0,38,1698412939890.0
False,0,0,0,38,1698412940878.0
False,0,0,0,38,1698412941864.0
False,0,0,0,38,1698412943845.0
False,0,0,0,38,1698412944844.0
False,0,0,0,38,1698412946816.0
False,0,0,0,38,1698412947807.0
False,0,0,0,38,1698412948297.0
False,0,0,0,38,1698412949290.0
False,0,0,0,38,1698412950775.0
False,0,0,0,38,1698412951274.0
False,0,0,0,38,1698412953253.0
False,0,0,0,38,1698412953744.0
False,0,0,0,38,1698412954244.0
False,0,0,0,38,1698412956227.0
False,0,0,0,38,1698412956250.0
False,0,0,0,38,1698412958198.0
False,0,0,0,38,1698412958200.0
False,0,0,0,38,1698412959189.0
False,0,0,0,38,1698412960673.0
False,0,0,0,38,1698412962162.0
False,0,0,0,38,1698412963149.0
False,0,0,0,38,1698412964633.0
False,0,0,0,38,1698412965129.0
False,0,0,0,38,1698412966121.0
False,0,0,0,38,1698412967109.0
False,0,0,0,38,1698412969584.0
False,0,0,0,38,1698412970076.0
False,0,0,0,38,1698412972061.0
False,0,0,0,38,1698412972062.0
False,0,0,0,38,1698412973541.0
False,0,0,0,38,1698412974531.0
False,0,0,0,38,1698412975523.0
False,0,0,0,38,1698412976019.0
False,0,0,0,38,1698412977999.0
