timestamp,ppg
1698921023.0019808,14835.0
1698921023.0223808,14836.0
1698921023.042781,14839.0
1698921023.0631812,14811.0
1698921023.0835814,14842.0
1698921023.1039817,14845.0
1698921023.1243818,14847.0
1698921023.144782,14843.0
1698921023.1651819,14852.0
1698921023.1855826,14881.0
1698921023.205983,14916.0
1698921023.2263827,14922.0
1698921023.246783,14923.0
1698921023.267183,14918.0
1698921023.2875834,14910.0
1698921023.3079836,14889.0
1698921023.3283837,14876.0
1698921023.348784,14866.0
1698921023.369184,14850.0
1698921023.3895843,14850.0
1698921023.4099844,14853.0
1698921023.4303849,14865.0
1698921023.450785,14877.0
1698921023.471185,14891.0
1698921023.4915853,14897.0
1698921023.5119853,14915.0
1698921023.5323856,14923.0
1698921023.5527859,14938.0
1698921023.573186,14948.0
1698921023.5935862,14955.0
1698921023.6139863,14962.0
1698921023.6343865,14975.0
1698921023.6547866,14990.0
1698921023.675187,14998.0
1698921023.6955872,15006.0
1698921023.7159872,15011.0
1698921023.7363877,15018.0
1698921023.7567875,15030.0
1698921023.777188,15038.0
1698921023.7975879,15046.0
1698921023.8179884,15053.0
1698921023.8383884,15061.0
1698921023.8587885,15067.0
1698921023.8791888,15074.0
1698921023.899589,15081.0
1698921023.9199893,15083.0
1698921023.9403894,15090.0
1698921023.9607894,15099.0
1698921023.9811897,15099.0
1698921024.0015898,15071.0
1698921024.0219903,15106.0
1698921024.0423903,15107.0
1698921024.0627904,15114.0
1698921024.083191,15119.0
1698921024.1035907,15118.0
1698921024.1239913,15120.0
1698921024.1443913,15127.0
1698921024.1647916,15129.0
1698921024.1851916,15132.0
1698921024.2055917,15132.0
1698921024.225992,15137.0
1698921024.2463923,15136.0
1698921024.2667925,15140.0
1698921024.2871926,15145.0
1698921024.3075929,15152.0
1698921024.327993,15151.0
1698921024.348393,15154.0
1698921024.3687937,15153.0
1698921024.3891935,15161.0
1698921024.4095938,15159.0
1698921024.4299939,15162.0
1698921024.4503942,15161.0
1698921024.4707944,15169.0
1698921024.4911945,15164.0
1698921024.5115948,15172.0
1698921024.5319948,15171.0
1698921024.552395,15169.0
1698921024.5727952,15173.0
1698921024.5931954,15178.0
1698921024.6135957,15173.0
1698921024.6339958,15177.0
1698921024.654396,15152.0
1698921024.6747959,15180.0
1698921024.6951964,15183.0
1698921024.7155967,15184.0
1698921024.7359967,15181.0
1698921024.756397,15184.0
1698921024.776797,15188.0
1698921024.7971973,15189.0
1698921024.8175976,15190.0
1698921024.837998,15192.0
1698921024.858398,15191.0
1698921024.878798,15191.0
1698921024.8991983,15190.0
1698921024.9195983,15189.0
1698921024.9399989,15190.0
1698921024.960399,15188.0
1698921024.980799,15190.0
1698921025.0011992,15186.0
1698921025.0215993,15184.0
1698921025.0419996,15190.0
1698921025.0623999,15155.0
1698921025.0828001,15190.0
1698921025.1032002,15186.0
1698921025.1236002,15183.0
1698921025.1440005,15182.0
1698921025.1644008,15183.0
1698921025.184801,15181.0
1698921025.2052011,15180.0
1698921025.2256014,15178.0
1698921025.2460017,15175.0
1698921025.2664015,15179.0
1698921025.286802,15176.0
1698921025.3072019,15175.0
1698921025.3276024,15172.0
1698921025.3480024,15176.0
1698921025.3684025,15169.0
1698921025.3888028,15173.0
1698921025.409203,15171.0
1698921025.4296033,15173.0
1698921025.4500034,15172.0
1698921025.4704037,15170.0
1698921025.4908037,15165.0
1698921025.511204,15171.0
1698921025.5316043,15138.0
